# per-agent token counts, derived by _ledger.py from session transcripts
# transcript manifest sha1: db1935b7ba8a0218c5f9de3402f885c457ec418a  (572 agents)
# uncached/cc5m/cc1h/cache_read/output: summed over requests, final row per requestId.
# ctx_final: the last request's context — this is what a task notification reports.
# reported: subagent_tokens as the task notification stated it (0 = not found).
# cc_after_gap: cache creation on a request >5min after the previous one.
# bytes_*: tool-result bytes by the material the call pulled in (not tokens).
round	role	arm	review	part	session	agent	t0	requests	tools	uncached	cc5m	cc1h	cache_read	output	ctx_final	reported	cc_after_gap	bytes_catalogue	bytes_diff	bytes_harness	bytes_other
round 19	review	W2	1	c	e5fcdaef	a98c222305c403e8b	2026-08-09T11:09:00.011Z	7	12	235	126060	0	238614	34789	88363	88463	78113	57549	23125	4506	0
round 19	review	N	1	b	e5fcdaef	ae1ad48bbfdf78bb5	2026-08-09T11:09:04.789Z	9	12	17	118582	0	331512	34553	84285	84384	74009	47915	23125	4500	0
round 19	review	N	1	c	e5fcdaef	af09f79a100314614	2026-08-09T11:09:06.846Z	9	19	16	138174	0	333596	6793	93701	93938	83426	72096	23125	4500	0
round 19	review	N	1	a	e5fcdaef	ab39586fa0968661d	2026-08-09T11:09:07.846Z	8	13	956	125770	0	292031	28440	86729	86800	76481	61423	23125	4500	0
round 19	review	W	2	a	e5fcdaef	a31bcdab0f5b1883f	2026-08-09T11:09:08.650Z	9	10	17	131125	0	333431	27198	87235	87302	0	46841	23125	4500	30719
round 19	review	W	2	b	e5fcdaef	a1b05e10391ae177c	2026-08-09T11:09:11.452Z	9	16	4631	73974	0	390380	27184	83991	84161	0	68797	23125	4500	0
round 19	review	W	2	c	e5fcdaef	a37f447f585c21ff3	2026-08-09T11:09:12.633Z	10	21	18	154734	0	428934	37564	102213	102349	91966	90868	23125	4500	0
round 19	review	W2	2	a	e5fcdaef	afbd475de118d2707	2026-08-09T11:09:15.541Z	9	16	16	79137	0	401059	28142	89154	89247	0	73153	23125	4506	0
round 19	review	W2	2	c	e5fcdaef	a5dcab5331696bc6e	2026-08-09T11:09:19.848Z	9	14	17	129904	0	352325	36964	91001	91083	80751	60116	23125	4506	0
round 19	review	N	2	a	e5fcdaef	aa9c4b6b84fa8b51a	2026-08-09T11:09:20.600Z	8	10	15	130843	0	288540	27702	89026	89119	0	72369	23125	4500	0
round 19	review	W2	2	b	e5fcdaef	ab7f88e59a7f90eeb	2026-08-09T11:09:21.251Z	10	16	19	140250	0	393368	33660	93964	94049	83714	78582	23125	4506	0
round 19	review	N	2	b	e5fcdaef	ad0a62e233c9321de	2026-08-09T11:09:22.421Z	9	12	17	117687	0	332370	30425	81123	81188	70875	49977	23125	4500	131
round 19	review	N	2	c	e5fcdaef	a57b46a521506591a	2026-08-09T11:09:24.283Z	12	11	23	118447	0	476789	32042	82318	82415	0	50737	23125	4500	0
round 19	review	W	3	a	e5fcdaef	a624559deecce0fd2	2026-08-09T11:23:54.220Z	7	11	13	120193	0	233770	30390	83128	83188	72880	57210	23125	4500	0
round 19	review	W	3	b	e5fcdaef	acc667c3155ac5c78	2026-08-09T11:23:57.821Z	10	12	19	121514	0	396140	32789	84493	84576	74245	54572	23125	4500	0
round 19	review	W	3	c	e5fcdaef	a1c89afa5c199b55c	2026-08-09T11:23:58.205Z	8	10	15	138257	0	286458	22925	89527	89580	0	85317	23125	4500	0
round 19	review	W2	3	a	e5fcdaef	a561001d318df6cf4	2026-08-09T11:24:00.794Z	8	10	15	111639	0	278578	26238	76601	76684	66324	49139	23125	4506	0
round 19	review	W2	3	b	e5fcdaef	a2a5851da182dad6d	2026-08-09T11:24:02.655Z	9	11	17	121608	0	333919	37433	86542	86605	76266	46487	23125	4506	198
round 19	review	W2	3	c	e5fcdaef	a0b129e14e6241199	2026-08-09T11:24:05.983Z	9	15	17	135937	0	347121	28389	89892	89968	79615	73844	23125	4506	0
round 19	review	N	3	a	e5fcdaef	a65558826af198cdd	2026-08-09T11:24:06.611Z	8	11	15	118763	0	278003	36444	85173	85250	74925	44603	23125	4500	0
round 19	review	N	3	b	e5fcdaef	a1fe666bff2d69329	2026-08-09T11:24:08.059Z	7	9	13	130667	0	238382	31666	89034	89122	78786	69934	23125	4500	0
round 19	review	N	3	c	e5fcdaef	a1e1f65c72f01d50a	2026-08-09T11:24:10.153Z	8	14	15	128331	0	289893	36815	89978	90149	79730	58365	23125	4500	0
round 19	review	W	4	a	e5fcdaef	aa428531686839b89	2026-08-09T11:24:12.438Z	18	17	34	173831	0	869555	38124	107752	107935	97355	105079	23125	4500	0
round 19	review	W	4	b	e5fcdaef	ac4269304bd45ff6a	2026-08-09T11:24:14.438Z	9	14	17	132290	0	345705	4631	90138	90232	79890	39041	23125	4500	29949
round 19	review	W	4	c	e5fcdaef	ac2d2d7afe34ba229	2026-08-09T11:24:16.540Z	8	9	15	117639	0	275709	31929	84362	84419	74114	47856	23125	4500	0
round 19	review	W2	4	a	e5fcdaef	a12b98ef4cbd51486	2026-08-09T11:24:18.746Z	8	9	15	109913	0	278402	29959	77792	77864	67543	43194	23125	4506	0
round 19	review	W2	4	b	e5fcdaef	a3bf679b5a002b67e	2026-08-09T11:24:21.150Z	7	11	13	120238	0	233485	29276	82900	82974	72650	57446	23125	4745	0
round 19	review	W2	4	c	e5fcdaef	acc6d754cbffc6505	2026-08-09T11:24:23.486Z	9	12	17	122846	0	327338	3627	88450	88524	78173	50295	23125	4745	0
round 19	review	N	4	a	e5fcdaef	a162b2c5bdc71a4c7	2026-08-09T11:24:25.074Z	8	12	15	114199	0	270279	27768	78150	78244	67902	48388	23125	4500	0
round 19	review	N	4	b	e5fcdaef	a3fcc76fbc264c038	2026-08-09T11:24:27.414Z	10	18	19	133646	0	405520	29391	90209	90356	79961	69133	23125	4500	0
round 19	review	N	4	c	e5fcdaef	aeec14657cbfe1446	2026-08-09T11:24:28.563Z	8	13	15	120030	0	274105	28581	81777	81849	71529	58217	23125	4500	0
round 19	review	W	5	a	e5fcdaef	aa84fd11b38387edb	2026-08-09T11:38:51.172Z	8	14	4200	119242	0	271642	31088	83089	83155	72841	52251	23125	4500	0
round 19	review	W	5	b	e5fcdaef	a3eb7a8c078a88e08	2026-08-09T11:38:54.376Z	9	16	17	140440	0	364025	40792	97994	98092	87746	70330	23125	4500	0
round 19	review	W	5	c	e5fcdaef	a356d96ead2a046f5	2026-08-09T11:38:55.766Z	7	8	4198	132412	0	239396	37804	93226	93309	82952	65800	23125	4500	0
round 19	review	W2	5	a	e5fcdaef	ac8efb33f1f869db0	2026-08-09T11:38:57.951Z	10	12	19	124024	0	383954	31138	86793	86880	76543	51907	23125	4506	0
round 19	review	W2	5	b	e5fcdaef	a1f054109d71efc47	2026-08-09T11:38:59.589Z	8	13	4199	116020	0	279412	22939	79395	79467	69145	54369	23125	4506	0
round 19	review	W2	5	c	e5fcdaef	a5b05e1fad6d6de1b	2026-08-09T11:39:02.057Z	11	18	4204	140755	0	440257	35150	94785	94879	84536	76602	23125	4506	0
round 19	review	N	5	a	e5fcdaef	ac9e70434b4836eb1	2026-08-09T11:39:04.111Z	7	8	4094	128931	0	236502	35868	90019	90078	79772	62172	23125	4500	0
round 19	review	N	5	b	e5fcdaef	a0006798c66d89361	2026-08-09T11:39:06.889Z	7	9	4094	118494	0	228929	33724	83448	83494	73174	48072	23125	4500	0
round 19	review	W	6	a	e5fcdaef	a6847e6c8a9b1d938	2026-08-09T11:39:10.470Z	9	10	4202	147350	0	345051	32557	97952	98036	87704	21135	23125	4500	71590
round 19	review	W	6	b	e5fcdaef	a5476fc877edeeec5	2026-08-09T11:39:11.982Z	7	11	4198	126328	0	214772	22799	79104	79195	0	57790	23125	4500	0
round 19	review	N	5	c	e5fcdaef	a54f7b338af831dca	2026-08-09T11:39:12.732Z	8	11	4096	124480	0	277764	34165	86437	86495	76189	55014	23125	4500	0
round 19	review	W	6	c	e5fcdaef	a668c686ef70caaf3	2026-08-09T11:39:14.019Z	9	14	17	135654	0	347368	33626	92452	92538	82204	43676	23125	4500	30201
round 19	review	W2	6	a	e5fcdaef	a950d5fd129af74ba	2026-08-09T11:39:16.811Z	9	17	4201	134463	0	337899	31966	92061	92142	81784	66508	23125	4506	0
round 19	review	W2	6	b	e5fcdaef	a7d53a6dcfd605f62	2026-08-09T11:39:18.671Z	10	14	19	128968	0	398890	35290	89394	89466	79138	59445	23125	4506	0
round 19	review	W2	6	c	e5fcdaef	a0875e4af6ca947e8	2026-08-09T11:39:20.291Z	8	10	4199	142244	0	286274	4255	97612	97669	87335	79401	23125	4506	0
round 19	review	N	6	a	e5fcdaef	a5f8f8979adb9ecea	2026-08-09T11:39:22.149Z	9	15	17	132473	0	357204	33818	92559	92650	82311	60664	23125	4500	624
round 19	review	N	6	b	e5fcdaef	a99e2441cfe84e9a5	2026-08-09T11:39:24.613Z	7	11	4094	113050	0	222633	28114	77972	78064	67724	48419	23125	4500	0
round 19	review	N	6	c	e5fcdaef	af87994c6befd0815	2026-08-09T11:39:25.970Z	8	10	4096	108739	0	270997	21735	74855	74943	64607	42876	23125	4500	0
0	cluster	0	0	0	e5fcdaef	a93466184dfd4bae5	2026-08-09T11:52:29.345Z	9	10	17	275160	0	671590	29917	161274	161339	0	0	0	3104	278060
0	cluster	0	0	0	e5fcdaef	a7ee8966308c87dab	2026-08-09T11:52:31.582Z	8	8	15	84829	0	436035	15846	94855	94946	0	0	0	2940	147913
0	cluster	0	0	0	e5fcdaef	afdb2d330d2ec3f26	2026-08-09T11:52:38.297Z	6	7	12	63111	0	277394	9497	73137	73186	0	0	0	2845	107326
0	cluster	0	0	0	e5fcdaef	a012dcdb68020b815	2026-08-09T11:52:39.783Z	9	8	17	68276	0	376219	10285	78301	78407	0	0	0	3194	113311
0	cluster	0	0	0	e5fcdaef	aab0f3c092f88c1b4	2026-08-09T11:52:43.835Z	9	9	17	60433	0	355838	14345	70459	70544	0	0	0	3320	87193
0	cluster	0	0	0	e5fcdaef	a9e4aece9ab3118cb	2026-08-09T11:52:47.354Z	9	9	17	41093	0	347810	5789	51118	51202	0	0	0	3092	61255
0	cluster	0	0	0	e5fcdaef	a3a2f6b94be31afba	2026-08-09T11:52:51.272Z	6	6	12	47401	0	236470	6538	57427	57453	0	0	0	2873	75761
0	cluster	0	0	0	e5fcdaef	ae27d78cb6aba2af0	2026-08-09T11:52:54.074Z	5	5	10	37204	0	138536	12609	47230	47254	0	0	0	2995	32819
0	adjudicate	0	0	0	e5fcdaef	a173c7c8ba652f7fa	2026-08-09T12:01:42.578Z	6	6	12	30081	0	158733	5502	38525	38595	0	0	23125	2944	2727
0	adjudicate	0	0	0	e5fcdaef	a8ab909d2066d9f40	2026-08-09T12:01:44.255Z	5	5	10	29226	0	123243	403	39243	39305	0	0	23125	2944	2696
0	adjudicate	0	0	0	e5fcdaef	af2904a15a96a5b24	2026-08-09T12:01:47.456Z	5	5	10	29523	0	123542	6526	39540	39599	0	0	23125	2944	2696
round 20	review	W	1	a	e5fcdaef	a6aa0fd015ee00751	2026-08-09T12:21:00.416Z	10	15	19	147542	0	378295	32025	92116	92191	81868	77499	23125	4500	0
round 20	review	W	1	c	e5fcdaef	a5d489f14cbbe250a	2026-08-09T12:21:02.030Z	7	8	13	129882	0	241232	4301	90504	90553	80257	66228	23125	4500	0
round 20	review	W	1	b	e5fcdaef	a9d5e25c65cd7a1b7	2026-08-09T12:21:03.250Z	8	10	15	138904	0	286957	32893	88942	89033	78694	65519	23125	4500	0
round 20	review	W12	1	a	e5fcdaef	a237c46b73d42bc96	2026-08-09T12:21:03.871Z	13	17	25	138538	0	533581	36650	95016	95162	0	71324	23125	4512	0
round 20	review	W12	1	b	e5fcdaef	ab118db25b5105b7d	2026-08-09T12:21:06.047Z	9	11	17	171993	0	379519	40118	110366	110441	100116	109351	23125	4512	0
round 20	review	W12	1	c	e5fcdaef	ae82767406cb87cf8	2026-08-09T12:21:11.374Z	9	11	17	126484	0	334785	29096	85447	85521	75197	67811	23365	4512	0
round 20	review	W23	1	b	e5fcdaef	a36210b7a10eabc0a	2026-08-09T12:21:12.579Z	8	13	994	113930	0	281662	26240	77812	77911	67562	52244	23125	4512	0
round 20	review	W23	1	a	e5fcdaef	aa009ecb8d50106e5	2026-08-09T12:21:13.013Z	8	10	15	133259	0	287698	34211	91358	91417	81102	70059	23125	4512	0
round 20	review	W23	1	c	e5fcdaef	ad4613e1200e54fd3	2026-08-09T12:21:14.895Z	9	14	17	121309	0	340485	28472	82828	82952	0	58236	23365	4512	0
round 20	review	W2	1	a	e5fcdaef	a0010715a8e749acc	2026-08-09T12:21:16.278Z	8	13	15	127738	0	283809	32050	86294	86387	0	59423	23125	4506	0
round 20	review	W2	1	b	e5fcdaef	a9884d055ae783b2b	2026-08-09T12:21:18.956Z	11	19	20	145338	0	447891	4971	98681	98814	88431	78429	23125	4506	0
round 20	review	W2	1	c	e5fcdaef	ae12a72a11f70750f	2026-08-09T12:21:20.530Z	7	11	13	120970	0	234232	32274	84589	84660	0	55955	23125	4506	0
round 20	review	W	2	a	e5fcdaef	aeeb25085507897a4	2026-08-09T12:21:22.274Z	8	11	15	112398	0	270305	29515	78919	78990	68671	46427	23125	4500	0
round 20	review	W	2	b	e5fcdaef	a9b33c74171e8e307	2026-08-09T12:21:24.838Z	7	11	13	114206	0	228008	26379	78132	78199	0	53949	23363	4500	0
round 20	review	W12	2	a	e5fcdaef	a2ca01d413b01579a	2026-08-09T12:21:28.844Z	13	20	24	134507	0	538301	43586	95499	95686	85249	53781	23125	4512	0
round 20	review	W	2	c	e5fcdaef	ad6ea6fb32a29da83	2026-08-09T12:21:29.361Z	8	8	15	129510	0	280578	32975	88416	88483	78142	65750	23125	4500	0
round 20	review	W12	2	b	e5fcdaef	af78c450905d317b5	2026-08-09T12:21:30.976Z	7	9	13	137280	0	242204	35378	94478	94532	84201	77048	23125	4512	0
round 20	review	W12	2	c	e5fcdaef	a8b70a4f5872d0e04	2026-08-09T12:21:32.797Z	9	15	1981	137197	0	351528	34454	93318	93423	83042	74303	23365	4512	0
round 20	review	W23	2	b	e5fcdaef	a57590418ac951f99	2026-08-09T12:21:36.995Z	9	14	1428	125159	0	347256	24606	84199	84283	73922	64408	23125	4512	0
round 20	review	W23	2	a	e5fcdaef	af409356049b50aaf	2026-08-09T12:21:40.471Z	7	9	13	126462	0	234771	28354	85046	85113	0	68715	23125	4512	0
round 20	review	W23	2	c	e5fcdaef	a3e4565f31fee9175	2026-08-09T12:28:52.439Z	8	11	15	146428	0	312249	41178	102013	102072	91763	79988	23125	4512	0
round 20	review	W2	2	a	e5fcdaef	a24cf97f6f231c936	2026-08-09T12:28:57.909Z	9	14	4201	128800	0	333625	33691	88777	88861	78527	62129	23125	4506	0
round 20	review	W2	2	b	e5fcdaef	a574aaa4b23d4b5a5	2026-08-09T12:30:47.333Z	9	15	17	78363	0	402804	27598	88380	88448	0	62353	23125	4506	205
round 20	review	W2	2	c	e5fcdaef	a3486c54697a14d35	2026-08-09T12:30:53.918Z	7	11	13	124164	0	236901	33730	87109	87189	0	58442	23364	4506	0
round 20	review	W	3	a	e5fcdaef	a0c6424c68a53a5a1	2026-08-09T12:30:56.417Z	9	12	17	72514	0	389388	27834	82531	82618	0	61790	23125	4500	0
round 20	review	W	3	b	e5fcdaef	ab05752b31afbcd53	2026-08-09T12:30:58.836Z	9	14	17	128258	0	339643	32933	88134	88230	0	62794	23125	4500	0
round 20	review	W	3	c	e5fcdaef	ae7d8780bb63a19f3	2026-08-09T12:31:00.632Z	8	11	15	117595	0	284699	29327	81177	81278	0	54963	23125	4500	0
round 20	review	W12	3	a	e5fcdaef	a3ad2d5a7200805be	2026-08-09T12:31:02.154Z	9	11	17	161634	0	360815	31982	103789	103887	0	114567	23125	4512	0
round 20	review	W12	3	b	e5fcdaef	a21da54c4fdd16275	2026-08-09T12:31:04.567Z	7	12	13	123190	0	235440	29757	84347	84417	0	62142	23125	4512	0
round 20	review	W12	3	c	e5fcdaef	a56d306d31f3a1928	2026-08-09T12:31:06.978Z	7	8	13	128841	0	240816	4950	90102	90161	79827	62346	23125	4512	0
round 20	review	W23	3	a	e5fcdaef	a786a84d15487a646	2026-08-09T12:31:07.794Z	9	14	4203	133169	0	329712	39397	93805	93874	83530	58814	23125	4512	302
round 20	review	W23	3	b	e5fcdaef	a9437a10be97a5601	2026-08-09T12:31:11.051Z	7	9	4199	74406	0	280740	31307	84423	84513	0	58598	23125	4512	0
round 20	review	W23	3	c	e5fcdaef	a78bc44a512c2e287	2026-08-09T12:31:12.588Z	8	9	15	113462	0	262656	26391	79648	79721	0	47957	23125	4512	0
round 20	review	W2	3	a	e5fcdaef	ae1a116e808e7bace	2026-08-09T12:31:14.218Z	8	11	994	116483	0	275768	5169	82608	82664	0	48521	23125	4506	0
round 20	review	W2	3	b	e5fcdaef	a44358e8345d651c1	2026-08-09T12:32:39.324Z	9	13	17	130788	0	341798	37784	91305	91387	81055	59016	23125	4506	0
round 20	review	W2	3	c	e5fcdaef	ac029ae615aca7050	2026-08-09T12:33:44.722Z	8	11	15	116397	0	273615	29948	81010	81065	0	51128	23125	4506	0
round 20	review	W	4	a	e5fcdaef	a84df83fb46a0b041	2026-08-09T12:34:28.641Z	9	16	17	139217	0	346049	2685	94876	94990	84628	73592	23125	4500	0
round 20	review	W12	4	a	e5fcdaef	a0e82c5f9d7538466	2026-08-09T12:34:30.719Z	8	15	15	131115	0	282769	33022	89062	89140	0	66039	23125	4512	0
round 20	review	W23	4	a	e5fcdaef	a44e7e88000bf12ff	2026-08-09T12:34:34.135Z	8	9	15	132029	0	283148	28407	89707	89767	0	73341	23125	4512	0
round 20	review	W2	4	a	e5fcdaef	acb976cc5bcde285e	2026-08-09T12:35:21.110Z	9	13	17	78969	0	396710	8502	88986	89074	0	63093	23125	4506	0
round 20	review	W	4	b	e5fcdaef	ae3eda64859122a70	2026-08-09T12:39:48.219Z	11	17	20	134886	0	461928	27737	90878	90983	0	70220	23363	4500	117
round 20	review	W12	4	b	e5fcdaef	aebcffdceb90dfa3f	2026-08-09T12:39:55.261Z	9	16	17	137060	0	343510	33826	95016	95119	84766	66300	23125	4512	0
round 20	review	W23	4	b	e5fcdaef	a287b6e31d4146b88	2026-08-09T12:40:17.852Z	10	12	19	142546	0	419246	32029	95310	95390	0	86078	23125	4512	0
round 20	review	W	4	c	e5fcdaef	a1d1a8ad1cdd28b9a	2026-08-09T12:40:22.193Z	9	15	17	143529	0	352173	39198	99123	99196	88875	75775	23125	4500	0
round 20	review	W2	4	b	e5fcdaef	ac8b0aad0a23722fc	2026-08-09T12:40:37.201Z	9	12	17	144107	0	353532	41081	100183	100252	89899	72971	23125	4506	0
round 20	review	W12	4	c	e5fcdaef	aea3454b8a94e5be6	2026-08-09T12:40:44.517Z	8	13	15	134720	0	301385	40828	95432	95504	85182	62040	23125	4512	0
round 20	review	W23	4	c	e5fcdaef	a463d0c627646c1c6	2026-08-09T12:40:46.455Z	10	17	19	138693	0	399031	37147	95843	95956	85593	70794	23125	4512	0
round 20	review	W2	4	c	e5fcdaef	aacd6fbb3126e1ce4	2026-08-09T12:40:48.492Z	9	15	996	78215	0	397651	26882	88232	88340	0	65616	23125	4506	0
round 20	review	W	5	a	e5fcdaef	a8ac518e82c1c5eb5	2026-08-09T12:41:26.120Z	10	17	19	143712	0	412585	32681	97017	97116	86769	77927	23363	4500	0
round 20	review	W23	5	a	e5fcdaef	a948cf86d9b2e8b64	2026-08-09T12:41:30.094Z	8	12	15	122755	0	279727	5803	86583	86652	0	50717	23125	4512	0
round 20	review	W2	5	a	e5fcdaef	a4b9cf76cda45a643	2026-08-09T12:41:32.017Z	9	16	17	132902	0	348652	30246	90636	90761	80359	67406	23125	4506	0
round 20	review	W12	5	a	e5fcdaef	a57a7e695c996d8db	2026-08-09T12:41:44.072Z	8	11	15	120028	0	285288	34427	85537	85663	0	51670	23125	4512	0
round 20	review	W	5	b	e5fcdaef	a039e7f781aea8852	2026-08-09T12:41:53.173Z	9	14	17	139833	0	356295	38162	96789	96931	0	72691	23125	4500	0
round 20	review	W12	5	b	e5fcdaef	a3edb36189d108432	2026-08-09T12:41:54.588Z	7	11	13	118070	0	231883	31406	82120	82194	0	48973	23125	4512	0
round 20	review	W23	5	b	e5fcdaef	a1cf42ad9de8f73b9	2026-08-09T12:42:10.288Z	7	12	13	117810	0	231110	26677	82283	82362	0	52350	23125	4512	0
round 20	review	W2	5	b	e5fcdaef	a06fadffaa2c5f97f	2026-08-09T12:42:15.612Z	11	18	21	81208	0	511830	29230	91225	91306	0	83725	23125	4506	0
round 20	review	W	5	c	e5fcdaef	acb0fd8df08a83e2c	2026-08-09T12:42:17.087Z	8	12	15	127322	0	295827	32072	87063	87146	0	63698	23125	4500	0
round 20	review	W12	5	c	e5fcdaef	a6acbe98d6efdc526	2026-08-09T12:43:06.622Z	7	11	13	125890	0	238619	33856	88071	88167	0	58629	23125	4512	0
round 20	review	W23	5	c	e5fcdaef	a7cf12f28dc2baa5c	2026-08-09T12:43:20.202Z	7	9	13	139191	0	244185	32611	94030	94078	0	82205	23125	4752	0
round 20	review	W2	5	c	e5fcdaef	a58587ead7f425c84	2026-08-09T12:47:44.239Z	7	12	13	125398	0	237033	31896	85886	85971	0	60853	23125	4506	0
round 20	review	W	6	a	e5fcdaef	a3965fef4aaeb9394	2026-08-09T12:48:15.494Z	9	15	17	137379	0	349863	36192	94613	94707	84365	68638	23125	4500	0
round 20	review	W12	6	a	e5fcdaef	af120fd759bb5f825	2026-08-09T12:48:25.173Z	9	12	17	121673	0	331360	32330	84723	84827	0	55763	23125	4512	0
round 20	review	W23	6	a	e5fcdaef	af9fe1e904836a5d2	2026-08-09T12:49:09.107Z	7	10	13	117894	0	232799	33032	83644	83716	0	50818	23125	4512	0
round 20	review	W2	6	a	e5fcdaef	ad87094dcd45d8271	2026-08-09T12:49:15.315Z	8	13	15	124698	0	290614	30935	87239	87318	76989	55087	23125	4506	0
round 20	review	W	6	b	e5fcdaef	a662eb4fe54ee9c8e	2026-08-09T12:49:20.162Z	11	19	20	146080	0	461517	32676	96367	96475	86119	86685	23125	4500	0
round 20	review	W23	6	b	e5fcdaef	a5f6778ad17c58c24	2026-08-09T12:49:32.957Z	8	10	15	134908	0	284591	32770	91524	91589	0	75466	23125	4512	0
round 20	review	W12	6	b	e5fcdaef	abc41f5f9035dd26d	2026-08-09T12:49:33.683Z	9	16	17	76669	0	390261	29047	86686	86786	0	70597	23125	4512	0
round 20	review	W2	6	b	e5fcdaef	a7a08413b462221d3	2026-08-09T12:49:38.573Z	14	24	26	151420	0	626677	36876	100176	100357	0	86310	23125	4506	0
round 20	review	W	6	c	e5fcdaef	a709a70e6d15d95b8	2026-08-09T12:49:39.862Z	10	18	18	146891	0	424519	38488	98851	98951	0	77667	23125	4500	502
round 20	review	W12	6	c	e5fcdaef	adccaec5a261e10fe	2026-08-09T12:49:46.105Z	9	14	17	123706	0	333075	29821	84609	84705	0	60017	23125	4512	0
round 20	review	W23	6	c	e5fcdaef	a4344b34bb634ac6f	2026-08-09T12:49:51.506Z	7	8	13	122400	0	235709	33753	86251	86313	0	57184	23125	4512	0
round 20	review	W2	6	c	e5fcdaef	a42c1886254a0e0e3	2026-08-09T12:49:53.523Z	8	13	15	123456	0	280332	35305	86452	86523	76176	51856	23125	4506	0
round 20	review	W	7	a	e5fcdaef	a087a14b5f12a9b84	2026-08-09T12:50:12.480Z	8	9	15	125240	0	278241	4536	87193	87278	0	61288	23125	4500	0
round 20	review	W12	7	a	e5fcdaef	abbce90323983a2cd	2026-08-09T12:50:19.172Z	9	13	17	132386	0	344546	5481	88637	88711	0	73945	23125	4512	0
round 20	review	W23	7	a	e5fcdaef	af10849abddf83cdf	2026-08-09T12:50:19.501Z	8	10	15	117392	0	273227	29669	83118	83180	0	49913	23125	4512	0
round 20	review	W2	7	a	e5fcdaef	af5648ea060324ddf	2026-08-09T12:51:02.154Z	7	9	13	126948	0	240031	1221	88947	89014	78697	57548	23125	4506	0
round 20	review	W	7	b	e5fcdaef	ae83f5eae03d0c8b7	2026-08-09T12:51:08.458Z	8	13	15	127245	0	293580	31738	87255	87348	77007	63835	23125	4500	0
round 20	review	W12	7	b	e5fcdaef	ad0f83d25a33e44cb	2026-08-09T12:51:17.174Z	6	9	9	43614	0	138592	38574	0	0	0	48958	23125	4364	0
round 20	review	W23	7	b	e5fcdaef	a3f8df32c10c8ca02	2026-08-09T12:55:00.843Z	6	9	9	44154	0	139082	30424	0	0	0	50977	23125	4364	0
round 20	review	W2	7	b	e5fcdaef	a18170d266d57380b	2026-08-09T12:55:58.493Z	8	14	13	54022	0	236855	36117	0	0	0	41016	23125	4359	31002
round 20	review	W	7	c	e5fcdaef	ad47cb8a6e5871495	2026-08-09T12:56:21.550Z	8	10	13	49965	0	252095	33656	0	0	0	65834	23125	4354	0
round 20	review	W12	7	c	e5fcdaef	aeea2f69001e9026b	2026-08-09T12:56:46.220Z	9	15	15	54607	0	308250	34644	0	0	0	65593	23365	4364	511
round 20	review	W23	7	c	e5fcdaef	a2ee6a758b65c6bdc	2026-08-09T12:56:58.535Z	6	9	9	44478	0	140351	32412	0	0	0	49559	23125	4364	0
round 20	review	W2	7	c	e5fcdaef	aff004b6ed1636559	2026-08-09T12:57:05.359Z	9	17	14	68892	0	316525	32406	0	0	0	101867	23125	4359	0
round 20	review	W	8	a	e5fcdaef	a2aabe96bed3d813e	2026-08-09T12:57:18.674Z	6	7	10	49159	0	140959	28886	0	0	0	65192	23363	4354	0
round 20	review	W12	8	a	e5fcdaef	aff360255800d66e5	2026-08-09T12:57:30.962Z	6	8	10	44259	0	140016	27911	0	0	0	50698	23125	4364	0
round 20	review	W23	8	a	e5fcdaef	a891fe9a46d370e36	2026-08-09T12:57:32.944Z	7	9	11	42629	0	189465	37117	0	0	0	45808	23125	4364	0
round 20	review	W2	8	a	e5fcdaef	ab7e3fc9b8c11df2f	2026-08-09T12:57:35.139Z	9	14	15	50280	0	292643	31500	0	0	0	62360	23125	4359	0
round 20	review	W	8	b	e5fcdaef	a5c97dec54768e06e	2026-08-09T12:57:36.587Z	8	12	13	51054	0	239686	31427	0	0	0	66033	23125	4354	0
round 20	review	W12	8	b	e5fcdaef	af4c7968a46c841fc	2026-08-09T12:57:44.906Z	7	13	11	48797	0	190893	36011	0	0	0	62060	23125	4364	0
round 20	review	W23	8	b	e5fcdaef	a5ab0f89f8a7551ba	2026-08-09T12:58:07.797Z	9	11	15	54930	0	308442	32409	0	0	0	47716	23125	4364	30965
round 20	review	W2	8	b	e5fcdaef	a830ea333e839c746	2026-08-09T12:58:17.479Z	7	16	11	50204	0	187932	13778	0	0	0	79231	23125	4359	0
round 20	review	W	8	c	e5fcdaef	a06e14a012ca0878f	2026-08-09T12:58:23.770Z	6	10	9	48180	0	140707	27653	0	0	0	58331	23363	4354	0
round 20	review	W12	8	c	e5fcdaef	ad2414c989a064257	2026-08-09T12:58:25.663Z	7	10	11	46506	0	193973	30771	0	0	0	53608	23125	4364	0
round 20	review	W23	8	c	e5fcdaef	a95696c2f37fb780a	2026-08-09T12:58:39.790Z	6	9	9	44716	0	140279	4132	0	0	0	50462	23125	4364	0
round 20	review	W2	8	c	e5fcdaef	aa35dd586be85f26e	2026-08-09T12:58:45.837Z	6	7	10	34216	0	131980	926	0	0	0	20100	23125	4359	31309
round 20	review	W2	8	b	e5fcdaef	ac2a59e16e94d0498	2026-08-09T15:33:10.828Z	8	11	15	127726	0	272481	31800	83290	83397	73040	52111	23125	4506	0
round 20	review	W2	8	c	e5fcdaef	ae23ba54d3b4b7d6e	2026-08-09T15:33:11.602Z	8	11	15	124062	0	284913	36964	87884	87941	0	51264	23125	4506	0
