id	arm	review	part	batch	severity	file	title	what_is_wrong
K0439	N	6	a	1	Critical	`app/webhooks/signing.py` — `new_signing_secret`	signing secrets come from `random`, not a CSPRNG	the secret is built from `random.choice(_ALPHABET)`, i.e. the Mersenne Twister PRNG, which is not cryptographically secure and whose internal state is recoverable from a modest run of outputs.
K0440	N	6	a	1	Critical	`app/api/routes/settings.py` — `create_webhook_endpoint` URL validation; `app/webhooks/delivery.py` — `run_worker` `httpx.AsyncClient(..., follow_redirects=True)`	SSRF — the URL check accepts `http`-prefixed schemes and private targets, and the client follows redirects	"`parsed.scheme.startswith(""http"")` matches any scheme whose name begins with those four letters and admits plain `http://` despite `docs/webhooks.md` stating ""Only `https://` URLs are accepted"", and nothing rejects loopback, RFC1918, link-local, or `.internal` hosts — while `follow_redirects=True` means even a validated public host can 302 the worker anywhere."
K0441	N	6	a	1	Critical	`migrations/0042_webhook_delivery.sql` — `CHECK (status IN ('pending', 'in_flight', 'delivered', 'failed'))` vs `app/webhooks/models.py` `STATUSES` and `app/webhooks/delivery.py` `_finish(delivery.id,	the migration's status CHECK constraint spells the failure state differently from the code	"the code writes `""failed_permanent""` and the table only permits `""failed""` — an enum-spelling divergence across a storage boundary (R40 step 2), which nothing in the diff round-trips."
K0442	N	6	a	1	Critical	`migrations/0042_webhook_delivery.sql` — `CREATE UNIQUE INDEX idx_webhook_deliveries_event ON webhook_deliveries (event_id)`	the unique index on `event_id` alone allows only one delivery row per event	uniqueness is declared on `event_id` globally, but `app/webhooks/delivery.py::enqueue_for_event` inserts one row per matching endpoint for the same `event_id`.
K0443	N	6	a	1	Critical	`app/webhooks/delivery.py` — `_claim_batch`, `deliver`, `send_once`	the worker operates on detached ORM instances and cannot deliver anything	`_claim_batch` returns `rows` after its `session_scope` has exited, and `deliver` fetches `endpoint` inside a `with session_scope()` and then reads `endpoint.signing_secret`/`endpoint.url` and `delivery.payload`/`.attempts`/`.id` outside it — with SQLAlchemy's default `expire_on_commit=True`, every one of those attribute reads triggers a refresh on a closed session and raises `DetachedInstanceError`.
K0444	N	6	a	1	Critical	`app/webhooks/delivery.py` — `deliver`, retry tail	`time.sleep` inside an `async` coroutine blocks the whole event loop	the retry backoff uses the blocking `time.sleep(delay)` inside `async def deliver`, which is executed under `asyncio.gather` on the worker's single event loop.
K0445	N	6	a	1	Major	`app/webhooks/delivery.py` — `_acquire_lock`, `run_worker` `finally`	the Redis lock is not atomic, has no ownership token, and is released unconditionally	`_acquire_lock` does a `GET` then a separate `SET` (two workers both observe the key absent and both proceed), the `SET`/`EXPIRE` pair is non-atomic (a crash between them leaves a TTL-less key), and `run_worker`'s `finally: redis_client.delete(LOCK_KEY)` deletes the key without checking who owns it.
K0446	N	6	a	1	Major	`app/webhooks/delivery.py` — `_claim_batch`	`_claim_batch` claims rows without row-level locking	"the `SELECT ... WHERE status='pending' ... LIMIT 100` and the `row.status = ""in_flight""` writes are an unguarded read-then-write over a row set that another transaction can change in between, with no `FOR UPDATE SKIP LOCKED` (R5)."
K0447	N	6	a	1	Major	`app/webhooks/delivery.py` — `_claim_batch` (sets `in_flight`), `_finish` (only exit), `run_worker`	`in_flight` is a non-terminal state with no timeout and no reaper	a row enters `in_flight` and can only leave it if the same process reaches `_finish`; a worker crash, a deploy, an OOM kill, or any of the exceptions identified above strands it, and `_claim_batch` never looks at `in_flight` rows again (R38 Part 1: no failure-exit, no bounded timeout).
K0448	N	6	a	1	Major	`app/events/dispatcher.py` — `dispatch`, the `try/except Exception` around `webhook_delivery.enqueue_for_event`	the dispatcher swallows every enqueue failure and enqueues outside the event transaction	any failure to enqueue — the `IntegrityError` from the bad unique index, a DB blip, a bug — is caught by a bare `except Exception` and downgraded to `log.warning`, and the enqueue runs in its own transaction after the event transaction has already committed, so there is no record anywhere that a delivery was owed.
K0449	N	6	a	1	Major	"`app/events/dispatcher.py` — `WEBHOOK_EVENT_TYPES`; `app/webhooks/delivery.py` — `enqueue_for_event` endpoint filter; `docs/webhooks.md` — ""An empty `event_types` subscribes the endpoint to every even"	"two places decide ""is this event deliverable"", by different data"	the dispatcher gates on a hardcoded three-member set while `enqueue_for_event` independently gates on the endpoint's own `event_types`, and `create_webhook_endpoint` validates the customer's `event_types` against neither (R48 parallel adjudicators, R2 duplicated constant, R12 enum coverage gap).
K0450	N	6	a	1	Major	`app/webhooks/models.py` — `WebhookEndpoint.to_dict`; `app/api/routes/settings.py` — `list_webhook_endpoints`, `create_webhook_endpoint`	the signing secret is returned by the list endpoint, contradicting the documented contract	"`to_dict()` includes `""signing_secret""` and is used by both the create and the list handlers, while `docs/webhooks.md` states ""The response is the only place the signing secret appears — it cannot be read back afterwards"" (R49/R29: a claim stronger than the implementation)."
K0451	N	6	a	1	Major	"`app/webhooks/delivery.py` — `send_once`, `log.info(""POST %s headers=%s"", endpoint.url, headers)`"	the signature header is logged in full on every delivery attempt	the entire header dict, including `X-Acme-Signature` and `X-Acme-Timestamp`, is written at INFO on every attempt.
K0452	N	6	a	1	Major	`app/api/routes/settings.py` — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	no rate limiting and no cap on the three new routes	three new authenticated endpoints ship with no rate limiter (RS2) and `create_webhook_endpoint` imposes no per-org cap on the number of endpoints.
K0453	N	6	a	1	Major	`app/api/routes/settings.py` — `EndpointIn`, `list_deliveries` `limit: int = Query(50, ge=1)`	request parameters are unvalidated at the schema boundary	`url` is a bare `str` with no length bound (validated only by an ad-hoc `urlparse` check in the handler body rather than at the schema — RS3), `event_types` is an unbounded `list[str]`, and `limit` has a lower bound but no upper bound.
K0454	N	6	a	1	Major	`app/webhooks/delivery.py` — `enqueue_for_event` (`next_attempt_at=datetime.utcnow()`); `app/webhooks/models.py` — all `DateTime(timezone=True)` columns; `migrations/0042_webhook_delivery.sql` — all s	naive/aware timestamp mixing, and models declare `timestamptz` where the migration creates `timestamp`	`enqueue_for_event` writes a naive `datetime.utcnow()` while `_claim_batch` compares against an aware `datetime.now(timezone.utc)` and `models._now()` produces aware values, and the SQLAlchemy models declare `timestamptz` for columns the migration creates as `timestamp without time zone`.
K0455	N	6	a	1	Major	"`app/webhooks/delivery.py` — `deliver` retry branch, `backoff_for`; `docs/webhooks.md` — ""Retries"""	retry semantics contradict the documented contract in two ways	"the docs say ""backoff is exponential with jitter"" and ""a 4xx is permanent and we stop immediately"", but `backoff_for` has no jitter and `deliver` retries every non-2xx status including 400/401/404 (R29/R49)."
K0456	N	6	a	1	Major	`tests/webhooks/test_delivery.py` — whole file; `app/webhooks/delivery.py` — `enqueue_for_event`, `deliver`, `run_worker`, `_claim_batch`, `_acquire_lock`, `_finish`; `app/webhooks/models.py` — both m	the worker's exported surface is untested, and the one delivery test cannot fail for the reasons that matter	eight new production symbols ship with no test at all (RT6), and `test_send_once_posts_the_signed_payload` asserts only that the signature *is shaped like* `sha256=…` and that the body *parses as JSON* — it never runs `signing.verify` against the transmitted bytes (RT5), and it substitutes hand-written `FakeEndpoint`/`FakeDelivery` classes for the ORM models whose detached-instance behaviour is the actual production failure (RT1).
K0457	N	6	a	1	Major	`migrations/0042_webhook_delivery.sql` — `ALTER TABLE organizations ADD COLUMN webhooks_enabled BOOLEAN NOT NULL DEFAULT FALSE`	`webhooks_enabled` is added to `organizations` and never read	the column is created but no code in the diff reads it — not `create_webhook_endpoint`, not `dispatch`, not `enqueue_for_event` (R41: a declared capability with no backing path).
K0458	N	6	a	1	Major	`app/api/routes/settings.py` — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries` (and pre-existing `get_profile`, `list_api_keys`); `app/webhooks/delivery.py` — `enqueue_for_event	FastAPI `async def` handlers perform blocking synchronous DB work	every one of these is `async def` but calls synchronous SQLAlchemy inside `session_scope()`, which runs on the event loop thread rather than in FastAPI's threadpool; the three new routes replicate a pattern already present in the two pre-existing handlers in the same file (in scope per the Anti-Deferral rule: a file in the diff is in scope in its entirety).
K0459	N	6	a	1	Major	`app/webhooks/delivery.py` — `_finish`	`_finish` dereferences a possibly-absent row and stores unbounded third-party response bodies	`row = session.get(m.WebhookDelivery, delivery_id)` is followed immediately by attribute assignment with no `None` check, and `response_body = detail` stores `response.text` in full with no length cap.
K0460	N	6	a	1	Minor	`app/api/routes/settings.py` — `list_deliveries` `order_by(WebhookDelivery.created_at.desc())`; `app/webhooks/delivery.py` — `_claim_batch` `order_by(WebhookDelivery.next_attempt_at)`	ordering keys have no total order	both order on non-unique wall-clock columns, and `enqueue_for_event` writes an identical `next_attempt_at` to every row it inserts for one event, so ties are the norm rather than the edge case (R57).
K0461	N	6	a	1	Minor	`migrations/0042_webhook_delivery.sql` — index definitions	indexes do not serve the queries the diff adds	`idx_webhook_deliveries_status` alone does not serve `WHERE status='pending' AND next_attempt_at <= now() ORDER BY next_attempt_at`, there is no index on `webhook_deliveries(endpoint_id)` despite the `ON DELETE CASCADE` and the deliveries-list query, and none on `webhook_endpoints(org_id)` despite `enqueue_for_event` filtering on it for every event.
K0462	N	6	a	1	Minor	`app/webhooks/models.py` — `event_type = Column(String(100))`; `migrations/0042_webhook_delivery.sql` — `event_type TEXT NOT NULL`	model and DDL types drift on `event_type`	the model declares a 100-character bound the database does not enforce.
K0463	N	6	a	1	Minor	`app/webhooks/delivery.py` — `run_worker`, `while True`	`run_worker` has no shutdown path	the loop has no cancellation handling, so `asyncio.CancelledError` during `gather` or `sleep` escapes with in-flight rows already claimed.
K0464	N	6	b	1	Critical	`app/webhooks/signing.py` — `new_signing_secret`	signing secrets are generated with a non-cryptographic RNG	The secret is built from `random.choice(_ALPHABET)`, which is the Mersenne Twister PRNG seeded from a predictable state and explicitly not cryptographically secure, so an attacker who observes enough output from the same process (or brute-forces the seed) can reconstruct the generator and derive other tenants' secrets.
K0465	N	6	b	1	Critical	`app/webhooks/models.py` — `WebhookEndpoint.to_dict` (consumed by `app/api/routes/settings.py::list_webhook_endpoints`)	the endpoint list endpoint returns every signing secret	"`to_dict()` includes `""signing_secret""` and is used by both the create route (where disclosure is intended, once) and the list route, so `GET /v1/settings/webhook-endpoints` hands back every secret on every call — directly contradicting `docs/webhooks.md` (""The response is the only place the signing secret appears — it cannot be read back afterwards"")."
K0466	N	6	b	1	Critical	`app/api/routes/settings.py` — `list_deliveries`, the `.filter(...)` on line with `WebhookDelivery.endpoint_id == endpoint_id`	deliveries can be read across organizations (missing tenancy filter)	The query filters only on the caller-supplied `endpoint_id` and never joins `WebhookEndpoint` to check `org_id == user.org_id`, while the two sibling routes in the same file (`list_api_keys`, `list_webhook_endpoints`) both filter on `user.org_id` — the tenancy predicate was propagated to two of three new/adjacent read paths and dropped on the third (R3, security-relevant, and RS3: an externally supplied identifier reaches a query with no ownership check).
K0467	N	6	b	1	Critical	`app/api/routes/settings.py` — `create_webhook_endpoint` URL check; `app/webhooks/delivery.py` — `run_worker` (`follow_redirects=True`), `_finish` (`response.text` persisted)	unrestricted destination URL plus redirect-following makes the worker a read-SSRF proxy	"The only check is `parsed.scheme.startswith(""http"") and parsed.netloc`, which accepts plain `http://`, and also `httpx://`, `http+unix://`, and any private or link-local host, while the client follows redirects and the response body is stored in `response_body` and returned by the deliveries API — so a registered endpoint can point at (or redirect to) `http://169.254.169.254/latest/meta-data/` or an internal service and the caller reads the reply back."
K0468	N	6	b	1	Critical	`app/webhooks/signing.py` — `sign` / `serialize`; `app/webhooks/delivery.py` — `send_once`	the signature does not cover the bytes that are sent, nor the timestamp	"`sign` HMACs `json.dumps(payload, sort_keys=True)` while `send_once` transmits the body produced by `client.post(json=...)`, which httpx serializes with compact separators and no key sorting — so the signed bytes and the wire bytes differ for any payload with more than one key or any non-ASCII value — and the timestamp is returned in a header but never fed into the MAC, so `docs/webhooks.md`'s stated construction `HMAC(""{timestamp}.{raw_request_body}"")` describes neither what is computed nor what can be verified (R40: producer wire shape vs the strict consumer that recomputes over the raw body"
K0469	N	6	b	1	Critical	`app/webhooks/signing.py` — `verify`, `return expected == signature`	signature comparison is not constant-time	The HMAC comparison uses Python's `==`, which short-circuits on the first differing byte, instead of `hmac.compare_digest` (RS1).
K0470	N	6	b	1	Critical	`migrations/0042_webhook_delivery.sql` — `status TEXT NOT NULL CHECK (status IN ('pending', 'in_flight', 'delivered', 'failed'))`; `app/webhooks/models.py` — `STATUSES`; `app/webhooks/delivery.py` — `	the migration's status CHECK constraint rejects the status the code writes	The database permits `'failed'` while `STATUSES` and the only writer both use `'failed_permanent'`, so the three declarations of the same enum disagree (R3 incomplete propagation, R18 allowlist synchronization, R12 enum coverage) and the terminal-failure write is impossible.
K0471	N	6	b	1	Critical	`migrations/0042_webhook_delivery.sql` — `CREATE UNIQUE INDEX idx_webhook_deliveries_event ON webhook_deliveries (event_id)`	the unique index on `event_id` alone makes multi-endpoint fan-out impossible	The uniqueness is declared on `event_id` by itself, but `enqueue_for_event` inserts one row per matching endpoint for a single event, so any org with two or more subscribed endpoints violates the index on the very first qualifying event.
K0472	N	6	b	1	Critical	`app/webhooks/delivery.py` — `_claim_batch` (`return rows` inside `with session_scope()`), `deliver` (`endpoint` read in a closed session), `run_worker`	the worker uses ORM objects after their session has closed	`_claim_batch` returns `WebhookDelivery` instances after the `with session_scope()` block exits and `deliver` does the same for `WebhookEndpoint`, so every subsequent attribute read (`delivery.attempts`, `delivery.payload`, `delivery.id`, `endpoint.url`, `endpoint.signing_secret`) touches an expired, detached instance; the same defect appears at both sites, so fixing only `_claim_batch` leaves the second one live.
K0473	N	6	b	1	Critical	`app/webhooks/delivery.py` — `deliver`, `time.sleep(delay)`	a blocking `time.sleep` inside async retry stalls the whole event loop	`deliver` is a coroutine but sleeps with the synchronous `time.sleep`, so the retry backoff blocks the event loop instead of yielding — and `run_worker` fans out up to `BATCH_SIZE` (100) of these through `asyncio.gather`, so one failing endpoint serializes all of them.
K0474	N	6	b	1	Major	`app/webhooks/delivery.py` — `_acquire_lock`, and `finally: await redis_client.delete(LOCK_KEY)` in `run_worker`	the dispatch lock is not atomic and is released without proving ownership	`_acquire_lock` does a `get` then a separate `set`, so two workers can both observe an empty key and both proceed (a check/use interval, R5), and the release deletes the key by NAME without checking that the value still belongs to this worker (R51: the decision is bound to the name, not to the object the operation acts on), so a worker whose 60 s TTL expired deletes the lock a different worker now holds.
K0475	N	6	b	1	Major	"`app/webhooks/delivery.py` — `_claim_batch` (`row.status = ""in_flight""`), `deliver`, `_finish`"	`in_flight` is a non-terminal state with no reaper and no timeout	A row enters `in_flight` on claim and leaves it only on the success or permanent-failure paths of `deliver`, so a worker crash, a deploy, an OOM kill, or any exception that is not an `httpx.HTTPError` strands the row permanently (R38 mode 1: an async transition with no failure-exit and no bounded timeout).
K0476	N	6	b	1	Major	`app/webhooks/delivery.py` — `run_worker`, `await asyncio.gather(*[deliver(client, d) for d in batch])`	`asyncio.gather` without `return_exceptions` kills the worker on any single failure	With the default `return_exceptions=False` the first exception propagates immediately, abandoning the sibling coroutines mid-flight, and nothing above `run_worker` catches it, so the process exits — while the abandoned rows stay `in_flight`.
K0477	N	6	b	1	Major	`app/webhooks/delivery.py` — `enqueue_for_event` (`next_attempt_at=datetime.utcnow()`); `migrations/0042_webhook_delivery.sql` (`TIMESTAMP` columns); `app/webhooks/models.py` (`DateTime(timezone=True)	naive and aware datetimes are mixed, and the migration disagrees with the model	`enqueue_for_event` writes a naive `datetime.utcnow()` while `_claim_batch` compares against an aware `datetime.now(timezone.utc)` and the model declares `timezone=True`, but the SQL declares plain `TIMESTAMP` (without time zone) for all five datetime columns — three declarations of the same concept disagreeing (R3), and the diff already contains the correct helper, `models._now()`, which `delivery.py` neither imports nor uses.
K0478	N	6	b	1	Major	`app/events/dispatcher.py` — `dispatch`, the `try/except Exception: log.warning(...)` around `webhook_delivery.enqueue_for_event`	webhook enqueue is outside the event transaction and its failure is swallowed	"The event row commits in one transaction and the delivery rows are written in a separate one after `session_scope` has closed, with any failure reduced to a warning (R9: fire-and-forget across a transaction boundary), so there is no atomicity between ""the event happened"" and ""the event will be delivered"" and no reconciliation path afterwards."
K0479	N	6	b	1	Major	"`docs/webhooks.md` — ""Only `https://` URLs are accepted"", ""it cannot be read back afterwards"", ""backoff is exponential with jitter"", ""a 4xx is permanent and we stop immediately"", ""we POST every subscr"	`docs/webhooks.md` documents four behaviours the code does not implement	"Each of these five claims is contradicted by the diff — `startswith(""http"")` accepts http, `list_webhook_endpoints` returns the secret, `backoff_for` has no jitter term, `deliver` retries every non-2xx including 4xx up to `MAX_ATTEMPTS`, and `dispatcher.WEBHOOK_EVENT_TYPES` restricts delivery to three types while the API accepts a subscription to any string (R29 rationale/claim accuracy; R49 claims stronger than the implementation)."
K0480	N	6	b	1	Major	"`app/webhooks/delivery.py` — `send_once`, `log.info(""POST %s headers=%s"", endpoint.url, headers)`"	the signature header is written to the application log	The log line prints the whole header dict, which includes `X-Acme-Signature` and `X-Acme-Timestamp` (RS4: a credential-equivalent value in a committed logging path).
K0481	N	6	b	1	Major	`app/api/routes/settings.py` — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	none of the three new routes has rate limiting	RS2 requires every new API endpoint to carry rate limiting, and none of the three declares any dependency or decorator; the create route in particular performs an unbounded number of inserts and secret generations per caller, and there is no cap on how many endpoints one org may register.
K0482	N	6	b	1	Major	`app/api/routes/settings.py` — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` has a floor but no ceiling	The query parameter is bounded below but not above (RS3: the boundary validation is incomplete), so a caller may request an arbitrarily large page.
K0483	N	6	b	1	Major	`app/api/routes/settings.py` — `EndpointIn.event_types`; `app/events/dispatcher.py` — `WEBHOOK_EVENT_TYPES`	`event_types` is neither validated nor shared with the dispatcher's event set	The dispatcher defines the deliverable set as a module-level literal in `app/events/dispatcher.py` while the registration route accepts any `list[str]` without checking membership, so `WEBHOOK_EVENT_TYPES` is a hidden allowlist that the create boundary never consults (R2: one concept, two places; R12: an enum whose values are not cross-checked at every call site; R41: the API declares a capability — subscribe to any event type — with no backing delivery path).
K0484	N	6	b	1	Major	`migrations/0042_webhook_delivery.sql` — `ALTER TABLE organizations ADD COLUMN webhooks_enabled BOOLEAN NOT NULL DEFAULT FALSE`	`organizations.webhooks_enabled` is added but never read	The column is created with a fail-closed default and no code anywhere in the diff reads it — `dispatcher.dispatch`, `enqueue_for_event`, and `create_webhook_endpoint` all proceed without consulting it (R41: a declared capability with no backing path; R49: the flag reads as a gate that was never implemented).
K0485	N	6	b	1	Major	`tests/webhooks/test_delivery.py` — whole file; untested exports in `app/webhooks/delivery.py` (`enqueue_for_event`, `deliver`, `run_worker`, `_acquire_lock`, `_claim_batch`, `_finish`) and `app/api/r	the new worker, queue, and route code ships with no tests, and the one signature test cannot fail for the right reason	"RT6 fires — eight new production entry points appear with no test touching them — and RT5 fires on the one test that looks like coverage: `test_send_once_posts_the_signed_payload` asserts only that the signature header *starts with* `sha256=`, never recomputing the HMAC over `captured[""body""]`, so it passes identically whether the signature matches the transmitted bytes or not (which is exactly the Critical defect above); `test_verify_accepts_signature_produced_by_sign` compares `sign`'s output to `sign`'s output, an identity that RT1 names, and would stay green if both sides were replaced by "
K0486	N	6	b	1	Minor	`app/webhooks/delivery.py` — `_finish`, `row = session.get(...)` then `row.status = status`; `response_body = detail`	`_finish` dereferences a row it does not check, and stores an unbounded response body	`session.get` returns `None` when the row was removed (the migration's `ON DELETE CASCADE` from `webhook_endpoints` makes that reachable when a customer deletes an endpoint mid-flight), and `detail` embeds the full `response.text` with no length cap.
K0487	N	6	b	1	Minor	`app/api/routes/settings.py` — `list_deliveries`, `.order_by(WebhookDelivery.created_at.desc()).limit(limit)`	`created_at` is not a total order, so the deliveries listing can skip or repeat rows	`created_at` is a wall-clock value chosen for its human meaning, and the migration's `DEFAULT now()` is transaction-time, so every delivery row inserted by one `enqueue_for_event` call shares an identical value — the ordering among them is undefined and the `limit` cut can fall inside the tie (R57).
K0488	N	6	b	1	Minor	`migrations/0042_webhook_delivery.sql` — `CREATE INDEX idx_webhook_deliveries_status ON webhook_deliveries (status)`	the delivery table's indexes do not match the queries against it	The only non-unique index is on a four-value, heavily skewed column, while `_claim_batch` filters on `(status, next_attempt_at)` and orders by `next_attempt_at`, and `list_deliveries` filters on `endpoint_id` with no supporting index at all.
K0489	N	6	c	1	Critical	`app/api/routes/settings.py` — `list_deliveries`, filter `WebhookDelivery.endpoint_id == endpoint_id`	`list_deliveries` is not scoped to the caller's organization (cross-tenant IDOR)	The query filters on the path-supplied `endpoint_id` only and never joins `WebhookEndpoint.org_id == user.org_id`, while its sibling `list_webhook_endpoints` in the same file does apply the org filter — the tenancy predicate was propagated to one of the two new read routes and not the other (R3, security-relevant).
K0490	N	6	c	1	Critical	"`app/webhooks/models.py` — `WebhookEndpoint.to_dict()` (`""signing_secret"": self.signing_secret`), consumed by `settings.py::list_webhook_endpoints`"	the signing secret is returned by the list endpoint and written to logs	"`to_dict()` unconditionally emits the HMAC secret, so `GET /v1/settings/webhook-endpoints` hands the secret back on every call, directly contradicting `docs/webhooks.md` (""The response is the only place the signing secret appears — it cannot be read back afterwards"") (R29 rationale/claim accuracy, RS4 committed-secret handling)."
K0491	N	6	c	1	Critical	`app/webhooks/signing.py` — `sign` / `serialize`; `app/webhooks/delivery.py` — `send_once` (`client.post(..., json=delivery.payload, ...)`)	the transmitted body is not the bytes that were signed, and the timestamp is not covered by the MAC	"`sign` HMACs `json.dumps(payload, sort_keys=True)` (separators `"", ""`/`"": ""`, sorted keys) while `send_once` lets httpx re-serialize the dict with its own compact separators and insertion order, and the timestamp header is generated but never fed into the MAC — so the MAC covers neither the wire bytes nor the timestamp that `docs/webhooks.md` says it covers (`HMAC-SHA256 of ""{timestamp}.{raw_request_body}""`). This is R40's exact shape: producer wire form vs a strict consumer contract, same team owning both sides, with the test mocking the transport so nothing round-trips."
K0492	N	6	c	1	Critical	`app/webhooks/signing.py` — `verify`, `return expected == signature`	`verify` compares the signature with `==`	The HMAC comparison uses Python's short-circuiting `==` on a secret-derived value instead of a constant-time primitive (RS1).
K0493	N	6	c	1	Critical	`app/webhooks/signing.py` — `new_signing_secret`, `random.choice(_ALPHABET)`	signing secrets are generated from `random`, not a CSPRNG	The secret is drawn from the Mersenne Twister PRNG, which is deterministic and fully recoverable from ~624 observed outputs, and `SECRET_BYTES = 32` is used as a character count over a 62-symbol alphabet, so the name overstates the entropy (~190 bits of alphabet draw from a state that is not secret at all).
K0494	N	6	c	1	Critical	"`app/api/routes/settings.py` — `create_webhook_endpoint`, `if not parsed.scheme.startswith(""http"") or not parsed.netloc`; `app/webhooks/delivery.py` — `httpx.AsyncClient(..., follow_redirects=True)`"	SSRF — endpoint URLs accept any `http*` scheme and any host, and redirects are followed	"`startswith(""http"")` admits `http`, `httpx`, `httpfoo` and plain `http` (docs state ""Only `https://` URLs are accepted"" — R29), there is no check against loopback, link-local, or RFC1918 destinations, and `follow_redirects=True` lets a public URL bounce the signed request to an internal one after validation has passed."
K0495	N	6	c	1	Critical	"`migrations/0042_webhook_delivery.sql` — `CHECK (status IN ('pending', 'in_flight', 'delivered', 'failed'))` vs `app/webhooks/delivery.py::_finish(..., ""failed_permanent"", ...)` and `app/webhooks/mode"	the migration's status CHECK constraint does not include the status the code writes	The DB permits `'failed'` while the application writes `'failed_permanent'` — an enum-spelling divergence across a strict consumer boundary (R40), duplicated in three places (`STATUSES`, the CHECK list, the string literals in `_finish`) with no shared definition (R2).
K0496	N	6	c	1	Critical	`migrations/0042_webhook_delivery.sql` — `CREATE UNIQUE INDEX idx_webhook_deliveries_event ON webhook_deliveries (event_id)`	the unique index on `event_id` allows only one endpoint to receive each event	`enqueue_for_event` inserts one row per matching endpoint for the same `event_id`, but the index is unique on `event_id` alone rather than on `(endpoint_id, event_id)`.
K0497	N	6	c	1	Critical	`app/webhooks/delivery.py` — `_claim_batch` (returns `rows` from inside `with session_scope()`), `deliver` (`endpoint` fetched in a closed scope, then `endpoint.signing_secret` / `endpoint.url` read i	ORM objects are used after their session has closed	Both functions return or read SQLAlchemy instances after the `session_scope()` context manager exits; with the default `expire_on_commit=True` every attribute access then triggers a refresh on a dead session.
K0498	N	6	c	1	Critical	`app/webhooks/delivery.py` — `deliver`, `time.sleep(delay)`	`time.sleep` inside an async coroutine blocks the whole event loop	A synchronous sleep is used inside an `async def` that is scheduled concurrently by `asyncio.gather`, so it blocks the loop thread rather than yielding.
K0499	N	6	c	1	Critical	`tests/webhooks/test_delivery.py` — `test_send_once_posts_the_signed_payload`	the retry test that would have caught the signature bug asserts only the header's prefix	"The test captures `request.content` and the signature header but never recomputes the HMAC over the captured bytes, asserting only `startswith(""sha256="")` and a 64-hex length — an assertion true of any signature over any input (RT1(d): no independently derived expected value; RT1(g): the comparison is not made at the serialization boundary the customer sees)."
K0500	N	6	c	1	Major	`tests/webhooks/test_delivery.py` — whole file, against `delivery.py::enqueue_for_event`/`deliver`/`run_worker`/`_acquire_lock`/`_claim_batch` and the three new routes in `settings.py`	no test exercises the org-scoping, the retry loop, the batch claim, or the lock	The diff adds eight new production callables plus three HTTP routes and the only tests cover `signing.*`, `backoff_for`, `MAX_ATTEMPTS` and `send_once` — every stateful path and every authorization decision ships untested (RT6), and the two route-level security properties above have no denial-path coverage at all (RT8).
K0501	N	6	c	1	Major	`app/webhooks/delivery.py` — `_acquire_lock` (`get` then `set` then `expire`) and `run_worker`'s `finally: await redis_client.delete(LOCK_KEY)`	the distributed lock is non-atomic and can be released by the wrong worker	The check-then-set is two round trips with no atomicity, the TTL is a third call that a crash can skip, and the release deletes the key unconditionally without checking that this worker still owns it (R38: a persisted state with no correct exit).
K0502	N	6	c	1	Major	`app/webhooks/delivery.py` — `_claim_batch` (sets `in_flight`), `deliver` (retries in-process, never updates `next_attempt_at`)	deliveries wedge in `in_flight` with no reaper and no reschedule	`in_flight` is exited only by `_finish` on the success or exhaustion path; a worker crash, a lock expiry, a deploy, or the `DetachedInstanceError` above leaves the row in a transient state that nothing ever clears, and because retries happen in-process the persisted `next_attempt_at` is never advanced to reflect the backoff (R38 mode 1: no failure-exit, no bounded timeout).
K0503	N	6	c	1	Major	"`app/webhooks/delivery.py` — `deliver` (retries every non-2xx), `backoff_for`; `docs/webhooks.md` — ""Retries"""	4xx responses are retried and the backoff has no jitter, both contradicting the documented policy	"The docs state ""a 4xx is permanent and we stop immediately"" and ""backoff is exponential with jitter"", while the code retries any non-2xx up to five times and `backoff_for` returns a deterministic `2**attempt` (R29: the documented rationale does not match the implementation; the tests pin the deterministic values, cementing the divergence)."
K0504	N	6	c	1	Major	"`app/events/dispatcher.py` — `WEBHOOK_EVENT_TYPES`; `docs/webhooks.md` — ""An empty `event_types` subscribes the endpoint to every event type we emit"""	"the dispatcher's hardcoded event-type allowlist contradicts the documented ""all events"" subscription"	Endpoint subscription is already expressed per-row (`WebhookEndpoint.event_types`, filtered in `enqueue_for_event`), and this module-level set is a second, coarser allowlist in a different file that silently drops every other event type — the class of deliverable events is derived from a hand-written list rather than from the defining primitive (R42), and it duplicates a filtering decision the endpoint model already owns (R1/R2).
K0505	N	6	c	1	Major	`migrations/0042_webhook_delivery.sql` — `ALTER TABLE organizations ADD COLUMN webhooks_enabled BOOLEAN NOT NULL DEFAULT FALSE`	`organizations.webhooks_enabled` is added by the migration and never read	The migration declares a per-org feature gate defaulting to FALSE, but no code in the diff reads it — not `create_webhook_endpoint`, not `dispatch`, not `enqueue_for_event` — so the declared capability has no backing path (R41).
