id	review	part	severity	file	title	what_is_wrong
H0145	2	5	Major	`src/audit/guard.ts` — `assertAudited`; the only test in the diff is	the changed audit guard ships with no test that reaches it	the change adds two new early-return branches to a security control (the `MUTATIONS`
H0146	2	5	Major	`docs/import.md` — "## Auditing"; `src/context/request.ts` — `enterSystemOperation` docstr	`docs/import.md` and the `enterSystemOperation` comment claim a control stronger than the code	the doc asserts "Every membership change writes an audit record; the Prisma middleware
H0147	2	5	Major	`src/import/bulk.ts` — `runImport`	no transaction and no failure-path cleanup around stage → apply → delete	staging, promotion and cleanup are three independently committing awaits with no
H0148	2	5	Minor	`src/context/request.ts` — `contextSnapshot`	`contextSnapshot` is exported, never called, and is not the immutability it appears to be	nothing in the diff calls `contextSnapshot`, and its `Readonly<RequestContext>` return
H0149	2	5	Minor	`src/import/parse.ts` — `ALLOWED_ROLES`; `migrations/0058_import.sql` — `import_staging.ro	the role allowlist exists in two places with no constraint binding them	the accepted role set is written in application code while the schema carries only
H0150	2	5	Minor	`src/import/bulk.ts` — `applyBatch`, `if (!row.email.includes("@"))`	email acceptance is `includes("@")`	the only email check accepts `"@"`, `"a@"`, and `"@b"`, and it runs at promotion time
H0151	3	0	Critical	`src/context/request.ts` — `enterSystemOperation`; consumed at `src/import/bulk.ts` — `sta	`enterSystemOperation` mutates the shared request frame, so the audit exception never ends	`currentContext()` returns the object `AsyncLocalStorage` is storing, so `ctx.skipAudit = true` writes the caller's own frame and nothing anywhere restores it, making the grant's lifetime the whole request rather than the staging call.
H0152	3	0	Critical	`src/audit/guard.ts` — `MUTATIONS`, and the new `if (!MUTATIONS.has(action)) return;`	the new `MUTATIONS` allowlist makes `assertAudited` fail-open on `createMany` — the diff's own staging write	the set omits `createMany` (and `createManyAndReturn`, `updateManyAndReturn`, `executeRaw`), and the early return converts a guard that previously examined every action the middleware handed it into a blacklist that silently exempts anything unenumerated — while `stageRows` writes through `prisma.importStaging.createMa
H0153	3	0	Critical	`src/import/parse.ts` — `ALLOWED_ROLES`; `src/import/bulk.ts` — `applyBatch`'s `prisma.mem	an org admin can self-escalate to `owner` and rewrite any existing member's role through the CSV	the route admits `session.role === "admin"`, `ALLOWED_ROLES` accepts `"owner"`, and the upsert's `update` branch sets `role` unconditionally on a membership that already exists, so the import is an unguarded role-assignment primitive with no ceiling at the actor's own privilege.
H0154	3	0	Critical	`src/audit/guard.ts` — `assertAudited`; docstring "A write that carries no audit intent is	`assertAudited` is a detection-only control documented and relied on as an enforceable boundary	the body checks only that `ctx.actorId` is a non-empty string and then emits a log line — it never establishes that an audit record exists, and `actorId` is populated for every authenticated request by `runWithContext`, so the guard passes for one hundred percent of real traffic and no audit row is written anywhere in 
H0155	3	0	Major	`docs/import.md` — the "Auditing" section	`docs/import.md` states three audit properties the code does not have	"Every membership change writes an audit record" is false (no audit row is written anywhere in the diff — finding 4), "the Prisma middleware refuses any mutating query that does not carry one" is false (`createMany` and any unenumerated action are exempt — finding 2), and "the promotion step runs audited as normal" is 
H0156	3	0	Major	`src/routes/import.ts` — `requestId: req.headers.get("x-request-id") ?? crypto.randomUUID(	the batch key is built from a caller-supplied header, and staging rows are selected by it alone	`x-request-id` is unvalidated client input that becomes the batch key, `import_staging` has no `org_id` column, and `applyBatch`/`deleteMany` filter on `batchId` alone, so two requests that supply the same header value share a batch.
H0157	3	0	Major	`src/import/bulk.ts` — `runImport`	no transaction and no failure-path cleanup — a mid-import error half-applies memberships and orphans the batch	`stageRows`, `applyBatch` and the terminal `deleteMany` are three independent commit scopes with no transaction and no `try`/`finally`, and `applyBatch` issues one autocommitting `upsert` per row.
H0158	3	0	Major	`src/routes/import.ts` — `const csv = await req.text();` then `if (csv.length > MAX_CSV_BY	the 5 MB cap is enforced after the body is fully buffered and counts UTF-16 units, not bytes	`req.text()` has already materialised the entire body in memory before the check runs, so the cap cannot prevent the allocation it is named for, and `String.length` is UTF-16 code units, so the effective byte ceiling is roughly double the constant for non-ASCII input.
H0159	3	0	Major	`src/import/parse.ts` — `role: ALLOWED_ROLES.includes(role) ? role : "member"`	an unrecognised or differently-cased role silently becomes `member`, and `member` is also the legitimate value	`"member"` carries three meanings at once — the role the operator asked for, "the role column was absent", and "the role you wrote was not recognised" — and because `email` is `.toLowerCase()`d in the same expression while `role` is only `.trim()`ed, a perfectly ordinary `Admin` falls into the third meaning.
H0160	3	0	Major	`test/import/parse.test.ts` — the only test file in the diff	the audit control changed by this diff has no test, and neither does anything else outside `parse.ts`	the diff adds the exported symbols `enterSystemOperation`, `contextSnapshot`, `runImport`, `ImportSummary` and `POST`, and materially changes `assertAudited`, while the only tests exercise `parseRows`.
H0161	3	0	Major	`src/import/parse.ts` — `const [header, ...body] = lines;` and `const iEmail = cols.indexO	`parseRows` throws on an empty upload and silently rejects everything on a header typo	for an empty or all-blank body `lines` is `[]`, so `header` is `undefined` and `splitLine(undefined)` dereferences `line.length` and throws a `TypeError`; and when the email column is misspelled, `indexOf` returns `-1`, `f[-1] ?? ""` yields `""` for every row, and the empty emails are then silently counted as `rejected
H0162	3	0	Major	`src/import/parse.ts` — `ALLOWED_ROLES`; `src/routes/import.ts` — `session.role !== "admin	the role vocabulary is written out in three places with no shared source	the same closed set of roles is enumerated as a TypeScript array, as an inline pair of string comparisons, and as a bare `text` column with a default and no `CHECK`, and these three name the same concept rather than merely sharing bytes.
H0163	3	0	Major	`src/import/bulk.ts` — `applyBatch`'s `for (const row of staged)` loop	one sequential `upsert` per row inside a single HTTP request, with no bound on row count	a 5 MB CSV is roughly 170,000 rows, and each one becomes its own awaited round trip, so the request's duration is a linear function of an attacker-chosen file size with no row cap and no timeout.
H0164	3	0	Minor	`src/import/bulk.ts` — `runImport`; `docs/import.md` — "scratch rows the operator can insp	the staging round-trip has no inspection step, so the audit exception is granted for nothing	`runImport` stages, applies and deletes within one synchronous request, and no code path in the diff ever exposes a staged batch, so the rows the doc describes as inspectable never outlive the call that created them.
H0165	3	0	Minor	`migrations/0058_import.sql` — `import_staging`; `src/import/bulk.ts` — `applyBatch`	duplicate addresses in one CSV inflate `staged` and `applied`	there is no unique constraint on `(batch_id, email)`, so a CSV listing the same address twice stages two rows and `applyBatch` upserts twice, counting two under `applied` for one membership.
H0166	3	1	Critical	`src/context/request.ts` — `enterSystemOperation()` (`ctx.skipAudit = true`), consumed at 	`enterSystemOperation` sets `skipAudit` on the caller's own context frame, so the audit control stays off for the rest of the request	The grant is written into the live `RequestContext` object returned by `currentContext()` and is never restored, so its lifetime is the whole request rather than the staging call — every statement after `stageRows()` returns inherits it: `applyBatch()`'s `prisma.membership.upsert` (`"upsert"` is in `MUTATIONS`), `prism
H0167	3	1	Critical	`src/audit/guard.ts` — `const MUTATIONS = new Set([...])` and `if (!MUTATIONS.has(action))	the audit guard's new `MUTATIONS` allowlist omits `createMany`, so writes through it bypass the control entirely — including this change's own staging write	The new early return converts the guard from "every query the Prisma middleware forwards is checked" into "only six enumerated action names are checked", and the enumeration is missing `createMany` — which `src/import/bulk.ts` `stageRows()` calls — as well as Prisma's `createManyAndReturn`, `updateManyAndReturn` and th
H0168	3	1	Critical	`src/routes/import.ts` — the `session.role !== "admin" && session.role !== "owner"` gate, 	an org admin can grant and overwrite the `owner` role through the import, escalating privilege	The route admits `admin` callers, `ALLOWED_ROLES` accepts `"owner"`, and `applyBatch` applies the CSV's role with no check that the actor is entitled to grant it — and because it is an `upsert` whose `update` branch rewrites `role`, an admin can also overwrite an existing owner's membership row, including promoting the
H0169	3	1	Major	`test/import/parse.test.ts` — the only test in the diff; guarded code at `src/audit/guard.	the changed audit control ships with no test at all — nothing proves the guard can still fail	The diff adds four exported production symbols and rewrites a security control, and the only test file covers `parseRows`, so an `assertAudited` that returned unconditionally on its first line would leave the entire suite green (RT6 for the new exports, RT7 for the guard's inability to be proven red, RT8 for the absent
H0170	3	1	Major	`src/import/bulk.ts` — `const batchId = \`${ctx.orgId}-${ctx.requestId}\`` in `runImport`,	`batchId` is built from the caller-supplied `x-request-id` header, and the staging table has no tenancy column	The key that selects which rows `applyBatch` promotes and which rows `deleteMany` destroys is chosen by the client — two concurrent imports in one org that send the same `x-request-id` (or one caller replaying a fixed value) collide, and `import_staging` has no `org_id` column, so the only tenancy scoping in the whole 
H0171	3	1	Major	`src/import/bulk.ts` — `runImport` (`stageRows` → `applyBatch` → `prisma.importStaging.del	stage, apply and cleanup are three independent statements with no transaction and no failure-path cleanup	The read of `import_staging` and the `membership.upsert` loop that consumes it are separate uncommitted operations (R5), and the `deleteMany` that removes the batch runs only on the success path, so a throw anywhere in `applyBatch` leaves some memberships applied, the rest not, and the batch's staging rows behind with 
H0172	3	1	Major	`src/routes/import.ts` — `const csv = await req.text(); if (csv.length > MAX_CSV_BYTES)`	the 5 MB cap is applied after the whole body is already in memory, and it counts characters rather than bytes	`req.text()` has already buffered the entire request body before the comparison runs, so the constant bounds nothing at ingest, and `String.length` counts UTF-16 code units — a CSV of multi-byte names or internationalized addresses passes the check at up to roughly three times `MAX_CSV_BYTES` actual bytes.
H0173	3	1	Major	`src/import/parse.ts` — `const iEmail = cols.indexOf("email")` and `email: (f[iEmail] ?? "	a CSV whose header omits or misspells a column silently rejects every row with no diagnostic	When the header has no `email` column `indexOf` returns `-1`, `f[-1]` is `undefined`, every row's email becomes the empty string, and `applyBatch`'s only validation — `if (!row.email.includes("@"))` — rejects all of them; validation of an externally supplied document is happening deep in the promotion loop rather than 
H0174	3	1	Major	`migrations/0058_import.sql` — `CREATE INDEX org_activity_org_idx ON org_activity (org_id,	the activity feed is indexed and ordered on a wall-clock timestamp with no tie-break	`at` is a `timestamptz DEFAULT now()`, which in Postgres is the transaction start time and is therefore *identical* for every row inserted in one transaction and routinely equal across concurrent inserts, so `(org_id, at DESC)` is not a total order and any keyset cursor built on it has undefined order within a tie (R57
H0175	3	1	Major	`src/import/bulk.ts` — `runImport` (`stageRows` … `applyBatch` … `deleteMany`), with the c	the staging round-trip buys nothing the design claims for it, and it is the sole justification for the audit suspension	The comment justifies skipping the audit because staged rows are "scratch rows the operator can inspect before applying", but `runImport` stages, applies and deletes in one request with no inspection point in between and no endpoint that exposes a staged batch, so the table is written and dropped within a single call.
H0176	3	1	Minor	`src/routes/import.ts` — `export async function POST(req: Request)`	no rate limiting is visible on the new import route	The route performs authentication and authorization inline rather than through middleware, and no limiter appears in it, but the diff does not show the framework's middleware chain, so I cannot tell whether a shared limiter already covers `/api/import` (RS2, recorded as a question per the Finding Floor rather than asse
H0177	3	1	Minor	`src/context/request.ts` — `contextSnapshot()`	`contextSnapshot` is exported but never called, and its `Readonly` return promises more than it delivers	No call site for `contextSnapshot` appears anywhere in the diff, and `Readonly<RequestContext>` is a compile-time annotation over a fresh shallow copy, so a caller who does mutate it silently affects nothing — the mirror image of `enterSystemOperation`, whose mutation silently affects everything.
H0178	3	1	Minor	`src/import/parse.ts` — `ALLOWED_ROLES` / the `"member"` fallback, and `migrations/0058_im	the default role literal `member` is stated in two places, and duplicate emails in one CSV are silently collapsed	The fallback role is hardcoded in the parser and again as a column default in the migration, so the two can drift (R2), and `import_staging` has no unique constraint on `(batch_id, email)`, so a CSV listing the same address twice with different roles stages both and the promotion loop's second `upsert` silently wins.
H0179	3	2	Critical	`src/import/parse.ts` — `ALLOWED_ROLES` (line 195), consumed at `src/import/bulk.ts` — `ap	an org admin can grant `owner` and demote the existing owner through the CSV	`ALLOWED_ROLES` admits `"owner"` and `applyBatch` writes `role: row.role` into both the `create` and the `update` branch of the upsert, while the only authorization in the change is the coarse `session.role !== "admin" && session.role !== "owner"` check at `src/routes/import.ts:258` — so nothing anywhere compares the g
H0180	3	2	Critical	`src/context/request.ts` — `enterSystemOperation` (lines 47-50), called at `src/import/bul	`enterSystemOperation()` sets an ambient flag that is never cleared, so every write after the staging step runs unaudited	the grant is expressed by writing `ctx.skipAudit = true` onto the live request-scoped context object, so its lifetime is the whole request rather than the staging call — nothing in `stageRows`, `runImport`, or the route ever restores it (R54).
H0181	3	2	Critical	`src/audit/guard.ts` — `MUTATIONS` (line 66) and the `if (!MUTATIONS.has(action)) return;`	the `MUTATIONS` allowlist omits `createMany` and every raw-query action, so those writes never reach the audit check at all	the set was written from a supplied list rather than derived from the middleware's `action` domain, and it is missing `createMany` — the very action the new importer uses at `src/import/bulk.ts:118` — as well as `createManyAndReturn`, `updateManyAndReturn`, `executeRaw`, `queryRaw` and `$executeRaw`, and the new early 
H0182	3	2	Major	`docs/import.md` — the `## Auditing` section (lines 389-393); `src/audit/guard.ts` — the d	`docs/import.md` and the guard's doc comment both claim a control stronger than the code implements	the doc states that "the Prisma middleware refuses any mutating query that does not carry [an audit record]", that "The staging writes are the single exception", and that "the promotion step runs audited as normal" — all three are contradicted by the code in this same diff (`createMany` and raw writes are never checked
H0183	3	2	Major	`src/import/bulk.ts` — `runImport` (line 169), consumed at `applyBatch`'s `findMany` (line	`batchId` is derived from a client-controlled header, so concurrent imports in one org read and delete each other's staged rows	`batchId` is `${ctx.orgId}-${ctx.requestId}` where `requestId` is `req.headers.get("x-request-id")` unvalidated and unbounded, so two requests that send the same header value produce the same batch key, and `import_staging` has no `org_id` column and no uniqueness constraint to fall back on (`migrations/0058_import.sql
H0184	3	2	Major	`src/import/bulk.ts` — `runImport` (lines 167-181)	the import is not transactional and its staging rows leak permanently on any failure	`stageRows`, `applyBatch` and the cleanup `deleteMany` are three independent sequences of independently committing statements with no `prisma.$transaction` and no `finally`, and the `orgActivity.create` that records who ran the import sits outside all of them in `src/routes/import.ts:277` (R5).
H0185	3	2	Major	`src/routes/import.ts` — `MAX_CSV_BYTES` and the `csv.length > MAX_CSV_BYTES` check (lines	the 5 MB limit is checked after the whole body is buffered, and counts UTF-16 code units rather than bytes	`await req.text()` has already read the entire request body into memory before the size test runs, and `String.prototype.length` counts UTF-16 code units, so the constant named `MAX_CSV_BYTES` is compared against a character count that can correspond to roughly three times as many UTF-8 bytes (RS3 — the defensive trans
H0186	3	2	Major	`src/import/parse.ts` — `parseRows` (lines 221-239), specifically `cols.indexOf("email")` 	a CSV whose header lacks an `email` column silently imports nothing, and an empty body crashes with a 500	`indexOf` returns the in-band sentinel `-1` when a column is absent and that value is used directly as an array index — `f[-1]` is `undefined`, so `?? ""` yields an empty email for every row (R55) — and when `csv` is empty or whitespace-only the filter leaves `lines` empty, `header` is `undefined`, and `splitLine(undef
H0187	3	2	Major	`test/import/parse.test.ts` — the whole file (the only test in the diff); the untested sub	the two new bypass branches in the audit guard, and every new production export outside `parse.ts`, ship with no test	the diff adds two early returns to a security control and four new exported production symbols (`enterSystemOperation`, `contextSnapshot`, `runImport`, `ImportSummary`) while the only test file exercises `parseRows`, so no test asserts that an unaudited write is still refused, that an audited write still passes, or tha
H0188	3	2	Major	`src/routes/import.ts` — `POST` (lines 255-291); `src/import/bulk.ts` — `applyBatch`'s seq	nothing bounds the number of rows or the number of queries a single import issues	`MAX_CSV_BYTES` is the only bound in the change, and it bounds bytes rather than work — a 5 MB CSV of minimal rows is roughly 250,000 rows, each of which becomes one sequential awaited `upsert` inside a single HTTP request, with `CHUNK = 200` bounding only the staging insert.
H0189	3	2	Minor	`src/import/bulk.ts` — `applyBatch` (line 143)	email validity is decided in `applyBatch` rather than in the parser that already normalises the field	`row.email.includes("@")` is the only address check and it lives in the promotion loop, while `src/import/parse.ts` is already the validation layer for this record — it lowercases the address (line 234) and clamps `role` against `ALLOWED_ROLES` (line 236) — so the two layers disagree about what a valid row is and `"@"`
H0190	3	2	Minor	`src/context/request.ts` — `contextSnapshot` (lines 52-54)	`contextSnapshot` is exported but never called, and its `Readonly` return is only shallow	no call site for it exists anywhere in the diff, and `Readonly<RequestContext>` on a spread copy is a compile-time annotation over a mutable object rather than a runtime guarantee.
H0191	3	3	Critical	`src/context/request.ts` — `enterSystemOperation`; call site `src/import/bulk.ts` — `stage	`enterSystemOperation()` grants the audit exemption to the whole request, not to the staging write	the grant is expressed by mutating the caller's own `RequestContext` object (`ctx.skipAudit = true`) held by the `AsyncLocalStorage` store, so its lifetime is the enclosing request rather than the `createMany` it was granted for, and nothing ever restores it — including on the error path.
H0192	3	3	Critical	`src/audit/guard.ts` — `const MUTATIONS = new Set(["create", "update", "delete", "deleteMa	`MUTATIONS` omits `createMany`, so the audit guard is fail-open for every bulk insert in the codebase	the new action filter is an enumerated blacklist-by-omission whose member set was taken from a supplied list rather than derived from the defining primitive (Prisma's mutating actions), and it is missing `createMany` — evidenced inside this diff by `src/import/bulk.ts`'s `prisma.importStaging.createMany(...)`, which no
H0193	3	3	Critical	`src/import/parse.ts` — `ALLOWED_ROLES = ["member", "admin", "owner"]`; `src/import/bulk.t	an org `admin` can mint and overwrite `owner` memberships through the CSV, escalating past the route's own authorization	`src/routes/import.ts` admits `session.role === "admin"`, `parseRows` passes `role: "owner"` through verbatim (pinned by the diff's own test `keeps an allowed role`), and `applyBatch`'s `update` branch rewrites `role` on an **existing** membership — so nothing anywhere in the change compares the requested role against 
H0194	3	3	Major	`src/routes/import.ts` — `requestId: req.headers.get("x-request-id") ?? crypto.randomUUID(	the staging batch key is built from a client-supplied header, so two callers can collide on one batch	`x-request-id` is untrusted, unvalidated and unbounded, and it is the only thing distinguishing one batch's rows from another's — `import_staging` in `migrations/0058_import.sql` has no `org_id` column and no uniqueness constraint, while `applyBatch` selects `where: { batchId }` and `runImport` then `deleteMany({ where
H0195	3	3	Major	`src/import/bulk.ts` — `runImport`; `src/routes/import.ts` — `prisma.orgActivity.create` a	the import is not transactional, and abandoned batches are never reclaimed	`stageRows`, `applyBatch`, the staging `deleteMany` and the activity-feed `create` are four independently committing sequences with no `prisma.$transaction` anywhere in the diff, and the staging `deleteMany` exists only on the success path while `migrations/0058_import.sql` adds no cleanup path or `created_at` index.
H0196	3	3	Major	`src/routes/import.ts` — `const csv = await req.text(); if (csv.length > MAX_CSV_BYTES)`	the 5 MB cap runs after the whole body is buffered and counts UTF-16 units, not bytes	the entire request body is materialised before the comparison, so the constant named `MAX_CSV_BYTES` bounds nothing at the moment of allocation, and `String.prototype.length` counts UTF-16 code units — a body of multi-byte UTF-8 passes at roughly three times the intended byte budget — while nothing at all caps the row 
H0197	3	3	Major	`test/import/parse.test.ts` — whole file, against new exports `enterSystemOperation` / `co	every security-relevant symbol the diff adds ships untested; the one test file covers only the parser	the diff's only test imports `parseRows` and nothing else, so neither new branch of `assertAudited` (`!MUTATIONS.has(action)`, `ctx.skipAudit`) is exercised, no test proves the guard can still refuse (RT7), the route's 401 and 403 denials have no test at all let alone one asserting the mutation did not run (RT8), and t
H0198	3	3	Major	`docs/import.md` — the `## Auditing` section	`docs/import.md` states three things about the audit control that the code does not do	"the Prisma middleware refuses any mutating query that does not carry one" is false for `createMany` (see the second Critical), "The staging writes are the single exception" is false because the flag leaks to every later write in the request (see the first Critical), and "the promotion step runs audited as normal" is f
H0199	3	3	Major	`src/import/parse.ts` — `parseRows`, at `const [header, ...body] = lines` and `const iEmai	`parseRows` throws a TypeError on an empty upload and silently zeroes out a CSV whose header lacks `email`	an empty or whitespace-only body filters down to `[]`, so `header` is `undefined` and `splitLine(undefined)` dereferences `.length` on it; separately, a header missing the `email` column leaves `iEmail === -1`, `f[-1]` is `undefined`, and every row's email becomes `""`.
H0200	3	3	Minor	`src/context/request.ts` — `contextSnapshot`	`contextSnapshot` is exported and never called	nothing in the diff imports it, and `Readonly<RequestContext>` over a fresh spread is shallow and freezes nothing at runtime, so the name promises a defensive read the type does not enforce.
H0201	3	4	Critical	src/context/request.ts — `enterSystemOperation` (sets `ctx.skipAudit = true` on the live s	`enterSystemOperation` grants the audit bypass for the rest of the request, not for the staging write	the grant is an ambient flag written onto the request-scoped context object and nothing ever clears it, so from the moment `stageRows` runs, every later mutation in the same request — `prisma.membership.upsert` in `applyBatch`, `prisma.importStaging.deleteMany` in `runImport`, and `prisma.orgActivity.create` in src/rou
H0202	3	4	Critical	src/audit/guard.ts — `const MUTATIONS = new Set([...])` / `if (!MUTATIONS.has(action)) ret	the audit guard's mutation allowlist omits `createMany` and the raw-query actions, so those writes are never audited anywhere	the guard enumerates mutating Prisma actions as a blacklist-shaped allowlist and the set is incomplete — `createMany` is missing, and the diff contains a call site it therefore does not cover (`prisma.importStaging.createMany` in src/import/bulk.ts), as are `createManyAndReturn`, `updateManyAndReturn`, `executeRaw`, `e
H0203	3	4	Critical	src/routes/import.ts — role gate (`session.role !== "admin" && session.role !== "owner"`),	an org admin can grant `owner` — and a two-column CSV silently demotes every admin and owner to `member`	the route authorizes the *act* of importing but nothing ties the caller's privilege to the privilege being granted — `ALLOWED_ROLES` accepts `"owner"`, so an admin can write `owner` for any email including their own, and the upsert's `update` branch unconditionally overwrites an existing membership's role, so a CSV tha
H0204	3	4	Major	src/routes/import.ts — `requestId: req.headers.get("x-request-id") ?? crypto.randomUUID()`	`batchId` is built from a caller-supplied header and the staging table has no org column, so concurrent imports clobber each other	an unvalidated, unbounded request header becomes the sole key that selects which staged rows a request promotes and deletes, and the staging table carries no tenancy column to constrain it (R51: the decision is bound to a caller-nameable name, and the read→apply→delete interval is another principal's to act in).
H0205	3	4	Major	src/import/bulk.ts — `runImport` (`stageRows` → `applyBatch` → `deleteMany`, three indepen	no transaction around promote-and-clean, and the staging rows are only deleted on the success path	the read of staged rows, the N membership upserts and the cleanup are separate non-atomic statements, and `prisma.importStaging.deleteMany` sits after `applyBatch` on the happy path only, so a throw anywhere in the loop leaves memberships partially rewritten and the staged rows behind (R5, including its transaction-spl
H0206	3	4	Major	src/routes/import.ts — `const csv = await req.text();` then `if (csv.length > MAX_CSV_BYTE	the upload cap counts UTF-16 characters, is applied after the whole body is buffered, and bounds no row count	the body is fully materialised in memory before the limit is consulted, `String.length` is code units rather than the bytes the constant is named for (a CSV of multi-byte names passes at roughly three times `MAX_CSV_BYTES` on the wire), and nothing caps the resulting row count, which `applyBatch` turns into one awaited
H0207	3	4	Major	src/import/parse.ts — `const iEmail = cols.indexOf("email")` and `f[iEmail] ?? ""`	a CSV whose header lacks `email` imports nothing and reports success	a missing column yields `indexOf` = -1, and `f[-1] ?? ""` produces an empty email for every row instead of an error, so the whole file flows through to `applyBatch`, fails the `includes("@")` check row by row, and is counted as rejected; the same silence covers a row whose field count does not match the header, which s
H0208	3	4	Major	src/import/parse.ts — `csv.split(/\r?\n/)` in `parseRows`, which runs before `splitLine` e	the CSV parser honours quotes for commas but not for newlines, so a quoted multi-line field corrupts the import	the line split happens on raw newlines with no quote awareness, so a field quoted across a line break — which `splitLine`'s quote handling otherwise implies is supported — is torn into two records, and `splitLine` also never reports an unterminated quote.
H0209	3	4	Major	test/import/parse.test.ts — the only test file in the diff; untested symbols are `enterSys	every security-relevant symbol this change adds ships without a test	the diff adds five exported production symbols and rewrites an audit guard, and the accompanying tests cover only the pure CSV parser (RT6), while the guard's two new branches — the `MUTATIONS` early return and the `skipAudit` return — have no test at all and no mutation that could redden them (RT7, and its Critical es
H0210	3	4	Major	docs/import.md — "the Prisma middleware refuses any mutating query that does not carry one	the docs and comments describe an audit control stronger than the one implemented	three claims overstate the implementation — the promotion step is not audited (first finding), the middleware does not see `createMany` or raw queries (second finding), and `assertAudited` checks only that `ctx.actorId` is non-empty, which is the presence of an actor and not the presence of an audit record, so "carries
H0211	3	4	Minor	src/import/parse.ts — `role: ALLOWED_ROLES.includes(role) ? role : "member"`	an unrecognised role is silently coerced to `member` and reported as applied	a typo such as `admn` or a locale-specific label becomes `member` with no signal, and the row is then counted in `applied`.
H0212	3	4	Minor	src/context/request.ts — `contextSnapshot`	`contextSnapshot` is dead code and its `Readonly` is compile-time only	the diff exports it and nothing in the diff calls it, and the `Readonly<RequestContext>` on a shallow spread stops nothing at runtime.
H0213	3	5	Critical	`src/context/request.ts` — `enterSystemOperation` (and its consumer `src/import/bulk.ts` —	`enterSystemOperation()` grants the audit exemption for the rest of the request, not for the staging write	The grant is a write of `skipAudit = true` onto the object stored in `AsyncLocalStorage`, with no restore on any path, so it outlives `stageRows` and is still set for everything that follows in the same request.
H0214	3	5	Critical	`src/audit/guard.ts` — `const MUTATIONS = new Set([...])` and the added `if (!MUTATIONS.ha	the new `MUTATIONS` allowlist omits `createMany`, so the audit guard now fails open for every bulk insert in the codebase	The set was written from a supplied-looking list rather than derived from the defining primitive (the ORM's mutating action names), and it is missing at least `createMany` — while `updateMany`/`deleteMany` are present, showing the omission is an oversight, not a decision.
H0215	3	5	Critical	`src/import/parse.ts` — `ALLOWED_ROLES`; enforced (or not) at `src/routes/import.ts` — `PO	an org `admin` can grant the `owner` role to anyone, including themselves, through the CSV	`ALLOWED_ROLES` accepts `"owner"` from untrusted CSV content and `applyBatch` upserts it straight into `membership.role`, while the route's only authorization check is that the caller is `admin` *or* `owner` — nothing bounds the granted role by the caller's own role.
H0216	3	5	Major	`docs/import.md` — "Auditing" section; `src/audit/guard.ts` — `assertAudited`	`docs/import.md` claims the middleware refuses any write without an audit record; the guard only checks that an actor id is non-empty	The stated control class is an enforceable boundary ("Every membership change writes an audit record; the Prisma middleware refuses any mutating query that does not carry one"), but the implementation writes no audit record and verifies none — it throws only when `ctx.actorId` is falsy, and otherwise emits a log line.
H0217	3	5	Major	`src/import/bulk.ts` — `runImport`, `const batchId = \`${ctx.orgId}-${ctx.requestId}\``; `	`batchId` is built from a caller-supplied header, so one import can promote and then delete another import's staged rows	`requestId` is taken verbatim from the client's `x-request-id` header with no validation, and it is the only entropy in the staging partition key, so two callers in the same org can name the same batch.
H0218	3	5	Major	`src/import/bulk.ts` — `runImport`	stage → apply → delete is not transactional, and the staging cleanup only runs on the success path	The three phases are independent awaits with no `prisma.$transaction` around them, and `deleteMany` sits after `applyBatch` with no `try/finally`, so any throw in the middle commits a partial result and leaks the staged rows.
H0219	3	5	Major	`src/routes/import.ts` — `const csv = await req.text(); if (csv.length > MAX_CSV_BYTES)`	the upload size limit is applied after the whole body is buffered, and counts UTF-16 units rather than bytes	`await req.text()` has already read and materialised the entire request body before the check runs, and `String.prototype.length` counts UTF-16 code units, so a CSV of multi-byte names passes the "5 MB" gate at up to roughly 15 MB of payload; there is also no cap on row count.
H0220	3	5	Major	`src/routes/import.ts` — `POST`	`POST /api/import` ships with no rate limiting	The new endpoint performs unbounded parsing and up to thousands of DB round trips per call and applies no per-actor or per-org request limit.
H0221	3	5	Major	`src/import/parse.ts` — `parseRows`, `cols.indexOf("email")` / `indexOf("name")` / `indexO	a missing header column silently produces empty values instead of an error	`indexOf` returns `-1` for an absent column and that `-1` is used directly as an array index, where `f[-1]` is `undefined` and the `?? ""` / `?? "member"` fallbacks convert it into a legitimate-looking empty string or a default role — the sentinel is indistinguishable from a genuinely empty field.
H0222	3	5	Major	`test/import/parse.test.ts` (the only test in the diff) — against `src/audit/guard.ts` `as	none of the new production exports outside `parse.ts` has a test, and the audit-guard change has none at all	The diff adds five exported production symbols and one materially changed security guard, and the accompanying tests cover only the CSV tokeniser; the guard's new early return and its new `skipAudit` branch — the two edits that decide whether writes are audited — have no test proving they can fail, and the route's 401/
H0223	3	5	Minor	`src/context/request.ts` — `contextSnapshot`	`contextSnapshot` is exported but never called anywhere in the change, and cannot serve the purpose its placement suggests	The function is added directly beneath `enterSystemOperation` — the placement reads as the save half of a save/restore pair — but nothing in the diff calls it, and because it returns a shallow spread it produces a detached copy that could not restore the live context object even if something did.
H0224	3	5	Minor	`migrations/0058_import.sql` — `CREATE TABLE import_staging`; `src/import/parse.ts` — `par	`import_staging` has no tenancy column and duplicate emails in one CSV are resolved by row order	The staging table carries no `org_id` (tenancy lives only inside the `batch_id` string, and there is no FK to `orgs`), and `parseRows` does not deduplicate, so a CSV listing the same email twice with different roles applies both upserts and the last row silently wins.
