id	panellist	severity	file	title	what_is_wrong
B41	B	Minor	app/webhooks/delivery.py — deliver()	one endpoint row is re-fetched per delivery	Each `deliver` call opens its own `session_scope` and loads the endpoint, so a batch of 100 deliveries for one endpoint issues 100 identical queries.
B42	B	Critical	app/webhooks/signing.py — new_signing_secret()	signing secrets come from the non-cryptographic `random` module	`random.choice` draws from a seeded Mersenne Twister, so observing a few secrets lets an attacker reconstruct the generator state and forge signatures for other tenants; `secrets` is required here.
B43	B	Major	app/webhooks/signing.py — verify()	signature comparison is not constant time	`return expected == signature` uses ordinary string equality, leaking timing information about the correct digest, while the docs tell customers to use a constant-time comparison the library itself does not.
B44	B	Major	app/webhooks/signing.py — verify()	verify recomputes a fresh timestamp and ignores the one it was given	`verify` calls `sign` again, discarding the returned timestamp and never accepting or checking the received `X-Acme-Timestamp`, so it cannot enforce the documented five-minute replay window at all.
B45	B	Minor	app/webhooks/signing.py — SECRET_BYTES	SECRET_BYTES counts alphabet characters, not bytes	The constant is used as `range(SECRET_BYTES)` over a 62-character alphabet, so it names a character count and misstates the entropy of the secret it produces.
B46	B	Minor	app/webhooks/signing.py — serialize()	the canonical form is not the bytes the receiver sees	`json.dumps(payload, sort_keys=True)` uses Python's default separators and non-ASCII escaping and is documented nowhere, so even a receiver told to re-serialize cannot reproduce it.
B47	B	Major	app/webhooks/models.py — WebhookEndpoint.to_dict()	to_dict unconditionally exposes the signing secret	Every caller of `to_dict()` — including the list route — gets `signing_secret`, so the model itself makes secret leakage the default rather than the create-response-only behaviour the docs describe.
B48	B	Major	app/webhooks/models.py — DateTime(timezone=True) columns	the model declares timezone-aware columns that the migration creates as TIMESTAMP without time zone	`created_at`, `updated_at` and `next_attempt_at` are `DateTime(timezone=True)` in SQLAlchemy but `TIMESTAMP` in migration 0042, so offsets are discarded on write and values come back naive.
B49	B	Minor	app/webhooks/models.py — STATUSES	the STATUSES tuple is dead and disagrees with the DB constraint	`STATUSES` is defined but referenced nowhere, and it lists `failed_permanent` while the migration's CHECK lists `failed`, so it documents a state machine neither the code nor the schema enforces.
B50	B	Minor	app/webhooks/models.py — WebhookDelivery.updated_at	updated_at has no onupdate, so most writes leave it stale	Only `_finish` sets `updated_at` explicitly; `_claim_batch`'s status flip to in_flight does not, so the column does not track the last modification.
B51	B	Minor	app/webhooks/models.py — WebhookDelivery.event_type	column type disagrees with the migration	The model declares `String(100)` while the migration creates `event_type TEXT`, so model-level assumptions about length are not backed by the schema.
B52	B	Critical	migrations/0042_webhook_delivery.sql — idx_webhook_deliveries_event	the unique index on event_id alone allows only one endpoint per event	`CREATE UNIQUE INDEX ... ON webhook_deliveries (event_id)` makes the second row inserted by `enqueue_for_event` for an org with two endpoints violate uniqueness, so the whole enqueue fails and every extra endpoint gets nothing.
B53	B	Critical	migrations/0042_webhook_delivery.sql — status CHECK constraint	the CHECK allows 'failed' but the code only ever writes 'failed_permanent'	The constraint list `('pending', 'in_flight', 'delivered', 'failed')` does not contain the literal `_finish` uses for exhausted retries, so permanent failures can never be recorded.
B54	B	Minor	migrations/0042_webhook_delivery.sql — idx_webhook_deliveries_status	the claim query's index is missing its sort column	The only index is on `(status)` while `_claim_batch` filters status plus `next_attempt_at <= now` and orders by `next_attempt_at`, so the scheduler sorts a large status='pending' partition on every poll.
B55	B	Minor	migrations/0042_webhook_delivery.sql — webhook_deliveries	no index on endpoint_id for the deliveries listing and FK cascade	`list_deliveries` filters `endpoint_id` and orders by `created_at` with no supporting index, and the `ON DELETE CASCADE` FK also needs one to avoid a full scan per endpoint deletion.
B56	B	Minor	migrations/0042_webhook_delivery.sql — webhook_endpoints	no index on org_id	Both `list_webhook_endpoints` and `enqueue_for_event` filter `org_id`, and the table is created without an index on it.
B57	B	Minor	migrations/0042_webhook_delivery.sql — webhook_endpoints	nothing prevents duplicate endpoints for the same org and URL	There is no unique constraint on `(org_id, url)`, so a client that posts the registration twice gets two endpoints and every event is delivered twice with different secrets.
B58	B	Minor	migrations/0042_webhook_delivery.sql — status column	the DB has no default for status while the model does	`status TEXT NOT NULL` without `DEFAULT 'pending'` means any insert path that bypasses the SQLAlchemy default fails, splitting the source of truth for the initial state.
B59	B	Minor	migrations/0042_webhook_delivery.sql — signing_secret	shared secrets are stored in plaintext	`signing_secret TEXT NOT NULL` keeps every tenant's HMAC key readable to anyone with database or backup access, with no encryption or key-management indirection.
B60	B	Minor	migrations/0042_webhook_delivery.sql — ALTER TABLE organizations	the ALTER shares a transaction with the table creation	Adding a NOT NULL column to `organizations` takes an ACCESS EXCLUSIVE lock held for the duration of the whole migration transaction, coupling an unrelated hot table to the new-table DDL.
B61	B	Minor	migrations/0042_webhook_delivery.sql — whole file	the migration has no rollback path	Only forward DDL is provided, so the two new tables and the `organizations.webhooks_enabled` column cannot be reverted if the release is rolled back.
B62	B	Minor	migrations/0042_webhook_delivery.sql — webhook_deliveries	deliveries store a full payload copy with no retention or pruning	Every event is duplicated as JSONB per endpoint alongside the response body, and nothing in the migration or code deletes old rows, so the table grows without bound and retains customer payloads indefinitely.
B63	B	Major	tests/webhooks/test_delivery.py — test_send_once_posts_the_signed_payload	the test captures the body and the signature but never checks one against the other	"It asserts only that the signature header starts with ""sha256="", so the mismatch between `serialize()` and httpx's own JSON encoding passes green and the test reads as coverage of signing while proving nothing about it."
B64	B	Major	tests/webhooks/test_delivery.py — whole file	the retry, finish, claim, lock and worker logic added by the diff is untested	Only `sign`/`verify`/`backoff_for`/`send_once` are exercised; `deliver`, `_finish`, `_claim_batch`, `_acquire_lock` and `run_worker` — where the blocking sleep, status-constraint mismatch and lock races live — have no tests at all.
B65	B	Minor	tests/webhooks/test_delivery.py — test_verify_accepts_signature_produced_by_sign	the round-trip test is tautological	`verify` calls `sign` internally with the same secret and ignores timestamps, so the assertion holds by construction and cannot fail for any property a real receiver checks.
B66	B	Minor	tests/webhooks/test_delivery.py — test_new_signing_secret_has_prefix_and_length	the secret test pins format only, not unpredictability	It asserts prefix and character count, so a generator returning a constant string of the right shape would pass, which is exactly the class of defect `random.choice` represents.
B67	B	Minor	tests/webhooks/test_delivery.py — FakeEndpoint / FakeDelivery	hand-rolled fakes of the ORM models hide the detached-instance failure	`send_once` is only ever called with plain classes whose attributes are always available, so the tests cannot surface that real `WebhookEndpoint`/`WebhookDelivery` objects are expired and detached by the time they are read.
B68	B	Minor	tests/webhooks/test_delivery.py — test_backoff_grows_exponentially	the backoff parametrisation skips the boundary attempts	Only attempts 1 through 4 are checked, so `backoff_for(0)` returning 1s and the behaviour at MAX_ATTEMPTS are unspecified by any test.
B69	B	Minor	tests/webhooks/test_delivery.py — whole file	nothing tests the endpoint-registration URL validation	The new `create_webhook_endpoint` scheme check has no test, so its acceptance of `http://` and of arbitrary `http`-prefixed schemes is unguarded against regression.
C01	C	Critical	app/api/routes/settings.py — list_deliveries()	delivery listing is not scoped to the caller's organization	The query filters only on endpoint_id taken from the URL path, so any authenticated user can read the delivery rows of any other organization's endpoint by guessing an integer id.
C02	C	Major	app/api/routes/settings.py — create_webhook_endpoint()	"scheme check accepts plain http and any scheme that merely starts with ""http"""	"`parsed.scheme.startswith(""http"")` passes `http://`, `httpx://` and `httpfoo://`, so non-TLS and bogus schemes are stored as delivery targets."
C03	C	Major	app/api/routes/settings.py — create_webhook_endpoint()	no host validation on a URL the server will later fetch	The route stores any netloc the user supplies, including `localhost`, `127.0.0.1` and `169.254.169.254`, and the worker then POSTs signed internal requests to it.
C04	C	Major	app/api/routes/settings.py — list_deliveries() limit	limit query parameter has a lower bound but no upper bound	`Query(50, ge=1)` lets a caller pass `limit=100000000`, so a single request can pull an unbounded number of rows including their full JSONB payloads.
C05	C	Major	app/api/routes/settings.py — create_webhook_endpoint()	201 body is built from a flushed-but-uncommitted row	`to_dict()` is returned inside the `with session_scope()` block after only `flush()`, so a failure at commit time still hands the client a 201 with an id and secret for a row that was rolled back.
C06	C	Minor	app/api/routes/settings.py — EndpointIn	url and event_types are unvalidated free-form strings	`url: str` and `event_types: list[str]` carry no length bound, format, or membership check, so arbitrarily long strings and unknown event names are persisted.
C07	C	Minor	app/api/routes/settings.py — create_webhook_endpoint()	no cap on endpoints per organization	Nothing limits how many endpoints one org can register, so a loop of POSTs multiplies every future event into unbounded delivery rows and outbound requests.
C08	C	Minor	app/api/routes/settings.py — list_webhook_endpoints()	endpoint listing has no pagination	The handler calls `.all()` over every endpoint of the org with no limit or ordering, so response size grows without bound.
C09	C	Major	app/events/dispatcher.py — dispatch()	webhook enqueue happens in a transaction separate from the event insert	The event row is committed when `session_scope()` exits and only afterwards is `enqueue_for_event` awaited, so a crash in between leaves a persisted event with no delivery rows and no outbox to recover it.
C10	C	Major	app/events/dispatcher.py — dispatch() except Exception	enqueue failure is swallowed as a warning and the event reports success	Any exception from `enqueue_for_event` is caught, logged at WARNING, and `dispatch` returns the event id, so webhook deliveries are dropped silently with no retry or failure signal to the caller.
C11	C	Major	app/events/dispatcher.py — WEBHOOK_EVENT_TYPES	a hardcoded allowlist silently overrides per-endpoint subscriptions	Only the three literal types in `WEBHOOK_EVENT_TYPES` ever reach `enqueue_for_event`, so an endpoint that subscribed to any other event type, or to all types via an empty list, receives nothing and gets no error.
C12	C	Major	app/events/dispatcher.py — dispatch() subscriber loop	a raising in-process subscriber prevents webhook enqueue for an already-committed event	`await subscriber(envelope)` runs unguarded before the webhook block, so one failing subscriber propagates out of `dispatch` after the event was committed and the webhook rows are never created.
C13	C	Critical	app/webhooks/delivery.py — enqueue_for_event()	naive datetime.utcnow() written into a timezone-aware column and compared against an aware value	`next_attempt_at=datetime.utcnow()` stores a naive timestamp while `_claim_batch` filters with `datetime.now(timezone.utc)`, so the comparison mixes naive and aware datetimes and the stored instant is wrong by the UTC offset.
C14	C	Critical	app/webhooks/delivery.py — _claim_batch()	ORM rows are returned after their session has been closed	The rows are loaded inside `with session_scope()` and returned once the block exits, so every later attribute read in `deliver` (`delivery.attempts`, `delivery.payload`, `delivery.id`) touches a detached instance.
C15	C	Critical	app/webhooks/delivery.py — deliver()	endpoint is loaded in a session that closes before it is used	`endpoint = session.get(...)` is the whole body of the `with` block, and `endpoint.signing_secret` / `endpoint.url` are then read in `send_once` outside any session.
C16	C	Major	app/webhooks/delivery.py — deliver()	missing None check on the endpoint lookup	If the endpoint row was deleted after the delivery was enqueued, `session.get` returns None and `send_once` dereferences `endpoint.signing_secret`, raising AttributeError instead of failing the delivery.
C17	C	Critical	app/webhooks/delivery.py — deliver() retry sleep	time.sleep() inside an async function blocks the event loop	The retry pause uses the blocking `time.sleep(delay)` rather than `asyncio.sleep`, so one retrying delivery freezes every other coroutine gathered in the same batch as well as the worker loop.
C18	C	Critical	app/webhooks/delivery.py — _acquire_lock()	lock acquisition is a non-atomic GET followed by SET	Two workers that both observe an empty `LOCK_KEY` before either writes it will both return True, so the batch claim the lock is meant to serialize runs concurrently.
C19	C	Major	app/webhooks/delivery.py — _acquire_lock()	TTL is set in a separate command from the lock value	`set` and `expire` are two round trips, so a crash or connection drop between them leaves `webhooks:dispatch:lock` with no expiry and the worker pool permanently blocked.
C20	C	Critical	app/webhooks/delivery.py — run_worker() lock lifetime	the 60s lock TTL is shorter than a batch can take and release is unfenced	A single delivery can span five 30s-timeout attempts plus 30s of sleeps, so the lock expires mid-batch, another worker starts, and the `finally: redis_client.delete(LOCK_KEY)` then deletes the lock the second worker now holds.
C21	C	Major	app/webhooks/delivery.py — run_worker() asyncio.gather	gather without return_exceptions aborts the whole batch on one failure	The first delivery to raise anything propagates out of `gather`, so the remaining coroutines are abandoned mid-flight and their rows stay `in_flight`.
C22	C	Major	app/webhooks/delivery.py — run_worker()	the worker loop has no exception handling and exits permanently on the first error	A Redis outage in `_acquire_lock`, a DB error in `_claim_batch`, or any exception escaping `gather` propagates out of `run_worker`, ending the only dispatch loop with no restart or backoff.
C23	C	Critical	app/webhooks/delivery.py — _claim_batch() / _finish()	rows marked in_flight are never reset, so an interrupted delivery is never retried	`_claim_batch` flips status to `in_flight` and only `_finish` moves it out, so any crash, cancellation, or exception path leaves the row stuck in `in_flight`, which the pending filter never selects again.
C24	C	Major	app/webhooks/delivery.py — deliver()	retries are held in-process instead of rescheduled through next_attempt_at	The `while True` loop keeps the delivery in memory and writes `attempts` only once at `_finish`, so the persisted `next_attempt_at` schedule is never used and a process restart loses every attempt already made.
C25	C	Major	app/webhooks/delivery.py — deliver()	4xx responses are retried like transient failures	Any status outside 200-299 falls through to the retry branch, so a 400 or 404 is re-POSTed up to MAX_ATTEMPTS instead of being marked permanent immediately.
C26	C	Major	app/webhooks/delivery.py — run_worker() AsyncClient	follow_redirects=True re-sends the signed payload to a redirect target	The client follows 3xx responses, so a registered endpoint can answer with a Location header and have the signed body and signature delivered to an arbitrary host, including internal addresses.
C27	C	Major	app/webhooks/delivery.py — send_once() log line	the full header dict including the HMAC signature is logged at INFO	"`log.info(""POST %s headers=%s"", endpoint.url, headers)` writes the per-request signature and timestamp headers into the application log on every attempt."
C28	C	Major	app/webhooks/delivery.py — _finish()	the remote response body is stored and logged in full with no truncation	`response_body = detail` persists the entire `response.text` into a TEXT column and the retry warning logs it too, so an endpoint controls unbounded log and row growth and whatever content it returns.
C29	C	Major	app/webhooks/delivery.py — send_once()	the request body carries no event envelope, so event_id is never transmitted	Only `delivery.payload` is posted, without `event_id` or `event_type`, so a receiver has nothing stable to deduplicate on.
C30	C	Major	app/webhooks/delivery.py — enqueue_for_event()	the organizations.webhooks_enabled flag added by the migration is never consulted	The endpoint query filters on `org_id` and `active` only, so turning `webhooks_enabled` off for an organization has no effect on delivery.
C31	C	Major	app/webhooks/delivery.py — _finish()	missing None check on the delivery lookup	`row = session.get(m.WebhookDelivery, delivery_id)` is followed immediately by attribute assignment, so a deleted row raises AttributeError and the delivery result is lost.
C32	C	Major	app/webhooks/delivery.py — _claim_batch()	the claim relies solely on a Redis lock with no row-level DB locking	The SELECT has no `FOR UPDATE SKIP LOCKED` and no conditional UPDATE, so whenever the Redis lock fails open two workers select and send the same rows.
C33	C	Minor	app/webhooks/delivery.py — run_worker()	an entire batch of 100 deliveries is gathered with no concurrency limit	`asyncio.gather` over the whole `BATCH_SIZE` batch opens up to 100 simultaneous outbound requests from one client with no semaphore.
C34	C	Minor	app/webhooks/delivery.py — deliver() except clause	httpx.InvalidURL is not an HTTPError and escapes the retry loop	A malformed stored URL raises `httpx.InvalidURL`, which the `except httpx.HTTPError` does not catch, so the exception leaves `deliver` and takes the batch down with it.
C35	C	Minor	app/webhooks/delivery.py — backoff_for()	backoff has no jitter and no ceiling	`BASE_DELAY_SECONDS**attempt` is fully deterministic, so all deliveries that failed in the same batch retry at exactly the same instants.
C36	C	Minor	app/webhooks/delivery.py — enqueue_for_event() / _claim_batch() / _finish()	blocking synchronous DB work is performed inside async functions	`session_scope` and the SQLAlchemy queries are synchronous calls made from `async def` bodies, so each one stalls the event loop for the duration of the query.
C37	C	Critical	app/webhooks/models.py — WebhookEndpoint.to_dict()	to_dict returns the signing secret, which the listing endpoint exposes on every call	"`""signing_secret"": self.signing_secret` is part of the serialized form used by both create and `list_webhook_endpoints`, so the secret is readable at any time by anyone who can list endpoints."
C38	C	Major	app/webhooks/models.py — Column definitions	timestamp columns are declared timezone-aware while the migration creates them without a time zone	`DateTime(timezone=True)` on `created_at`, `updated_at` and `next_attempt_at` does not match the migration's `TIMESTAMP`, so offsets are dropped on write and values come back naive.
C39	C	Major	app/webhooks/models.py — STATUSES	the status vocabulary diverges from the migration's CHECK constraint	`STATUSES` lists `failed_permanent` while the migration allows `failed`, and the constant is never referenced anywhere so nothing detects the mismatch.
C40	C	Minor	app/webhooks/models.py — created_at / updated_at	the timestamp columns omit nullable=False and updated_at has no onupdate	The migration declares both NOT NULL and the model does not, and `updated_at` is refreshed only by the manual assignment in `_finish`, so the status change in `_claim_batch` leaves it stale.
C41	C	Minor	app/webhooks/models.py — WebhookDelivery.event_type	column length disagrees with the migration	The model declares `String(100)` where the migration creates unbounded `TEXT`, so the ORM will reject or truncate values the database accepts.
C42	C	Critical	app/webhooks/signing.py — new_signing_secret()	signing secrets are generated with the non-cryptographic random module	`random.choice` draws from the Mersenne Twister PRNG seeded from process state, so an attacker who observes any output can reconstruct the generator and predict other tenants' secrets.
C43	C	Critical	app/webhooks/signing.py — sign()	the signed bytes are a re-serialization of the payload, not the bytes actually sent	`serialize` uses `json.dumps(payload, sort_keys=True)` with default separators while the request body is encoded independently by httpx's `json=`, so the digest is computed over a different byte string than the receiver sees.
C44	C	Critical	app/webhooks/signing.py — sign()	the timestamp is returned but never included in the MAC	The HMAC covers only the serialized payload, so `X-Acme-Timestamp` is unauthenticated and can be rewritten freely, which removes the replay protection the documented five-minute window depends on.
C45	C	Major	app/webhooks/signing.py — verify()	signature comparison uses == instead of a constant-time compare	`return expected == signature` short-circuits on the first differing character, leaking digest bytes through timing to anyone who can call verify repeatedly.
C46	C	Major	app/webhooks/signing.py — verify()	verify discards the timestamp and enforces no expiry	It re-signs with a fresh `int(time.time())` and ignores it, so a signature stays valid forever and no age check is possible through this API.
C47	C	Minor	app/webhooks/signing.py — SECRET_BYTES	the constant is named for bytes but used as a character count	`range(SECRET_BYTES)` picks 32 characters from a 62-symbol alphabet, so the secret carries about 190 bits rather than the 256 the name implies.
C48	C	Minor	app/webhooks/signing.py — serialize()	a non-JSON-serializable payload raises TypeError from inside sign	`json.dumps` is called with no default handler, so a payload containing a datetime or Decimal raises out of `sign` and out of `send_once` rather than failing the delivery cleanly.
C49	C	Major	"docs/webhooks.md — ""Only https:// URLs are accepted"""	the documented scheme restriction is not what the route enforces	"The code accepts anything whose scheme starts with ""http"", so `http://` endpoints are registered despite the documentation promising TLS only."
C50	C	Critical	"docs/webhooks.md — ""Verifying the signature"""	the documented signature formula does not match the code	"The document says the HMAC covers `""{timestamp}.{raw_request_body}""`, while `sign` keys only over `json.dumps(payload, sort_keys=True)`, so any receiver implementing the documentation rejects every delivery."
C51	C	Minor	"docs/webhooks.md — ""backoff is exponential with jitter"""	jitter is documented but not implemented	`backoff_for` returns exactly `2**attempt` seconds with no randomization.
C52	C	Major	"docs/webhooks.md — ""a 4xx is permanent and we stop immediately"""	the documented 4xx handling contradicts the retry loop	`deliver` treats every non-2xx identically and retries a 4xx up to five times.
C53	C	Major	"docs/webhooks.md — ""it cannot be read back afterwards"""	the documented secrecy of the signing secret is false	`GET /v1/settings/webhook-endpoints` serializes each endpoint with `to_dict()`, which includes `signing_secret`.
C54	C	Major	"docs/webhooks.md — ""Inspecting deliveries"""	the documented org scoping of the deliveries endpoint does not exist	"The document says the endpoint returns attempts ""for an endpoint belonging to your organization"", but `list_deliveries` filters on `endpoint_id` alone."
C55	C	Major	"docs/webhooks.md — ""deduplicate on event_id"""	the deduplication key the document tells customers to use is never sent	Only the raw event payload is POSTed, with no `event_id` field or header, so a receiver has no way to follow this instruction.
C56	C	Critical	migrations/0042_webhook_delivery.sql — status CHECK constraint	the CHECK constraint rejects the status the code writes	"The constraint allows `'failed'` while `_finish` writes `""failed_permanent""`, so every permanently failed delivery raises a constraint violation instead of being recorded."
C57	C	Critical	migrations/0042_webhook_delivery.sql — idx_webhook_deliveries_event	the unique index on event_id alone prevents fan-out to more than one endpoint	`enqueue_for_event` inserts one row per matching endpoint with the same `event_id`, so the second row violates the unique index and the whole enqueue fails for any org with two endpoints.
C58	C	Major	migrations/0042_webhook_delivery.sql — TIMESTAMP columns	timestamp columns are created without a time zone while the code uses aware datetimes	`created_at`, `updated_at` and `next_attempt_at` are `TIMESTAMP`, so the `datetime.now(timezone.utc)` values the code writes lose their offset and come back naive.
C59	C	Major	migrations/0042_webhook_delivery.sql — signing_secret	the signing secret is stored in plaintext	`signing_secret TEXT NOT NULL` keeps a live shared HMAC key in the clear, so a database dump or a SQL-level read hands over every tenant's key.
C60	C	Minor	migrations/0042_webhook_delivery.sql — idx_webhook_deliveries_status	no composite index supports the claim query	The claim filters on `status` and `next_attempt_at` and orders by `next_attempt_at`, but only a single-column index on `status` exists, so the low-selectivity `pending` bucket must be sorted on every poll.
C61	C	Minor	migrations/0042_webhook_delivery.sql — webhook_deliveries indexes	no index supports the deliveries listing query	`list_deliveries` filters on `endpoint_id` and orders by `created_at DESC`, and neither column is indexed.
C62	C	Minor	migrations/0042_webhook_delivery.sql — whole file	the migration has no rollback and is not re-runnable	`CREATE TABLE` and `ALTER TABLE ... ADD COLUMN` are unconditional with no `IF NOT EXISTS` and no down script, so a partially applied or repeated run fails.
C63	C	Major	tests/webhooks/test_delivery.py — whole file	the retry behaviour named in the commit subject is never exercised	Only `backoff_for`, `MAX_ATTEMPTS` and `send_once` are tested; `deliver`, `_claim_batch`, `_acquire_lock`, `_finish` and `enqueue_for_event` have no test, so the blocking sleep, the detached rows and the stuck `in_flight` state all pass CI.
C64	C	Major	tests/webhooks/test_delivery.py — test_verify_accepts_signature_produced_by_sign	the round-trip test cannot detect the documented-scheme mismatch	It signs and verifies with the same function, so it stays green whether or not the timestamp and the raw body are part of the MAC.
C65	C	Major	tests/webhooks/test_delivery.py — test_send_once_posts_the_signed_payload	the test checks the signature's shape but never that it validates against the sent body	It asserts only that the header starts with `sha256=`, so the mismatch between `json.dumps(..., sort_keys=True)` and the bytes httpx actually transmits is invisible.
C66	C	Minor	tests/webhooks/test_delivery.py — test_max_attempts_matches_documented_limit	the test asserts a constant against a literal and pins no behaviour	`assert MAX_ATTEMPTS == 5` can only fail if the constant is edited, and it says nothing about how many attempts `deliver` performs.
C67	C	Minor	tests/webhooks/test_delivery.py — test_backoff_grows_exponentially	the test pins jitter-free delays that the documentation says should be jittered	Asserting exact equality with 2, 4, 8, 16 locks in the behaviour that contradicts `docs/webhooks.md`.
C68	C	Minor	tests/webhooks/test_delivery.py — test_new_signing_secret_has_prefix_and_length	the test encodes the bytes-versus-characters confusion as the expected contract	It asserts `len(secret) == len(prefix) + SECRET_BYTES`, so a 32-character base62 secret is treated as correct and any move to 32 real random bytes would fail the test.
C69	C	Minor	tests/webhooks/test_delivery.py — FakeEndpoint / FakeDelivery	the fakes are class-attribute stubs that cannot reproduce the production object lifecycle	They always have populated `url`, `signing_secret` and `payload`, so the detached-instance and None-endpoint failures in `deliver` cannot surface through these tests.
C70	C	Minor	tests/webhooks/test_delivery.py — verify tests	no test asserts that a tampered payload fails verification	Both verify tests vary the secret, never the payload, so a signature computed over the wrong data would still be accepted by the suite.
D01	D	Critical	app/webhooks/signing.py — new_signing_secret()	signing secrets are generated with the non-cryptographic random module	The secret is built from random.choice over an alphabet, and random is a Mersenne Twister PRNG whose state can be reconstructed from observed output, so an attacker who sees a few secrets can predict others and forge signatures.
D02	D	Critical	app/webhooks/signing.py — verify()	signature comparison is a plain == instead of a constant-time compare	verify returns expected == signature, and Python's string equality short-circuits on the first differing byte, leaking digest prefix information through timing to a caller that can supply candidate signatures.
D03	D	Critical	app/webhooks/signing.py — sign()	the signature does not cover the timestamp it is sent with	sign returns a timestamp and an HMAC computed only over the serialized payload, so the X-Acme-Timestamp header is unauthenticated and can be rewritten by a replayer without invalidating the signature.
D04	D	Critical	app/webhooks/delivery.py — send_once()	the signed bytes are not the bytes that are transmitted	sign hashes json.dumps(payload, sort_keys=True) while client.post(json=...) re-serializes the payload with httpx's own encoder (different key order and separators), so the receiver recomputing the HMAC over the raw body it received gets a different digest.
D05	D	Critical	app/webhooks/signing.py — verify()	verify recomputes a fresh timestamp and ignores the one on the request	verify calls sign again, discarding the returned timestamp and never comparing it to the request's, so the helper we publish as the reference implementation cannot enforce the replay window the docs require.
D06	D	Critical	migrations/0042_webhook_delivery.sql — webhook_deliveries.status CHECK	the status CHECK constraint does not allow the terminal status the code writes	The CHECK permits only 'pending', 'in_flight', 'delivered', 'failed', while _finish writes 'failed_permanent', so every permanently failed delivery raises a constraint violation instead of being recorded.
D07	D	Critical	migrations/0042_webhook_delivery.sql — idx_webhook_deliveries_event	the unique index on event_id alone allows only one delivery row per event	UNIQUE (event_id) makes a second insert for the same event_id fail, so an org with two subscribed endpoints cannot have both deliveries enqueued and the whole add_all aborts.
D08	D	Critical	app/webhooks/delivery.py — deliver()	time.sleep blocks the event loop inside an async coroutine	deliver awaits httpx but then calls the synchronous time.sleep(delay) for backoff, which halts the entire event loop so every other delivery in the asyncio.gather and the worker itself stall for up to 16 seconds per retry.
D09	D	Critical	app/webhooks/delivery.py — _claim_batch()	ORM rows are returned after their session has closed	_claim_batch returns the query results from inside the with session_scope() block, so by the time deliver reads row.payload, row.attempts or row.id the instances are detached and expired and attribute access raises DetachedInstanceError.
D10	D	Critical	app/webhooks/delivery.py — deliver()	the endpoint object is used outside the session that loaded it	endpoint = session.get(...) is assigned inside the with block and then endpoint.signing_secret and endpoint.url are read after the session closed, so the attribute load fires against a dead session.
D11	D	Critical	app/api/routes/settings.py — list_deliveries()	the deliveries endpoint never checks that the endpoint belongs to the caller's org	The query filters only on endpoint_id taken from the path, so any authenticated user can enumerate delivery history, event ids and event types for any other organization's endpoints.
D12	D	Critical	app/webhooks/models.py — WebhookEndpoint.to_dict()	to_dict exposes the signing secret on every read path	to_dict includes signing_secret, and list_webhook_endpoints returns it for all endpoints, so the shared HMAC key is handed out on every GET rather than only at creation.
D13	D	Critical	app/api/routes/settings.py — create_webhook_endpoint()	registered URLs are not restricted to public hosts, giving SSRF	The only check is a scheme prefix and a non-empty netloc, so a user can register http://127.0.0.1/ or http://169.254.169.254/latest/meta-data and have the worker POST to internal services from inside the network.
D14	D	Major	app/webhooks/delivery.py — run_worker()	follow_redirects=True lets a receiver bounce the signed payload to another host	The AsyncClient is constructed with follow_redirects=True, so a 302 from a customer endpoint causes httpx to re-send the payload and the signature headers to an arbitrary destination the user never registered.
D15	D	Critical	app/webhooks/delivery.py — _acquire_lock()	the distributed lock is acquired with a non-atomic get-then-set	_acquire_lock reads LOCK_KEY, then sets it, so two workers that both read a missing key both proceed and dispatch the same batch, duplicating every delivery.
D16	D	Major	app/webhooks/delivery.py — _acquire_lock()	set and expire are separate commands so a crash leaves the lock permanent	The TTL is applied by a second expire call after set, and a process that dies between them leaves LOCK_KEY with no expiry, permanently wedging every worker.
D17	D	Major	app/webhooks/delivery.py — run_worker()	the lock is deleted unconditionally without checking ownership	The finally block calls redis_client.delete(LOCK_KEY) with no fencing value, so a worker whose 60-second lock already expired deletes the lock now held by a different worker.
D18	D	Major	app/webhooks/delivery.py — run_worker()	the 60-second lock TTL is shorter than a batch can take	The lock expires after 60 seconds while a batch of up to 100 deliveries with a 30-second timeout and four backoff sleeps can run for minutes, so a second worker starts claiming and delivering while the first is still in flight.
D19	D	Major	app/webhooks/delivery.py — _claim_batch()	rows are claimed without row-level locking	The claim is a plain SELECT followed by an in-Python status assignment with no FOR UPDATE SKIP LOCKED, so two concurrent transactions can select and claim the same pending rows.
D20	D	Major	app/webhooks/delivery.py — deliver()	a delivery left in in_flight is never recovered	status is set to in_flight at claim time and only rewritten by _finish, so any worker crash, cancellation or unhandled exception strands the row in in_flight where no query will ever pick it up again.
D21	D	Major	app/webhooks/delivery.py — deliver()	attempts is only persisted at a terminal state so the retry cap is not durable	row.attempts is written solely by _finish on success or permanent failure, so a delivery that fails four times and then crashes reappears with attempts still 0 and gets a fresh full quota of attempts.
D22	D	Major	app/webhooks/delivery.py — deliver()	all retries happen inside one in-process loop, so next_attempt_at is never used	The while loop performs up to MAX_ATTEMPTS attempts in a single pass and never resets the row to pending with a future next_attempt_at, so the scheduled-retry column and the pending-queue design are dead and no retry survives a restart.
D23	D	Major	app/webhooks/delivery.py — deliver()	4xx responses are retried although the code only special-cases 2xx	The success branch tests 200 <= status < 300 and everything else falls through to the retry path, so a 400 or 404 is retried five times instead of being treated as permanent.
