id	arm	review	part	severity	file	title	what_is_wrong
K0093	T	6	0	Major	`test/import/parse.test.ts` — `it("keeps an allowed role")`, asserting `parseRows(header +	the test suite pins `owner` as an accepted import role, so it certifies the privilege escalation as intended behaviour	the escalation itself is already reported, but no one reported that the change ships an executable assertion that `owner` must survive parsing — the one test in the file that touches the security boundary asserts the wrong side of it.
K0094	T	6	0	Minor	`src/import/parse.ts` — `parseRows`, `cols.indexOf("email")`	a UTF-8 BOM defeats the header lookup, and the failure is reported as a successful import	the already-reported header finding describes a *missing or misspelled* column, implying operator error; the dominant real trigger is a correctly-spelled header preceded by a BOM, since `csv.split` leaves `﻿` on the first column so `cols[0]` is `"﻿email"` and `iEmail` is `-1` — a different trigger with a different fix 
K0095	T	6	1	Major	`src/import/parse.ts` — `parseRows`, line `const lines = csv.split(/\r?\n/).filter((l) => 	`parseRows` splits on newlines before tokenizing quotes, so a legal multi-line CSV record is torn into two corrupt rows	quote state is tracked only inside `splitLine`, which is called per line, so an RFC 4180 field containing a newline (`a@x.com,"Ann\nSmith",admin`) is cut into `a@x.com,"Ann` and `Smith",admin` before any quote is seen, and the first fragment parses as a complete row whose `role` column is simply absent.
K0096	T	6	1	Major	`src/import/bulk.ts` — `applyBatch`, `if (!row.email.includes("@"))`; `src/import/parse.ts	no field is validated at the request boundary; the only email check is `includes("@")` and it runs after the row is already persisted	`parseRows` normalizes but validates nothing (`email` is passed through as whatever the cell contained, `displayName` is unbounded), and the single validation in the change lives deep in business logic and only after `stageRows` has already written every row to `import_staging`, so `"@"`, `"@@"`, `"a@"`, a 10 MB displa
K0097	T	6	1	Major	`src/routes/import.ts` — `POST`	the new `POST /api/import` route has no rate limit and no per-org concurrency guard	the route accepts a 5 MB body, parses it, and issues one `upsert` round trip per row with no limiter, no queue, and no check that another import for the same org is already in flight (RS2: every new API endpoint must have rate limiting).
K0098	T	6	1	Major	`src/context/request.ts` — `enterSystemOperation`, `const ctx = currentContext()`	`enterSystemOperation` cannot be called by either of the two callers its own doc comment names	the comment states that "the nightly reconciler, the schema backfill" announce themselves through this function, but it is implemented on top of `currentContext()`, which throws `no request context` whenever there is no `AsyncLocalStorage` store — and a cron job or a migration backfill runs outside `runWithContext` by 
K0099	T	6	1	Major	`test/import/parse.test.ts` — `it("keeps an allowed role")` and `it("defaults a missing ro	the new test file pins two of this change's defects as intended behaviour	`keeps an allowed role` asserts that a CSV cell reading `owner` is preserved verbatim, and `defaults a missing role to member` asserts that a header lacking the `role` column is a success case producing `member` — the two tests encode as contract exactly the privilege-escalation path and the silent-missing-column behav
K0100	T	6	1	Minor	`src/import/parse.ts` — `ALLOWED_ROLES.includes(role)`	role matching is case-sensitive while every other normalization in the parser is case-folding	`email` is `.toLowerCase()`d and the header columns are `.toLowerCase()`d, but the role cell is only `.trim()`ed before an exact-match `includes`, so `Admin`, `ADMIN` and `Owner` all miss the allowlist and fall through to the `member` default.
K0101	T	6	1	Minor	`src/import/bulk.ts` — `applyBatch`, `prisma.importStaging.findMany({ where: { batchId } }	`applyBatch` reads the staging batch with no `ORDER BY`, so duplicate emails in one upload resolve in undefined order	the query has no `orderBy`, so the engine may return the rows in any order, and a CSV listing the same address twice with different roles produces a final membership role that depends on the plan rather than on the file; the same duplication also inflates both `staged` and `applied`, since neither counter de-duplicates
K0102	T	6	2	Major	src/import/parse.ts — `parseRows`, `const lines = csv.split(/\r?\n/)`	`parseRows` splits lines before parsing quotes, so a quoted field containing a newline corrupts two rows	line splitting happens on the raw text with no quote state, while `splitLine` is quote-aware, so a field like `"Ann\nSmith"` — which the quoting the change deliberately implements makes legal — is cut into two lines that are then parsed independently.
K0103	T	6	2	Major	src/import/bulk.ts — `applyBatch`, `prisma.importStaging.findMany({ where: { batchId } })`	`applyBatch` reads the staging batch with no `orderBy`, so a CSV listing the same email twice assigns a role at random	the rows are applied in whatever order Postgres returns them (no `ORDER BY`, and `import_staging_batch_idx` in `migrations/0058_import.sql` makes an index scan plausible), and each row is a blind `upsert` whose `update` overwrites `role`, so for duplicate emails within one batch the surviving role is undefined rather t
K0104	T	6	2	Major	docs/import.md — "Rows are staged, then promoted to memberships"; src/import/bulk.ts — `st	the "operator can inspect before applying" claim has no implementation, and the evidence it refers to is deleted seconds after it is written	`runImport` stages, applies and `deleteMany`s the batch inside one request with no return point in between, so there is no interval in which anything can be inspected, and the rejected rows — the only record of which addresses failed — are deleted along with the applied ones.
K0105	T	6	2	Major	test/import/parse.test.ts — `it("keeps an allowed role")` asserting `parseRows(header + "a	the parse tests pin `owner` as an acceptable imported role, so the already-reported escalation fix will red a passing test	the suite encodes the privilege-escalation path as intended behaviour, and `ALLOWED_ROLES` in `src/import/parse.ts` is the only place any role decision is made — the route in `src/routes/import.ts` checks the *caller's* role and never compares it against the roles the CSV requests — so the test will be the visible symp
K0106	T	6	2	Major	src/import/bulk.ts — `applyBatch`, `if (!row.email.includes("@"))`; src/import/parse.ts — 	the only email validation is `includes("@")`, applied after the row is already persisted	the boundary parser normalises but does not validate, and the sole check lives deep in the promotion loop and passes any string containing an `@` — `"@"`, `"a@"`, `"<script>@x"`, or a 200 KB line — after `stageRows` has already written that row to `import_staging`, whose `email text NOT NULL` column is unbounded.
K0107	T	6	2	Minor	src/import/parse.ts — `ALLOWED_ROLES.includes(role) ? role : "member"`	role matching is case-sensitive while email is normalised, so `Admin` is silently downgraded	`email` is lowercased but `role` is compared verbatim, so a CSV written with `Admin`/`Owner` — the capitalisation most spreadsheet users produce — takes the unknown-role fallback.
K0108	C	1	0	Major	`src/import/parse.ts` — `role: ALLOWED_ROLES.includes(role) ? role : "member"` (and `const	the `update` branch writes a role the CSV never stated, so an ordinary re-import silently demotes every existing admin and owner	`parseRows` manufactures the string `"member"` for three different situations that are not the same fact — the row omitted the role, the header has no `role` column (`iRole === -1`, so `f[-1]` is `undefined`), and the role was spelled `Admin`/`Owner` (the allowlist test is case-sensitive one line below the email's `.tr
K0109	C	1	0	Major	`src/import/bulk.ts` — `stageRows` doc comment ("scratch rows the operator can inspect bef	the reason given for suspending the audit control is not true of the code, and the evidence it points at is deleted in the same request	the audit exemption is licensed by a property the change does not implement — there is no inspection step and no operator gate, because `runImport` stages, promotes and then deletes the staging rows inside a single request, so the "scratch" rows are in fact the only representation the submitted CSV ever has, and it is 
K0110	C	1	0	Major	`src/audit/guard.ts` — `logger.debug({ model, action, requestId: ctx.requestId }, "audit s	the audit bypass is logged at `debug` and without the actor, so in production the writes that skipped the control are the only ones leaving no trace	the control's suspension path is one level quieter than its normal path and drops `actorId` from the payload, so at any production log level of `info` or above a bypassed write emits nothing at all while ordinary writes emit a line.
K0111	C	1	0	Major	`src/routes/import.ts` — `await prisma.orgActivity.create({ ... })` inside the `runWithCon	the route's `orgActivity.create` is a fourth independent commit, outside `runImport` and outside the missing transaction the reported finding scopes to it	cross-cutting check on the changed pattern — the reported transaction finding enumerates `stageRows`, `applyBatch` and `deleteMany` inside `src/import/bulk.ts` and stops at `runImport`'s boundary, but the same unwrapped-write pattern has a fourth instance one call frame up: the activity record is written after the memb
K0112	C	1	0	Minor	`src/import/parse.ts` — `parseRows` return object; `migrations/0058_import.sql` — `email t	no field-length bound anywhere between the 5 MB body cap and the `text` columns	the only size control in the change is the whole-body check in `src/routes/import.ts`, and neither the parser nor the schema bounds an individual field, so a single row can carry a multi-megabyte `displayName` or `email` that is stored verbatim and echoed into every downstream consumer of a membership.
K0113	C	1	0	Minor	`src/import/parse.ts` — `splitLine`, the `quoted = !quoted` toggle and the final `out.push	an unterminated quote or a short row is accepted silently rather than reported	a row with an odd number of `"` characters leaves `quoted` true at end of line, so its remaining commas stop being delimiters and several columns merge into one field, and a row with fewer fields than the header yields `undefined` coerced to `""` — in both cases the row is emitted as data rather than reported as malfor
K0114	C	1	0	Minor	`src/context/request.ts` — `enterSystemOperation`, whose comment names "the nightly reconc	are the two other operations named in `enterSystemOperation`'s doc comment actually able to call it?	the function's first statement is `currentContext()`, which throws `"no request context"` when there is no `AsyncLocalStorage` store, and the diff wires exactly one of the three named callers (`stageRows`), so I cannot tell from the change whether a background job establishes a full `RequestContext` — `requestId`, `act
K0115	C	1	1	Critical	`src/import/parse.ts` — `const role = (f[iRole] ?? "member").trim();` in `parseRows`; `src	an import silently strips roles — a CSV with no `role` column demotes every listed admin and owner to `member`	when the header has no `role` column `iRole` is `-1`, so every row is built with `role: "member"` (pinned by the existing test `defaults a missing role to member` at `test/import/parse.test.ts`, and by a blank role cell, which trims to `""`, fails `ALLOWED_ROLES.includes`, and lands on the same default), and `applyBatc
K0116	C	1	1	Major	`src/import/parse.ts` — `displayName: (f[iName] ?? "").trim()`; `src/import/bulk.ts` — `ap	the same absent-column path blanks `displayName` on every existing membership	this is the second instance of the pattern in the finding above — a header without a `name` column gives `iName === -1`, every row carries `displayName: ""`, and the `update` branch writes that empty string over the stored name, so the cross-cutting check on "absent column becomes a written default" finds two sites, no
K0117	C	1	1	Major	`test/import/parse.test.ts` — `it("keeps an allowed role")`, `expect(parseRows(header + "a	the test suite asserts the escalation vector as required behaviour, so the correct fix reds a green test	the already-reported Critical is that an admin-uploaded CSV may name `owner`; this test pins that exact behaviour as an acceptance criterion, and every one of the four role tests is on the accept side — none asserts that a role above the uploader's own rank is refused, which is the deny side the guard does not have (RT
K0118	C	1	1	Major	`src/context/request.ts` — `export function enterSystemOperation()` and its doc comment	`enterSystemOperation` has no caller authority — "Only system operations may call this" is a comment, not a control	separately from the already-reported lifetime leak, the grant has no *authority* gate of any kind — it is an ordinary export from a module every request-scoped file already imports (`src/import/bulk.ts` imports it alongside `currentContext`), reachable from any handler, with no registry of sanctioned operations, no cap
K0119	C	1	1	Major	`src/import/bulk.ts` — `runImport`, `await prisma.importStaging.deleteMany({ where: { batc	the change destroys its own evidence — the staged rows are deleted unconditionally and nothing else records which memberships changed	`import_staging` is the only place the per-row `email`/`role`/`displayName` triple exists, `runImport` deletes it in the same request, and the sole durable record left behind is an `org_activity` row whose `detail` is two counts in free text with no `batch_id`, no row list, and no before/after roles — so after a succes
K0120	C	1	1	Major	`src/audit/guard.ts` — `logger.debug({ model, action, requestId: ctx.requestId }, "audit s	neither audit log line can attribute a write, and the suppressed-write line is emitted below production log level	the two lines carry disjoint identifiers — the skip line has `requestId` but no `actorId`, the pass line has `actorId` but no `requestId` — so no log line joins a principal to a request, and the branch that records a *suppressed* write, the one that matters, is at `debug`, which production log configuration routinely d
K0121	C	1	1	Minor	`src/import/parse.ts` — `role: ALLOWED_ROLES.includes(role) ? role : "member"` against `em	role matching is case-sensitive while email is normalised, so `Admin` and `OWNER` fall back to `member`	the email field is lowercased before comparison and the role field is not, so a CSV exported from a spreadsheet that title-cases its columns silently downgrades every row instead of matching.
K0122	C	1	2	Critical	`src/import/parse.ts` — `parseRows`, `const role = (f[iRole] ?? "member").trim()` and `ALL	a CSV without a `role` column silently demotes every member it names, owners included	`"member"` is used as the in-band marker for "this row said nothing about role" while also being a legitimate role value, and `applyBatch`'s `update` branch writes that marker over the existing membership unconditionally, so absence of a column is indistinguishable from an explicit demotion (R55; the diff's own test `i
K0123	C	1	2	Major	`src/import/parse.ts` — `const role = (f[iRole] ?? "member").trim()` compared by `ALLOWED_	the role allowlist is case-sensitive while the email beside it is normalised	the same parse step normalises case for `email` and not for `role`, so `Admin`, `OWNER`, or a spreadsheet's autocapitalised `Member` fails the allowlist and takes the fallback path.
K0124	C	1	2	Major	`docs/import.md` — "The staging writes are the single exception — they are scratch rows th	the stated reason for suspending the audit control — operator inspection of staged rows — does not exist in the code	there is no point at which an operator can inspect anything — a single `POST` stages, promotes and deletes the rows inside one request with no intervening return value, endpoint, or state, so the justification offered for `enterSystemOperation()` is a claim the change itself contradicts (R49: a claim calibrated above t
K0125	C	1	2	Minor	`migrations/0058_import.sql` — `import_staging` has only `import_staging_batch_idx` and no	a duplicate email inside one CSV is staged twice, applied twice, and the last row silently wins	nothing in the parser, the table, or the loop collapses repeated emails, so two rows for one address are both promoted and `applied` is incremented twice for one membership.
K0126	C	1	2	Minor	`src/audit/guard.ts` — the doc comment "Called by the Prisma middleware before every mutat	correction — the `MUTATIONS` omission is a second classifier of a predicate the middleware already decides, and the remedy is not to lengthen the list	the prior reports treat this as a missing member (`createMany`) and infer that unlisted actions were previously checked, which rests on the middleware's own action filter — code this change does not contain — while what the diff does show is two independent decisions of "is this action mutating", the middleware's and t
K0127	C	1	2	Minor	`src/routes/import.ts` — `prisma.orgActivity.create` placed after `await runImport(csv)` i	the only durable record of who ran an import is written last, so a failed import leaves no actor on file	the activity row is created only on the success path, with no `try`/`finally` and no entry describing a partial run.
K0128	C	1	2	Minor	`src/import/bulk.ts` — `applyBatch` writes `role: row.role` read back from `prisma.importS	`role` re-enters the write path from the database without being re-validated	`ALLOWED_ROLES` is enforced once, in the parser, and the value then crosses a commit boundary into a table that constrains it in no way before being written verbatim into `membership.role`.
K0129	C	1	2	Minor	`src/routes/import.ts` — `POST`, which reads `await req.text()` with no `Content-Type` che	is `POST /api/import` reachable by a cross-site form post?	the handler accepts a raw text body from any content type, which is exactly the shape a cross-site `<form enctype="text/plain">` can produce, and the only thing standing between that and a membership rewrite is whatever `getSession(req)` uses to authenticate.
K0130	C	2	0	Critical	`src/import/parse.ts` — `parseRows`, `(f[iRole] ?? "member")` and `(f[iName] ?? "").trim()	an import that omits a column overwrites that column on every existing member with a value the operator never supplied	`parseRows` manufactures a value for every column absent from the header — `"member"` for `role`, `""` for `name` — and `applyBatch`'s `update:` branch writes both fields unconditionally, so the fabricated value is indistinguishable from an operator-supplied one by the time it reaches the database.
K0131	C	2	0	Major	`src/import/bulk.ts` — `stageRows` docstring ("scratch rows the operator can inspect befor	the rationale that licenses the audit exemption is false — staged rows are written, consumed and deleted inside one request and are never inspectable	the stated justification for calling `enterSystemOperation()` is that staging rows are an inspectable scratch surface, but `runImport` applies and then deletes the batch in the same call with no intervening read by anything, so the exemption buys a property the code does not provide.
K0132	C	2	0	Major	`src/import/bulk.ts` — `applyBatch`, `await prisma.importStaging.findMany({ where: { batch	`applyBatch` reads the batch with no ordering and no uniqueness on email, so a file listing one address twice applies a non-deterministic role and inflates the reported counts	the promotion loop consumes an unordered result set — no `orderBy` is passed, so no `ORDER BY` is emitted and row order is whatever the engine returns — and nothing rejects two staged rows sharing an email, so two rows for `a@x.com` with different roles both upsert and the surviving role is decided by the storage engin
K0133	C	2	0	Minor	`src/audit/guard.ts` — `logger.debug({ model, action, requestId: ctx.requestId }, "audit s	the log line that stands in for the audit record of a bypassed write omits the actor	the bypass branch logs `model`, `action` and `requestId` but not `ctx.actorId`, which is the one field the audit trail exists to capture and the field the adjacent `logger.info` on the audited path does record.
K0134	C	2	0	Minor	`test/import/parse.test.ts` — `it("keeps an allowed role")`, asserting `parseRows(header +	the test suite ratifies `owner` as an importable role, so the reported escalation fix has to change an assertion	the only test that exercises the role vocabulary on its allow side pins the exact value that makes the reported privilege-escalation path work, so the suite reads as evidence that the vocabulary is intended.
K0135	C	2	0	Minor	`src/import/bulk.ts` — `stageRows`, `staged += chunk.length` after `await prisma.importSta	`staged` is reported from the input length, not from what the database accepted	`createMany` returns a `{ count }` the code discards, so the number returned to the caller is the number of rows submitted rather than the number written.
K0136	C	2	0	Minor	`src/routes/import.ts` — `prisma.orgActivity.create(...)` placed after `await runImport(cs	a mid-run failure leaves the import with no record at all, because the only durable record is written after the writes it describes	the activity row is written only on `runImport`'s success path and outside whatever transaction the reported transaction finding adds, so a throw inside `applyBatch` leaves memberships already changed and no `org_activity` row describing them.
K0137	C	2	1	Major	`src/audit/guard.ts` — `const MUTATIONS = new Set([...])` and `if (!MUTATIONS.has(action))	the `MUTATIONS` set is a second adjudicator of a predicate the Prisma middleware has already decided, so extending it is the wrong remedy	the diff adds a name-based classification of "is this action a mutation?" beside the caller that the function's own contract says has already made that decision, so one predicate now has two verdict sites with different semantics — the middleware's (whatever Prisma hands it) and a six-element hand-written literal — and
K0138	C	2	1	Major	`src/context/request.ts` — `skipAudit?: boolean` on the exported `RequestContext` interfac	`skipAudit` is a public field of `RequestContext`, so every caller of `runWithContext` can construct the bypass and `contextSnapshot` copies it out of the frame	the audit suspension is modelled as ordinary data on the request-context type that every route builds by object literal (`src/routes/import.ts` builds one), rather than as a capability held by the runtime, and the diff's other new export copies that field out of the frame into a value whose type — `Readonly<RequestCont
K0139	C	2	1	Major	`src/context/request.ts` — `enterSystemOperation`, `const ctx = currentContext();` against	`enterSystemOperation` cannot serve two of the three callers its own docstring names	the function's first statement is `currentContext()`, which throws `"no request context"` when `storage.getStore()` is undefined, so the contract the new comment declares is unbacked in both readings — either the nightly reconciler and the schema backfill run outside a request and the call throws instead of granting, o
K0140	C	2	1	Major	`src/import/parse.ts` — `parseRows`, `const role = (f[iRole] ?? "member").trim();` and `ro	the role cell is matched case-sensitively while the email cell beside it is normalised, so a title-cased role silently downgrades to `member` with no signal anywhere	the same function normalises case on the email column and not on the role column, and it collapses two distinct inputs — an absent role column and a present but unmatched value — into the same silent `"member"`, so `Admin`, `Owner`, `MEMBER` or a stray-space variant are not rejected, not counted, and not reported.
K0141	C	2	1	Minor	`src/import/parse.ts` — `splitLine`, the `quoted = !quoted` branch and the trailing `out.p	`splitLine` treats an unterminated quote as a successful parse	a line with an odd number of `"` characters ends with `quoted === true`, and the function returns normally — the quote characters are stripped and the remainder of the line is folded into one field with no error and no signal.
K0142	C	2	1	Minor	`src/import/bulk.ts` — ``const batchId = `${ctx.orgId}-${ctx.requestId}`;`` with `migratio	`batchId` is built by concatenation with a separator that occurs inside both operands, so the (org, request) → batch mapping is injective only by accident	`-` appears inside UUID org ids and is unrestricted in the caller-supplied request id, so nothing structural keeps `${orgA}-${reqA}` from equalling `${orgB}-${reqB}`; the only thing preventing a cross-tenant collision today is that org ids happen to be fixed-width UUIDs, which is not a property the code or the schema s
K0143	C	2	2	Major	`src/import/bulk.ts` — `stageRows` docstring ("scratch rows the operator can inspect befor	the staging round trip promises an inspect-before-apply step that `runImport` never provides, and that promise is what buys the audit exception	there is no moment, no endpoint, and no return path between staging and promotion at which an operator could inspect anything — `runImport` stages, promotes and deletes in three consecutive statements with no caller re-entry — so the whole `import_staging` round trip is a write, a read and a delete of every row that bu
K0144	C	2	2	Major	`src/routes/import.ts` — `const result = await runImport(csv);` followed by `await prisma.	the org activity record is written only on the success path, so a partially applied import leaves no trace in the feed it was added for	`applyBatch` commits one membership per iteration with no enclosing transaction, so a throw at row *n* leaves rows 1…*n*−1 committed, and the `orgActivity.create` that records "who ran the import and when" is sequenced *after* `runImport` resolves and therefore never runs on that path (R5, transaction-split re-derivati
K0145	C	2	2	Major	`src/context/request.ts` — `enterSystemOperation`, whose body is `const ctx = currentConte	`enterSystemOperation` throws for the two callers its own docstring names, so the capability it declares has no working path for them	`currentContext()` throws `new Error("no request context")` whenever `storage.getStore()` is undefined, which is precisely the state of a cron job, a CLI backfill or any worker that never ran inside `runWithContext`, so the API advertised as the announcement channel for non-request system operations is unreachable from
K0146	C	2	2	Major	`src/import/bulk.ts` — `applyBatch`, `const staged = await prisma.importStaging.findMany({	nothing deduplicates emails, and `applyBatch` promotes rows in unspecified database order, so a CSV listing one address twice resolves to a role chosen by the storage engine	`parseRows` accepts the same normalized email on two lines, `stageRows` appends both via `createMany`, and `applyBatch` iterates an unordered `findMany` result upserting each in turn, so the surviving `role` is whichever duplicate the engine returned last — there is no total order and no de-duplication key anywhere in 
K0147	C	2	2	Minor	`src/import/parse.ts` — `role: ALLOWED_ROLES.includes(role) ? role : "member"`, where `rol	`ALLOWED_ROLES` is matched case-sensitively while every other field on the same path is case-normalized	the header row and the email are lowercased before comparison and the role is not, so a spreadsheet that capitalizes `Admin` or `Owner` — the common shape when the column is rendered for humans — falls into the `"member"` fallback rather than matching, and the row is still counted as applied.
K0148	C	3	0	Major	`src/import/parse.ts` — `splitLine` (the `if (c === '"')` branch) and `parseRows`'s `csv.s	the CSV tokenizer mis-parses two shapes RFC 4180 permits, and both fail silently as a role downgrade	records are cut on every newline before quoting is considered, so a newline inside a quoted field splits one record into two, and a bare `"` inside an *unquoted* field flips `quoted` on, swallowing every subsequent comma on the line.
K0149	C	3	0	Major	`src/import/parse.ts` — `const iName = cols.indexOf("name")` and `displayName: (f[iName] ?	`iName`'s `-1` is the third instance of the sentinel the prior reviewers reported at `iEmail`, and this one silently blanks existing members' names	`f[iName] ?? ""` collapses three distinct states — column absent, row shorter than the header, field present but empty — into `""`, and `applyBatch` writes that `""` unconditionally into the `update` branch of the upsert for members that already exist.
K0150	C	3	0	Major	`src/audit/guard.ts` — `logger.debug({ model, action, requestId: ctx.requestId }, "audit s	the only signal that the audit exemption is in effect is logged at `debug` and omits the actor	within one function the exempted write is recorded at a strictly lower level than the audited write and drops `actorId`, so the record of a write that produced no audit row is the weakest and least attributable line in the file.
K0151	C	3	0	Major	`migrations/0058_import.sql` — `batch_id`, `display_name`, `created_at`, `org_id`, `actor_	the migration creates the two tables in snake_case and the code addresses them in camelCase, and the change that creates them adds no model or mapping	`import_staging` and `org_activity` are created for the first time by this migration, so a Prisma model for either cannot have pre-existed this change, yet no model definition and no `@map`/`@@map` for the snake_case columns appears anywhere in it.
K0152	C	3	0	Major	`src/context/request.ts` — the doc comment naming "the nightly reconciler, the schema back	`enterSystemOperation`'s documented callers cannot call it — two of the three throw	`currentContext()` throws `"no request context"` when `storage.getStore()` is undefined, so the API is usable only from inside a `runWithContext` frame, while two of the three callers its own comment sanctions are background jobs that by construction have no request.
K0153	C	3	0	Major	`src/import/bulk.ts` — `applyBatch`'s `rejected += 1; continue;`, and `runImport`'s `prism	rejected rows are unidentifiable, and the only record of them is deleted at the end of the same request	rejection is counted and nothing else — no log line names the address, the email is not returned, and the `deleteMany` then removes the staging rows that held the only copy of the input.
K0154	C	3	0	Minor	`test/import/parse.test.ts` — `it("keeps an allowed role")`, asserting `parseRows(header +	a test pins `owner` as an accepted import role, so fixing the escalation reds a test that reads as a requirement	the suite's only role-acceptance assertion encodes the exact value that makes the reported privilege escalation possible, stated as intended behaviour.
K0155	C	3	0	Minor	`src/routes/import.ts` — `export async function POST(req: Request)` and `const csv = await	no `Content-Type` restriction on a state-changing POST read via `req.text()` — recorded as a question	the route accepts any request body without checking `Content-Type`, and `text/plain` is a CORS-safelisted type that a cross-origin page can send without a preflight, so whether this route is cross-site forgeable depends entirely on how `getSession(req)` authenticates — which this change does not contain.
K0156	C	3	0	Minor	`src/import/bulk.ts` — `applyBatch`'s `update: { role: row.role }`	an import can leave the org with no owner	the upsert lowers an existing `owner` to `member` with no check that another owner remains, and this needs no attacker — a legitimate owner running a routine bulk role change over a CSV that lists themselves as `member` demotes themselves.
K0157	C	3	1	Major	`src/audit/guard.ts` — `logger.debug({ model, action, requestId: ctx.requestId }, "audit s	the audit-bypass event is logged one level *below* the ordinary write it replaces, so the bypass is the only thing invisible in production	the routine, uninteresting case is emitted at `info` and the security-relevant case — a write that bypassed the control the docstring calls "the thing we are protecting against" — is emitted at `debug`, and the skip payload also drops `actorId`, so the one line an investigator needs is both below the level production s
K0158	C	3	1	Major	`src/import/bulk.ts` — `applyBatch`'s `update: { displayName: row.displayName, role: row.r	the promotion loop overwrites every existing member's display name with the empty string whenever the CSV has no populated `name` column	when the header omits `name`, `iName` is `-1`, `f[-1]` is `undefined`, and `?? ""` makes `""` mean three different things at once — "no name column", "no field on this row", and "the operator really did send an empty name" — and the upsert's `update` branch writes that `""` unconditionally over whatever the membership 
K0159	C	3	1	Major	`src/import/parse.ts` — `parseRows`'s `csv.split(/\r?\n/).filter(...)` versus `splitLine`'	two different mechanisms decide where a CSV record ends, so quoted fields containing a newline are shredded and an unterminated quote silently swallows the rest of the line	`parseRows` fixes record boundaries with a regex that knows nothing about quoting *before* `splitLine` is ever consulted, so the quoting `splitLine` carefully implements (including the doubled-quote unescape the tests exercise) cannot apply across a newline; `splitLine` never checks that `quoted` is false when the line
K0160	C	3	1	Major	`test/import/parse.test.ts` — `it("keeps an allowed role", ...)` asserting `parseRows(head	the only privilege-relevant assertion in the suite is the one that pins the escalation as intended behaviour	the suite's single statement about privilege asserts that a CSV may carry `owner` through the parser unchanged — which is precisely the primitive the reported Critical says must be removed — and no test anywhere goes through the production primitive that actually assigns the role (`applyBatch`'s `prisma.membership.upse
K0161	C	3	2	Major	`src/import/parse.ts` — `parseRows`, `const lines = csv.split(/\r?\n/)` (line 222), agains	the CSV is split into lines by regex before the quote state machine runs, so a quoted field containing a newline is torn into two records	the change contains both halves of the contradiction — `splitLine` maintains a `quoted` state proving the author knows RFC 4180 quoting exists, while `parseRows` has already destroyed record boundaries with a regex that cannot see that state, so `"Ann\nSmith"` is judged as two records and an unterminated quote at end o
K0162	C	3	2	Major	`src/import/bulk.ts` — `stageRows`, `enterSystemOperation()` (line 113); `src/audit/guard.	fixing the `MUTATIONS` allowlist without deleting `enterSystemOperation` makes the request-wide audit leak load-bearing — the two reported Criticals must be remediated in one direc	correction to the reported set — `enterSystemOperation()` is today *inert for its own stated purpose*, because `createMany` is absent from `MUTATIONS` and the early return means the staging write never reaches the audit check at all, so the call's only live effect is the leak onto every later statement; nobody joined t
K0163	C	3	2	Major	`test/import/parse.test.ts` — `keeps an allowed role` (lines 341-343), with `defaults an u	the diff's own test suite pins the privilege-escalation vector as intended behaviour, and eight of its nine cases are satisfied by a parser that ignores `ALLOWED_ROLES` entirely	`expect(parseRows(header + "a@x.com,Ann,owner")[0].role).toBe("owner")` asserts that a CSV may name `owner` — the exact behaviour three reviewers reported as the escalation Critical — so the security fix reds a green test, and separately the suite cannot discriminate implementations, because `"member"` is both the legi
K0164	C	3	2	Major	`src/import/bulk.ts` — `applyBatch`, `update: { displayName: row.displayName, role: row.ro	the upsert's `update` branch overwrites `displayName` unconditionally, so a re-import with a blank or absent name column erases stored display names	cross-cutting instance of the defect the reported findings caught only on `role` — `parseRows` collapses "the name column is absent" (`iName === -1`, so `f[-1] ?? ""`) and "this row's name cell is empty" into the same in-band `""` (R55), and `applyBatch` writes that `""` over an existing membership's stored name with n
K0165	C	3	2	Major	`src/routes/import.ts` — `prisma.orgActivity.create`, `detail: \`${result.applied} applied	the one durable record the change writes names no subject and no role, and the rows that held that information are deleted in the same request	the reported set establishes that no audit row is written; what it does not say is that the fallback record cannot be reconstructed either — `org_activity` stores two integers in a free-text `detail` string with no reference to the memberships touched, and `import_staging`, the only place the per-address and per-role d
K0166	C	3	2	Minor	`src/import/bulk.ts` — `stageRows`, `staged += chunk.length` beside `await prisma.importSt	both bulk statements discard the row count the database returns and report the count that was attempted	`createMany` and `deleteMany` both return the number of rows the database actually acted on, and both results are ignored in favour of a locally computed length or nothing at all, so `ImportSummary.staged` reports what was sent rather than what landed.
K0167	C	4	0	Major	`src/import/parse.ts` — `parseRows`, line `const lines = csv.split(/\r?\n/).filter((l) => 	a quoted field containing a newline is destroyed — `parseRows` splits the document into records *before* `splitLine` ever sees the quotes	`splitLine`'s quote state is per-line and is discarded at every line boundary, so the third of RFC 4180's three quoting affordances — an embedded newline — is not merely unsupported but silently shifts every field after it, while the diff's own `splitLine` implements the other two (embedded comma, doubled quote).
K0168	C	4	0	Major	`src/import/parse.ts` — `parseRows`'s returned object (`email`/`displayName` are trimmed a	nothing validates the CSV fields at the boundary they enter — the only check is `includes("@")`, and it runs *after* the value is already persisted	the request body is untrusted structured input and the route contains no schema primitive at all (RS3), so the first and only predicate applied to any field is a substring test on `email` located in business logic two DB writes downstream, and `displayName` is never checked or bounded anywhere on the path body → `impor
