id	arm	review	part	severity	target	file	title	what_is_wrong
F0997	W23	5	b	Major	(other)	internal/exports/worker.go — `runSchedule` / `export`, both using the poll loop's `ctx` with no deadline	a single slow run blocks every other schedule in the process indefinitely	The dataset query and the upload to the customer's bucket inherit the long-lived worker context, so neither has a timeout, and `tick` runs the batch sequentially, meaning one unresponsive bucket or one heavy query holds the loop forever.
F0998	W	25	c	Major	(other)	`internal/exports/worker.go` — `tick` (`for _, schedule := range due { w.runSchedule(ctx, schedule) }`) and `runSchedule` (`w.store.Record(ctx, …)`)	a single slow schedule stalls the whole batch, and shutdown loses the run outcome	"the batch of up to 25 due schedules is processed serially on the ticker's context with no per-run deadline, and the outcome write reuses that same cancellable context, while `docs/scheduled-exports.md` names ""a query that times out"" as a handled failure mode that leaves `last_status = failed`."
F0999	W23	12	b	Major	(other)	internal/exports/worker.go — `tick`, `runSchedule`, `export`	a single stuck run freezes the poller, and no run has a deadline	`tick` runs every due schedule sequentially on the ticker goroutine using the long-lived caller context, with no per-run deadline and no timeout on the storage client, so one hanging query or one blackholed TCP connection blocks the rest of the batch and every subsequent tick.
F1000	W	22	a	Major	(other)	`internal/exports/worker.go` — `(*Worker).Run` / `tick` / `runSchedule`, and the `ctx` threaded from `Run` into `QueryContext`	a slow export stalls every other due schedule and has no deadline	`tick` runs the whole `dueBatchSize`-sized batch serially inside the ticker's `select` case, and the context it passes down is the process-lifetime context with no per-run deadline, so one slow query or one hanging upload blocks all 24 other due schedules indefinitely.
F1001	W	11	b	Major	(other)	`internal/exports/worker.go` — `(*Worker).tick`'s `for _, schedule := range due { w.runSchedule(ctx, schedule) }`, and `ctx` passed straight through to `QueryContext` and `client.Put`	a slow export stalls every other schedule, with no per-run deadline	runs execute sequentially on the ticker goroutine using the worker's whole-lifetime context, so nothing bounds a single run; a hung query or an unreachable bucket blocks the loop indefinitely.
F1002	W	20	b	Minor	(other)	internal/exports/worker.go — `(*Worker).export`, `storage.NewClient(storage.Config{...})`	a storage client is constructed for every run	A fresh client (and its underlying HTTP transport) is built per export rather than cached per destination, so connections are not reused.
F1003	W	3	b	Minor	(other)	internal/exports/worker.go — `Worker.export`, `storage.NewClient(...)` inside the per-run path	a storage client is constructed for every run	the client (and any connection pool or credential resolution it carries) is built and discarded once per schedule per tick rather than cached per destination.
F1004	W	24	a	Minor	(other)	`internal/exports/worker.go` — `runSchedule`, the `w.store.Record(...)` error branch	a successful upload whose `Record` fails is re-run and re-uploaded	the object is already in the customer's bucket when `Record` fails (shutdown cancellation, a transient database error), but the schedule keeps its old `next_run_at`, so the next poll runs it again.
F1005	W23	16	a	Major	(other)	"`internal/exports/exports_test.go` — `TestNextRun`, case `""unknown timezone falls back to UTC""`"	a test pins the timezone fallback as intended behaviour	"The test asserts that `Timezone = ""Mars/Olympus_Mons""` produces a UTC-based next run, which converts the silent-coercion defect described above into a pinned contract that any correct fix will redden (RT1: the fixture encodes a belief about the boundary that does not match what the boundary should do)."
F1006	W	23	a	Critical	(other)	internal/exports/worker.go — `serialize` (`for rows.Next() { ... }` … `out.Flush(); return n, out.Error()`)	a truncated export is recorded as succeeded because `rows.Err()` is never checked	the row loop exits identically on clean completion and on a driver or connection error, and `serialize` returns only the CSV writer's error — while `Store.query` in this same change ends with `return out, rows.Err()`, so the correct iteration idiom already exists in the diff and this second implementation drops it (R1: the reimplementation is missing the property the shared path has).
F1007	W	12	b	Critical	(other)	`internal/exports/worker.go` — `serialize`, `return n, out.Error()`	a truncated export is uploaded and recorded as succeeded	the `for rows.Next()` loop exits on iteration error as well as on exhaustion, and `serialize` never calls `rows.Err()` — it returns `out.Error()`, which reports only the CSV writer and is always nil on the JSONL path — while the in-diff precedent `Store.query` in `model.go` does `return out, rows.Err()`.
F1008	W	21	a	Critical	(other)	`internal/exports/worker.go` — `serialize`, `return n, out.Error()`	a truncated export is uploaded and recorded as succeeded	the row loop exits on `rows.Next()` returning false without ever consulting `rows.Err()`, so a driver or connection error mid-iteration ends serialization silently, and on the JSONL path the returned `out.Error()` comes from a `csv.Writer` that was never written to and is therefore always `nil` — the JSONL branch has no error check at all; the correct pattern already exists in this same change, at `(*Store).query` in `internal/exports/model.go`, which ends `return out, rows.Err()`.
F1009	W	1	b	Critical	(other)	internal/exports/worker.go — `serialize` (fixture 654-694, `rows.Err()` never checked) and `(*Worker).export`'s `LIMIT %d` with `maxRows = 500000` (fixture 556, 619-622)	a truncated or errored read is uploaded and recorded as a successful run	the `for rows.Next()` loop exits both when the result set ends and when the driver hits an error mid-stream, and the function returns `out.Error()` — which only reports CSV writer failures and is always nil on the JSONL path — so a connection dropped halfway through produces a short file returned as success; independently, the hardcoded `LIMIT 500000` silently caps a window with no signal of any kind.
F1010	W23	13	b	Critical	(other)	`internal/exports/worker.go` — `serialize`, `for rows.Next() { ... }` then `return n, out.Error()`	a truncated result set is uploaded and recorded as a success	The loop exits on `rows.Next() == false` without ever consulting `rows.Err()`, so a mid-iteration connection reset, statement timeout or driver error terminates the scan indistinguishably from a clean end, and the partial buffer is uploaded and recorded `succeeded`.
F1011	W23	11	a	Critical	(other)	`internal/exports/worker.go` — `serialize`, the `for rows.Next()` loop	a truncated result set is uploaded and recorded as a success	the loop exits on `rows.Next() == false` and the function returns `out.Error()` without ever consulting `rows.Err()`, so a connection reset, a server-side query cancellation, or a decode failure mid-iteration ends the loop indistinguishably from a normal end of results.
F1012	W23	11	b	Critical	(other)	`internal/exports/worker.go` — `serialize` (loop `for rows.Next()`, `return n, out.Error()`) and `Worker.export`	a truncated result set is uploaded and recorded as a successful export	Neither `serialize` nor `export` ever calls `rows.Err()`, so when row iteration stops early because of a driver, network, or server error, `rows.Next()` returns false, `serialize` returns `(n, nil)`, and the partial buffer is uploaded and recorded as `succeeded`.
F1013	W23	21	c	Major	(other)	`internal/exports/worker.go` — `serialize`, `return n, out.Error()`	a truncated result set is uploaded and recorded as a successful export	The `for rows.Next()` loop exits on either exhaustion or a driver-level error, but `serialize` never calls `rows.Err()` and returns the CSV writer's error (always `nil` on the JSONL path), so a connection reset mid-scan produces a short file with no error.
F1014	W	10	c	Critical	(other)	`internal/exports/worker.go` — `serialize`, the `for rows.Next()` loop returning `n, out.Error()`	a truncated result set is uploaded and recorded as a successful export	"`serialize` never checks `rows.Err()` after the iteration, so a mid-stream failure (connection reset, statement cancellation, a decode error on a single column) simply ends the loop, and `export` returns nil error, uploads the partial buffer and `runSchedule` records `status = ""succeeded""` — the sibling `Store.query` in `internal/exports/model.go` does the right thing (`return out, rows.Err()`), so this is the same-package pattern left unpropagated (R3)."
F1015	W	17	a	Critical	(other)	internal/exports/worker.go — `serialize`, `return n, out.Error()` after the `for rows.Next()` loop	a truncated result set is uploaded and recorded as a successful export	`serialize` never checks `rows.Err()`, so a connection drop, a server-side cancellation or a read timeout mid-iteration ends the loop normally and the function returns `nil` (`out.Error()` on a `bytes.Buffer`-backed `csv.Writer` cannot fail, and on the JSONL path `out` is never written to at all) — while `Store.query` in the same diff ends with `return out, rows.Err()`, the correct pattern the second iteration site did not receive (R3).
F1016	W	5	b	Critical	(other)	internal/exports/worker.go — `serialize`, the `for rows.Next()` loop and `return n, out.Error()`	a truncated result set is uploaded and recorded as a successful export	"`serialize` never checks `rows.Err()`, so when iteration stops early because the connection dropped or the query was cancelled mid-stream, `rows.Next()` simply returns false, the partial buffer is uploaded, and `runSchedule` records `status = ""succeeded""`."
F1017	W23	18	b	Critical	(other)	`internal/exports/worker.go` — `serialize`, the `for rows.Next()` loop and `return n, out.Error()`	a truncated result set is uploaded and recorded as a successful run	`rows.Err()` is never consulted in `serialize` or in `(*Worker).export`, so when iteration stops early because the connection dropped, the query was cancelled, or a value failed to convert, `rows.Next()` simply returns false and the function returns a nil error with a partial buffer.
F1018	W23	4	a	Critical	(other)	internal/exports/worker.go — `serialize`, the `for rows.Next()` loop and its `return n, out.Error()`	a truncated result set is uploaded as a complete, successful export	the loop exits on `rows.Next()` returning false without ever checking `rows.Err()`, so a connection drop or server-side cancellation mid-iteration is indistinguishable from a clean end of results, and only the `csv.Writer` error is returned.
F1019	W	3	b	Critical	(other)	internal/exports/worker.go — `serialize`, `return n, out.Error()` after the `for rows.Next()` loop	a truncated row stream is uploaded and recorded as a successful run	`rows.Err()` is never consulted, so an iteration that stops early because of a connection reset, a cancelled context, or a decode error is indistinguishable from a completed one — the sibling `Store.query` in internal/exports/model.go gets this right with `return out, rows.Err()`, and the pattern was not propagated here (R3).
F1020	W23	15	a	Major	(other)	`internal/exports/worker.go` — `export`, `LIMIT %d` with `maxRows = 500000`	a window larger than 500,000 rows is silently truncated and reported as succeeded	The query caps the row count but nothing compares the returned count against the cap, so a window that hits it produces a short file with `last_status = succeeded` and the schedule advances past the un-exported remainder.
F1021	W23	9	a	Critical	(other)	internal/exports/worker.go — `(*Worker).export`, `maxRows` / the `LIMIT %d` in the query	a window with more than 500,000 rows is silently truncated and recorded as a success	The query caps at `maxRows` with no detection of having hit the cap, `runSchedule` then records `succeeded` and advances `next_run_at`, so the rows past the limit are never exported by this or any later run; the `ORDER BY occurred_at` has no tie-break column, so which rows fall on the far side of the cut is undefined among equal timestamps (R57).
F1022	W	6	c	Major	(other)	internal/exports/worker.go — `maxRows = 500000` interpolated as `LIMIT %d` in `(*Worker).export`	a window with more than 500,000 rows is silently truncated and recorded as succeeded	the LIMIT caps the result set with nothing detecting that the cap was reached, so a busy org's export drops every row past it and `runSchedule` still records `succeeded` with no `last_error`.
F1023	W23	8	b	Major	(other)	internal/exports/worker.go — `maxRows`, `LIMIT %d` in `Worker.export`	a window with more than 500,000 rows is silently truncated and reported as a complete export	The query caps at `maxRows` and nothing compares the returned count against the cap, so an over-cap window uploads exactly 500,000 rows and returns success; the `ORDER BY occurred_at` is not a total order, so which rows fall at the cut is undefined among ties (R57).
F1024	W23	10	c	Critical	(other)	`internal/exports/worker.go` — `maxRows`, `Worker.export`'s `LIMIT %d`; `internal/exports/model.go` — `Store.Record`	a window with more than 500,000 rows is truncated silently and recorded as succeeded	"The query caps at `maxRows` and neither `export` nor `serialize` compares the row count to the cap, so an over-large window produces a short file that `runSchedule` records as `""succeeded""`; the `ORDER BY occurred_at` is also not a total order (R57), so *which* rows survive the cut is undefined among rows sharing a timestamp."
F1025	W23	25	b	Minor	(other)	"internal/exports/worker.go — `formatValue`, `case nil: return """"`"	an SQL NULL and an empty string are the same cell in CSV	"NULL and `''` both render as an empty CSV cell, so the two are indistinguishable to the consumer while JSONL distinguishes them as `null` and `""""`, against the doc's claim that both formats carry ""the same values""."
F1026	W	9	a	Minor	(other)	`internal/exports/schedule.go` — `NextRun`, `time.Date(local.Year(), local.Month(), local.Day(), s.HourOfDay, 0, 0, 0, loc)`	an `hour_of_day` falling in a skipped local hour silently shifts	on a spring-forward date `time.Date` normalizes a nonexistent local time to the following hour, and on a fall-back date the ambiguous hour resolves to the first occurrence, so the run instant moves by an hour twice a year with no record of it.
F1027	W23	3	b	Major	(other)	internal/exports/worker.go — `(*Worker).export`, `var buf bytes.Buffer` passed to `serialize`, then `client.Put(ctx, …, buf.Bytes(), …)`	an entire export is buffered in memory before the upload starts	The whole serialized window is accumulated in one buffer, and `maxRows` allows 500,000 rows of `SELECT *`, so peak resident memory scales with the window instead of the row.
F1028	W23	9	a	Major	(other)	internal/exports/worker.go — `(*Worker).export`, `var buf bytes.Buffer` passed to `serialize` and then `buf.Bytes()` to `client.Put`	an entire export is buffered in memory before upload	Up to `maxRows` (500,000) rows are serialised into one in-process buffer and only then handed to storage, so the worker's peak memory is proportional to the largest window any customer has, and `buf.Bytes()` doubles nothing but keeps the whole payload resident for the duration of the upload.
F1029	W	17	a	Major	(other)	internal/exports/worker.go — `export` (uses the worker's root context), `var buf bytes.Buffer`, `tick` (serial `for _, schedule := range due`)	an export has no timeout and no memory bound, and one hung run stops every schedule	neither the warehouse query nor the upload carries a deadline, the entire file is accumulated in memory before `client.Put` is called, and `tick` runs the batch serially — so one slow schedule blocks the whole worker while up to `maxRows` rows of a `SELECT *` result sit resident.
F1030	W	12	b	Major	(other)	`internal/exports/worker.go` — `Run` / `tick` / `export`	an export run has no timeout, and one slow query stalls every schedule	"`tick` is called synchronously from the ticker case and passes the worker's long-lived `ctx` unchanged into `w.db.QueryContext` and `client.Put`, so nothing bounds a single run — while `docs/scheduled-exports.md` names ""a query that times out"" as a handled failure mode that leaves `last_status = failed`."
F1031	W23	7	c	Major	(other)	internal/exports/worker.go — `(*Worker).Run` / `tick` / `runSchedule`, `ctx` passed straight through to `QueryContext` and `client.Put`	an export runs on the worker's root context with no timeout, stalling every other schedule	No per-run deadline is applied anywhere, and `tick` runs the batch of 25 sequentially on the same goroutine that owns the ticker, whose channel buffers a single tick.
F1032	W23	1	c	Major	(other)	`internal/exports/worker.go` — `Worker.export`, `LIMIT %d` with `maxRows = 500000`, and `ORDER BY occurred_at`	an export that hits maxRows is silently truncated and marked succeeded	when a window contains more than 500,000 rows the query returns exactly the cap, `serialize` reports that count, and `runSchedule` records `succeeded` with no signal that rows were dropped; separately, `ORDER BY occurred_at` alone is not a total order, so which rows fall on either side of the cut among equal timestamps is undefined (R57).
F1033	W23	24	c	Minor	(other)	internal/exports/schedule.go — `NextRun`, `time.Date(local.Year(), local.Month(), local.Day(), s.HourOfDay, 0, 0, 0, loc)`	an hour that does not exist on a DST transition day is silently moved	`time.Date` normalizes a wall-clock time that the location skips (02:30 on a spring-forward day), so the run fires at a different instant than the configured hour, and the ambiguous autumn hour resolves to the first occurrence without that being stated anywhere.
F1034	W23	18	a	Minor	(other)	internal/exports/schedule.go — `NextRun`, `local.Add(time.Hour).Truncate(time.Hour)`	an hourly schedule in a zone with a fractional-hour offset fires off the hour	`Truncate` rounds to a multiple of the duration since the zero instant, which is UTC-aligned, so in a zone such as `Asia/Kathmandu` (+05:45) the result lands at :15 past the local hour rather than on it.
F1035	W	15	c	Critical	(other)	"internal/exports/worker.go — `objectKey`, `fmt.Sprintf(""%s-%s.%s"", s.Dataset, at.Format(""2006-01-02""), s.Format)`"	an hourly schedule overwrites its own object 23 times a day	"The key carries only the date, so all 24 runs of an hourly schedule — and every schedule of the same org sharing a dataset, format and prefix — resolve to the same object, directly contradicting docs/scheduled-exports.md (""no run overwrites an object an earlier run wrote"")."
F1036	W	20	b	Major	(other)	"internal/exports/model.go — `(*Schedule).Validate` (no timezone check); internal/exports/schedule.go — `NextRun`, `if err != nil { loc = time.UTC }`; internal/exports/exports_test.go — `""unknown timezone falls back to UTC""`"	an invalid IANA timezone is accepted at the boundary and silently becomes UTC	`Validate` checks name, dataset, format, cadence, hour and destination but never the timezone, so any string reaches `NextRun`, whose `time.LoadLocation` failure is swallowed into UTC — and the test case pins that swallow as the intended behaviour, so the missing validation now reads as a decision (RS3: validation belongs at the schema boundary, not deep in the scheduling arithmetic).
F1037	W23	25	a	Major	(other)	internal/exports/model.go — `(*Schedule).Validate`; internal/exports/schedule.go — `NextRun`, `loc = time.UTC` on `LoadLocation` error	an invalid `timezone` is accepted and silently degrades to UTC	"`Validate` never checks `Timezone`, and `NextRun` swallows a `LoadLocation` failure by falling back to UTC — behaviour the test suite pins as intended (""unknown timezone falls back to UTC"") — even though the doc says the value ""must be an IANA name""."
F1038	W	24	c	Major	(other)	internal/exports/schedule.go — `NextRun`, `if err != nil { loc = time.UTC }`; internal/exports/model.go — `(*Schedule).Validate`, which never inspects `Timezone`	an invalid or unavailable timezone silently degrades every schedule to UTC	"`Validate` checks name, dataset, format, cadence, hour and credentials but not the timezone, and the only consumer swallows `LoadLocation`'s error, a fallback that internal/exports/exports_test.go actively codifies (""unknown timezone falls back to UTC"")."
F1039	W	25	b	Major	(other)	`internal/exports/model.go` — `(*Schedule).Validate`; `internal/exports/schedule.go` — `NextRun`'s `if err != nil { loc = time.UTC }`	an invalid timezone is accepted and silently becomes UTC	"`Validate` checks name, dataset, format, cadence, hour and destination but never the timezone, so `NextRun` swallows `LoadLocation`'s error and falls back to UTC — and `TestNextRun`'s ""unknown timezone falls back to UTC"" case pins that fail-open as intended behaviour, while `docs/scheduled-exports.md` says the value ""must be an IANA name"" (RS3: the boundary validates every other field of the same body)."
F1040	W	23	c	Major	(other)	"`internal/exports/model.go` — `(*Schedule).Validate` (no timezone check); `internal/exports/schedule.go` — `NextRun`'s `if err != nil { loc = time.UTC }`; `internal/exports/exports_test.go` — `""unknown timezone falls back to UTC""`"	an invalid timezone is accepted and silently becomes UTC	"`Validate` checks name, dataset, format, cadence, hour, bucket and credentials but never the timezone, and `NextRun` swallows `time.LoadLocation`'s error — so `POST` with `""timezone"": ""Mars/Olympus_Mons""` (or a typo'd `""Europe/Berln""`) is accepted with a 201 and runs at the wrong hour forever, while the doc says the value ""must be an IANA name"". The test asserts the fallback, which entrenches it as intended behaviour."
F1041	W23	12	a	Major	(other)	"internal/exports/model.go — `(*Schedule).Validate`; internal/exports/schedule.go — `NextRun` (`loc, err := time.LoadLocation(...); if err != nil { loc = time.UTC }`); internal/exports/exports_test.go — `""unknown timezone falls back to UTC""`"	an invalid timezone is accepted and silently degrades to UTC	`Validate` checks name, dataset, format, cadence, hour, bucket, and credentials but never the timezone, so a typo passes the boundary and `NextRun` swallows the `LoadLocation` error into a UTC fallback that the test suite pins as intended behaviour — validation deep in business logic, failing open (RS3).
F1042	W23	3	c	Major	(other)	`internal/exports/model.go` — `Schedule.Validate` (no timezone check); `internal/exports/schedule.go` — `NextRun`, `if err != nil { loc = time.UTC }`	an invalid timezone is accepted and silently downgraded to UTC	"`Validate` checks name, dataset, format, cadence, hour, bucket, and credentials but never calls `time.LoadLocation`, so a typo'd zone passes the 422 boundary and `NextRun` quietly substitutes UTC — behaviour the test suite locks in as `""unknown timezone falls back to UTC""` — while `docs/scheduled-exports.md` says the value ""must be an IANA name""."
F1043	W23	22	b	Major	(other)	"internal/exports/model.go — `(*Schedule).Validate`; internal/exports/schedule.go — `NextRun` (`if err != nil { loc = time.UTC }`); internal/exports/exports_test.go — `""unknown timezone falls back to UTC""`"	an invalid timezone is accepted and silently reinterpreted as UTC	`Validate` checks name, dataset, format, cadence, hour and destination but never the timezone, so `LoadLocation` failing deep in `NextRun` is the only handling — and the test case pins that silent fallback as intended behaviour, which is what stops anyone from adding the boundary check (RS3: validate at the boundary, not in business logic).
F1044	W23	6	c	Major	(other)	internal/exports/model.go — `Schedule.Validate` / internal/exports/schedule.go — `NextRun` (`if err != nil { loc = time.UTC }`)	an invalid timezone is accepted at create and silently becomes UTC at run time	"`Validate` checks name, dataset, format, cadence, hour and credentials but never the timezone, and `NextRun` swallows a `LoadLocation` failure into UTC — a silent substitution the test `""unknown timezone falls back to UTC""` currently locks in as intended behaviour (RT1: the test encodes a divergence rather than exposing it)."
F1045	W	2	c	Major	(other)	internal/exports/model.go — `Schedule.Validate` (no timezone check) and internal/exports/schedule.go — `NextRun`, `if err != nil { loc = time.UTC }`	an invalid timezone is accepted at the API and silently becomes UTC in the worker	"`Validate` checks name, dataset, format, cadence, hour and destination but not `Timezone`, so `""Mars/Olympus_Mons""` is stored and only discovered at run time where it is swallowed into a UTC fallback — and exports_test.go's `""unknown timezone falls back to UTC""` case pins that behaviour as intended, against docs/scheduled-exports.md's ""must be an IANA name"" (RS3: the check belongs at the boundary, not deep in the run path)."
F1046	W23	8	b	Major	(other)	internal/exports/model.go — `Schedule.Validate`; internal/exports/schedule.go — `NextRun`, `if err != nil { loc = time.UTC }`	an invalid timezone is accepted at the API boundary and silently becomes UTC	"`Validate` checks name, dataset, format, cadence, hour, bucket and credentials but never checks that `Timezone` is loadable, so a typo like `Europe/Berln` is stored and `NextRun` quietly substitutes UTC — and `TestNextRun`'s ""unknown timezone falls back to UTC"" case makes that silence a pinned behaviour (RS3: validation belongs at the schema boundary, not deep in the scheduling arithmetic)."
F1047	W23	3	a	Major	(other)	"internal/exports/model.go — `Schedule.Validate`; internal/exports/schedule.go — `NextRun` (`if err != nil { loc = time.UTC }`); internal/exports/exports_test.go — `""unknown timezone falls back to UTC""`"	an invalid timezone is accepted at the boundary and silently becomes UTC forever	"`Validate` checks name, dataset, format, cadence, hour and destination but never the timezone, even though docs/scheduled-exports.md requires an IANA name, and `NextRun` swallows the `LoadLocation` error, so a typo is accepted with 201 and every run fires at the wrong local hour with no error recorded anywhere (RS3: a new request parameter reaching business logic unvalidated; R49: the documented ""must be an IANA name"" constraint is unimplemented, and the test enshrines the swallow as intended)."
F1048	W23	13	a	Major	(other)	internal/exports/model.go — `(*Schedule).Validate`; internal/exports/schedule.go — `NextRun`, `if err != nil { loc = time.UTC }`	an invalid timezone is silently downgraded to UTC instead of rejected	"`Validate` checks name, dataset, format, cadence, hour and destination but never the timezone, and `NextRun` swallows a `LoadLocation` failure into a UTC fallback that the test `""unknown timezone falls back to UTC""` pins as intended behaviour — so a typo like `Europe/Berln` is accepted by the API and silently runs the export at the wrong local hour forever."
F1049	W23	3	a	Minor	(other)	internal/api/exports.go — `create`, `HourOfDay int` in the anonymous body struct	an omitted hour_of_day is indistinguishable from midnight	"the field has no pointer or sentinel, so an omitted `hour_of_day` decodes to Go's zero value and the schedule is created for 00:00 local, while `timezone` next to it does get an explicit `""""` default; docs/scheduled-exports.md documents a default for `timezone` but none for `hour_of_day`."
F1050	W23	8	b	Major	(other)	internal/api/router.go — the three new `mux.Handle` registrations; internal/exports/model.go — `Store.Create`	an org can create unbounded schedules, each of which is a recurring full-table scan	Nothing in the change caps how many schedules an org may create, and `create` performs no throttling, while each accepted schedule commits the worker to a recurring `SELECT` of up to 500,000 rows buffered wholly in memory (RS2, amplified by the absent cap).
F1051	W23	2	a	Minor	(other)	internal/exports/worker.go — `runSchedule` (`next := NextRun(s, startedAt)`)	an overrunning export schedules its next run in the past	the next slot is computed from the run's start rather than its completion, so an hourly export that takes longer than an hour yields a `next_run_at` already in the past.
F1052	W	24	a	Critical	(other)	`internal/exports/worker.go` — `export`, `ORDER BY occurred_at LIMIT %d` with `maxRows = 500000`	an oversized window is silently truncated and reported as a successful export	the query caps the result set at 500,000 rows and nothing detects that the cap was hit, so the object uploaded contains a prefix of the window and `runSchedule` still records `succeeded`; the ordering key `occurred_at` is not a total order either, so which rows fall on the wrong side of the cut is undefined among same-instant rows (R57).
F1053	W23	16	b	Major	(other)	"internal/api/router.go — the three `mux.Handle(""… /v1/export-schedules…"", authed(...))` lines; internal/exports/model.go — `(*Store).Create`"	an unbounded number of schedules per org, and no rate limit on three new routes	`create` has no cap on how many schedules an org may hold and the routes are wrapped only in `authed`, `withRequestID` and `withRecovery` — no limiter appears anywhere in the wiring this diff shows (RS2). Whether `internal/api` already exports a shared limiter is not visible in the change, so treat that half as a question: if one exists, these three routes must adopt it, and if the answer is that it does not, the cap below is the whole remedy.
F1054	W23	21	b	Minor	(other)	`internal/exports/worker.go` — `export` (`datasets[s.Dataset]`)	an unknown `dataset` on a persisted row produces a malformed query rather than a named error	the map lookup is unchecked, so a row whose `dataset` is no longer in `datasets` (a dataset retired after the row was created — `Validate` runs only at creation) interpolates an empty table name and the query fails with a SQL syntax error.
F1055	W23	23	c	Minor	(other)	`internal/exports/worker.go` — `export`, `datasets[s.Dataset]`	an unknown dataset at the worker produces malformed SQL rather than a named failure	The map lookup is checked in `Validate` but not at the point of use, so a persisted row whose dataset is later removed from `datasets` interpolates the empty string and builds `SELECT * FROM  WHERE ...`.
F1056	W23	11	b	Minor	(other)	`internal/exports/worker.go` — `Worker.export`, `fmt.Sprintf(..., datasets[s.Dataset], ...)`	an unknown dataset in a stored row produces a malformed query rather than a named error	The map lookup drops the second return value, so a `dataset` value that was valid when the row was created but has since been removed from `datasets` yields an empty table name and a syntax error.
F1057	W	13	b	Minor	(other)	"internal/exports/worker.go — `fmt.Sprintf(""SELECT * FROM %s ..."", datasets[s.Dataset], maxRows)`"	an unknown dataset in a stored row produces a malformed query rather than a named error	`datasets` is a map lookup with no comma-ok check, so a row whose `dataset` is not in the map — reachable if a dataset is ever retired from the map while schedules referencing it still exist, since the DB column has no CHECK constraint unlike `format` and `cadence` in migrations/0057_export_schedules.sql — interpolates the empty string and issues `SELECT * FROM  WHERE ...`.
F1058	W23	17	c	Minor	(other)	`internal/exports/worker.go` — `export`, `datasets[s.Dataset]`	an unknown dataset in a stored row produces malformed SQL rather than a named failure	the map lookup discards the `ok` result, so a row whose `dataset` value is not a key (a hand-edited row, or a dataset retired from the map while schedules still reference it) interpolates an empty table name.
F1059	W	12	a	Minor	(other)	`internal/exports/worker.go` — `Worker.export`, `datasets[s.Dataset]` used without the comma-ok form	an unknown dataset produces a malformed query rather than a named error	the map lookup discards the presence flag, so a persisted schedule whose `dataset` is not in the map — a row written before a dataset was retired, or one inserted outside the API — yields an empty table name and a query reading `SELECT * FROM  WHERE ...`.
F1060	W	8	a	Minor	(other)	`internal/exports/worker.go` — `Worker.export`, `datasets[s.Dataset]`	an unknown dataset produces a syntactically broken query instead of a named failure	the map is indexed with the one-value form, so a row whose `dataset` is not in `datasets` yields an empty table name and the query becomes `SELECT * FROM  WHERE ...`; `Validate` covers the API path, but nothing covers a row written by a migration, a support script, or a dataset removed from the map in a later release.
F1061	W23	10	a	Minor	(other)	`internal/exports/worker.go` — `export`, `datasets[s.Dataset]` used without the `, ok` form	an unknown dataset produces malformed SQL instead of a named error	"`Validate` guards the map at create time, but the worker reads a row that may have been written before a dataset was removed from the map or inserted by a backfill, and a missing key yields `""""`, producing `SELECT * FROM  WHERE ...`."
F1062	W23	3	b	Minor	(other)	"internal/exports/worker.go — `(*Worker).export`, `fmt.Sprintf(""SELECT * FROM %s …"", datasets[s.Dataset])`"	an unknown dataset resolves to an empty table name inside the query string	The map lookup drops the ok-value, so a dataset absent from `datasets` — a row created before a name was retired, or a future code path that skips `Validate` — interpolates the empty string into the SQL text.
F1063	W23	4	a	Minor	(other)	"internal/exports/worker.go — `(*Worker).export`, `fmt.Sprintf(""SELECT * FROM %s ..."", datasets[s.Dataset])`"	an unknown dataset resolves to the empty string and produces malformed SQL	"a Go map lookup on a missing key yields `""""`, so if a dataset is ever retired from the `datasets` map while rows referencing it remain, the worker builds `SELECT * FROM  WHERE ...` and the schedule fails forever with a raw SQL syntax error (R55 — the zero value doubles as both ""no table"" and a table name)."
F1064	W23	16	a	Major	(other)	`internal/exports/worker.go` — `(*Worker).export`, `datasets[s.Dataset]`	an unknown dataset yields malformed SQL instead of a named failure	The map lookup discards the `ok` result, so a row whose `dataset` is not in `datasets` produces an empty table name and the query text `SELECT * FROM \n WHERE org_id = $1 ...`, which fails with a syntax error rather than a diagnosis.
F1065	W23	17	a	Major	(other)	internal/exports/model.go — `Schedule.Validate`; internal/exports/schedule.go — `NextRun`, `loc, err := time.LoadLocation(s.Timezone); if err != nil { loc = time.UTC }`	an unknown timezone is accepted and silently becomes UTC	"`Validate` checks name, dataset, format, cadence, hour and destination but never the timezone, and `NextRun` discards `LoadLocation`'s error, so a typo or a non-IANA abbreviation is accepted with a 201 and runs at the wrong hour forever — `docs/scheduled-exports.md` says the value ""must be an IANA name"" and the change enforces nothing (RS3: the boundary accepts a value it never validates, and the downstream handling degrades to a silent no-op that still reads as a control). `exports_test.go` pins the silent fallback as intended behaviour in the case named ""unknown timezone falls back to UTC""."
F1066	W	18	a	Major	(other)	`internal/exports/model.go` — `Schedule.Validate` (no timezone check); `internal/exports/schedule.go` — `NextRun`, `if err != nil { loc = time.UTC }`	an unknown timezone is accepted at the boundary and silently degraded to UTC	"`Validate` checks name, dataset, format, cadence, hour and destination but never the timezone, so `POST` accepts `""Mars/Olympus_Mons""` with a 201 and the schedule then runs at the wrong hour forever — `exports_test.go` even pins this as intended behaviour in the case named ""unknown timezone falls back to UTC"", although the doc says the timezone ""must be an IANA name""."
