cluster_id	status	n	member_ids	claim
R21-WRK-04	existing	149	F0002,F0003,F0004,F0228,F0229,F0230,F0231,F0232,F0233,F0234,F0235,F0236,F0368,F0369,F0370,F0371,F0372,F0373,F0374,F0375,F0376,F0377,F0378,F0379,F0380,F0381,F0382,F0383,F0384,F0385,F0386,F0387,F0388,F0389,F0390,F0391,F0392,F0393,F0394,F0395,F0396,F0397,F0398,F0399,F0400,F0401,F0402,F0403,F0404,F0405,F0406,F0407,F0408,F0409,F0410,F0411,F0412,F0413,F0414,F0415,F0689,F0690,F0691,F0692,F0693,F0694,F0695,F0696,F0697,F0698,F0699,F0700,F0701,F0702,F0703,F0704,F0882,F0973,F0979,F0980,F0981,F0982,F1020,F1021,F1022,F1023,F1024,F1032,F1052,F1279,F1280,F1307,F1308,F1309,F1310,F1321,F1322,F1323,F1324,F1325,F1326,F1327,F1328,F1329,F1330,F1331,F1332,F1728,F1734,F1735,F1736,F1780,F1781,F1782,F1783,F1784,F1785,F1786,F1787,F1788,F1789,F1790,F1791,F1792,F1793,F1794,F1795,F1796,F1797,F1798,F1799,F1800,F1801,F1802,F1803,F1804,F1805,F1806,F1936,F2287,F2288,F2289,F2290,F2291,F2292,F2293,F2294,F2295,F2296	The `LIMIT maxRows` (500,000) cap in `Worker.export` truncates an oversized window with no way for the code to detect that the cap was reached, so a short object is uploaded, the run is recorded `succeeded`, and the schedule advances past the rows that were dropped.
R21-WRK-05	existing	150	F0265,F0266,F1100,F1101,F1255,F1281,F1282,F1283,F1284,F1285,F1742,F1743,F1744,F1745,F1746,F1747,F1748,F1749,F1750,F1751,F2048,F2049,F2050,F2051,F2052,F2053,F2054,F2055,F2056,F2057,F2058,F2059,F2060,F2061,F2062,F2063,F2064,F2065,F2066,F2067,F2068,F2069,F2070,F2071,F2072,F2073,F2074,F2075,F2076,F2077,F2078,F2079,F2080,F2081,F2082,F2083,F2084,F2085,F2086,F2087,F2088,F2089,F2090,F2091,F2092,F2093,F2094,F2095,F2096,F2097,F2098,F2099,F2100,F2101,F2102,F2103,F2104,F2105,F2106,F2107,F2108,F2109,F2110,F2111,F2112,F2113,F2114,F2115,F2116,F2117,F2118,F2119,F2120,F2121,F2122,F2123,F2124,F2125,F2126,F2127,F2128,F2129,F2130,F2131,F2132,F2133,F2134,F2135,F2136,F2137,F2138,F2139,F2140,F2141,F2142,F2143,F2144,F2145,F2146,F2147,F2148,F2149,F2150,F2151,F2152,F2153,F2154,F2155,F2156,F2157,F2158,F2159,F2160,F2161,F2162,F2163,F2168,F2169,F2170,F2298,F2299,F2300,F2301,F2302,F2303,F2304,F2305,F2583,F2609,F2610	The export window is a fixed `window(cadence)` duration measured back from `startedAt = time.Now().UTC()` rather than from the previous run's coverage or the scheduled slot, so scheduling jitter, restarts and DST transitions make consecutive runs leave gaps or duplicate rows.
R21-WRK-06	existing	137	F0246,F0247,F0248,F0249,F0250,F0251,F0252,F0253,F0254,F0255,F0256,F0257,F0258,F0259,F0445,F0446,F0447,F0448,F0449,F0450,F0451,F0452,F0453,F0454,F0455,F0456,F0457,F0458,F0459,F0460,F0461,F0462,F0463,F0464,F0465,F0466,F0467,F0468,F0469,F0470,F0471,F0472,F0473,F0474,F0475,F0476,F0477,F0478,F0479,F0480,F0481,F0482,F0483,F0484,F0485,F0486,F0487,F0488,F0489,F0490,F0491,F0492,F0493,F0494,F0495,F0496,F0497,F0498,F0499,F0500,F0501,F0502,F0503,F0504,F0505,F0506,F0507,F0508,F0509,F0510,F0511,F0512,F0513,F0514,F0515,F0516,F0517,F0518,F0519,F0520,F0521,F0522,F0523,F0524,F0525,F0526,F0527,F0528,F0529,F0530,F0531,F0532,F0533,F0534,F0535,F0536,F0537,F0538,F0539,F0540,F0541,F0542,F0543,F0544,F0545,F0546,F0547,F0548,F0549,F0550,F0551,F0552,F0553,F0554,F0555,F0556,F0557,F0558,F0559,F0560,F0561,F0562,F0563,F0564,F0565,F0566,F2046	`Worker.export` projects `SELECT *` from the mapped analytics table, so the exported column set — and the CSV header and JSONL keys derived from `rows.Columns()` — is whatever the internal table currently holds, including internal columns such as `org_id` and any column a later migration adds.
R21-WRK-07	existing	140	F0711,F0712,F0713,F0714,F0715,F0716,F0717,F0718,F0719,F0720,F0721,F0722,F0723,F0724,F0725,F0726,F0727,F0728,F0729,F0730,F0731,F0732,F0733,F0734,F0735,F0736,F0737,F0738,F0739,F0740,F0741,F0742,F0743,F0744,F0745,F0746,F0747,F0748,F0749,F0750,F0751,F0752,F0753,F0754,F0755,F0756,F0757,F0758,F0759,F0760,F0761,F0762,F0763,F0764,F0765,F0766,F0767,F0768,F0769,F0770,F0771,F0772,F0773,F0774,F0775,F0776,F0777,F0778,F0779,F0780,F0781,F0782,F0783,F0784,F0785,F0786,F0787,F0788,F0789,F0936,F0937,F0938,F0939,F0940,F0941,F0942,F0943,F0944,F0945,F0946,F0947,F0948,F0949,F0950,F0951,F0952,F0953,F0954,F0955,F0956,F0957,F0958,F0959,F0960,F0961,F0962,F0963,F0964,F0965,F0971,F1006,F1007,F1008,F1009,F1010,F1011,F1012,F1013,F1014,F1015,F1016,F1017,F1018,F1019,F1733,F1738,F1739,F1754,F1755,F1756,F1757,F1758,F1759,F1760,F1761,F1762,F1763,F1764,F1765,F1766	`serialize` never checks `rows.Err()` after its `for rows.Next()` loop, so an iteration cut short by a driver or connection error is indistinguishable from a completed scan and the truncated buffer is uploaded and recorded as succeeded.
R21-WRK-08	existing	98	F0270,F0271,F0972,F0992,F1027,F1028,F1704,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023,F2024,F2025,F2026,F2027,F2028,F2029,F2030,F2039,F2416,F2417,F2418,F2419,F2420,F2421,F2422,F2423,F2424,F2425,F2426,F2427,F2428,F2429,F2430,F2431,F2432,F2433,F2434,F2435,F2436,F2437,F2438,F2439,F2440,F2441,F2442,F2443,F2444,F2445,F2446,F2447,F2448,F2449,F2450,F2451,F2452,F2453,F2454,F2455,F2456,F2457,F2458,F2459,F2460,F2461,F2462,F2463,F2464,F2465,F2466,F2467,F2468,F2469,F2470,F2471,F2472,F2473,F2474,F2475,F2476,F2477,F2479	`Worker.export` accumulates the entire serialized export in a single `bytes.Buffer` and hands `buf.Bytes()` to `client.Put`, so peak memory is the whole object with no streaming path and no bound other than the row cap.
R21-WRK-09	existing	56	F0011,F0012,F0013,F0014,F0015,F0016,F0017,F0018,F0019,F0020,F0021,F0022,F0023,F0024,F0025,F0026,F0031,F0032,F0033,F0034,F0035,F0036,F0037,F0038,F0039,F0040,F0041,F0042,F0043,F0044,F0045,F0046,F0047,F1256,F1286,F1287,F1288,F1289,F1290,F1291,F1292,F1293,F1294,F1295,F1296,F1297,F1298,F1299,F1300,F1301,F1302,F1303,F1304,F1305,F1306,F2562	Cell values are written into the CSV by `formatValue` and `csv.Writer` without neutralising a leading `=`, `+`, `-`, `@`, tab or CR, so exported event data is interpreted as a formula when the customer opens the file in a spreadsheet.
R21-WRK-10	existing	74	F0241,F0653,F0654,F0792,F0793,F0794,F0934,F0935,F0975,F0976,F0977,F0978,F0991,F0993,F0994,F0995,F0996,F0997,F0998,F0999,F1000,F1001,F1029,F1030,F1031,F1072,F1544,F1545,F1554,F1555,F1556,F1557,F1558,F1559,F1560,F1561,F1562,F1563,F1564,F1565,F1566,F1567,F1568,F1569,F1570,F1571,F1572,F1573,F1574,F1575,F1576,F1577,F1578,F1579,F1580,F1631,F1632,F1633,F1634,F1635,F1636,F1705,F1706,F1712,F1713,F1714,F1715,F1716,F1717,F2045,F2486,F2525,F2576,F2589	The export path derives no per-run deadline — the worker's long-lived context is passed straight to `QueryContext` and `client.Put` — and `tick` runs the due batch serially, so one hung query or upload blocks every other schedule indefinitely.
R21-WRK-11	existing	33	F0245,F0431,F0432,F0433,F0434,F0435,F0436,F0437,F0438,F0439,F0440,F0441,F0442,F0443,F0444,F0884,F0885,F0886,F0903,F0974,F0983,F0988,F0989,F0990,F1212,F1703,F1729,F1769,F1770,F1771,F1772,F2297,F2313	`runSchedule` calls `w.store.Record` with the same context that `Run` cancels at shutdown, so a cancellation after a successful upload also cancels the write that would have advanced `next_run_at` and recorded the outcome.
R21-WRK-12	existing	35	F0636,F0637,F0893,F0894,F0895,F0896,F1054,F1055,F1056,F1057,F1058,F1059,F1060,F1061,F1062,F1063,F1064,F1069,F1073,F1113,F1965,F1966,F2484,F2485,F2488,F2526,F2714,F2734,F2933,F2934,F2992,F2993,F2994,F2997,F2998	`Worker.export` interpolates `datasets[s.Dataset]` into the query without the comma-ok check that `Schedule.Validate` uses, so a stored schedule whose dataset is not in the map yields an empty table name and malformed SQL instead of a named failure.
R21-WRK-13	existing	32	F1098,F1220,F1221,F1223,F1228,F1229,F1236,F1240,F1242,F1244,F1246,F1531,F1535,F1540,F1601,F1609,F1665,F1666,F1668,F1673,F1676,F1684,F1685,F1689,F1690,F1692,F1694,F1767,F1768,F2592,F2598,F2887	Nothing claims a due schedule — `Due` is a plain `SELECT` with no lock or lease and `next_run_at` is advanced only by `Record` after the upload finishes — so the same due run is executed by every live worker and by repeated ticks of the same worker, contrary to the documented one-worker claim.
R21-WRK-14	existing	29	F0673,F0675,F0677,F0678,F0679,F0680,F0681,F0682,F0684,F0685,F0686,F0687,F0688,F1218,F1457,F1514,F1720,F1721,F1722,F1723,F1724,F1725,F1726,F1727,F1740,F2274,F2575,F2587,F2730	The raw wrapped error from `export` is stored verbatim as `last_error` via `runSchedule`'s `runErr = err.Error()` and returned to the customer by `GET /v1/export-schedules`, exposing driver text, internal table names and host details.
R21-WRK-15	existing	31	F0899,F0900,F0901,F0902,F0904,F0905,F0906,F0907,F0908,F0909,F0910,F0911,F0912,F0913,F0914,F0915,F0916,F0917,F0918,F0919,F0920,F0921,F0922,F0923,F0924,F0925,F0926,F0927,F0928,F0932,F1004	A failed `w.store.Record` in `runSchedule` is only logged, so `next_run_at` is never advanced and the schedule stays due and is re-exported on every subsequent 30-second poll.
R21-WRK-16	existing	15	F0027,F0028,F0029,F0030,F0655,F0656,F0657,F0658,F0659,F0660,F1316,F1317,F1318,F1319,F1513	`formatValue`'s `default: return fmt.Sprint(t)` renders `float64` columns in Go's default notation, so large or small values are written to the CSV in scientific notation, and the test table covers every other driver type but no float.
R21-WRK-17	existing	4	F0427,F0428,F0429,F2047	`ORDER BY occurred_at` in `Worker.export` is not a total order because `occurred_at` is a non-unique wall-clock timestamp, so the relative order of rows sharing an instant — and hence any cut made at that boundary — is undefined.
R21-WRK-18	existing	6	F0628,F0629,F2487,F2524,F2527,F2528	`Worker.Run` waits on `ticker.C` before its first `tick`, so a freshly started worker does nothing for a full poll interval even when schedules are already overdue.
R21-WRK-19	existing	1	F1025	`formatValue` renders a SQL NULL as the empty string, making NULL indistinguishable from a legitimately empty value in the exported CSV.
R21-WRK-20	existing	2	F0790,F1861	`serialize` returns `out.Error()`, the `csv.Writer`'s error, on the JSONL path where that writer is never written to, so the function's terminal error check is unconditionally nil for JSONL exports.
R21-WRK-21	existing	2	F1216,F1458	`s.Destination.Region` is passed straight into `storage.Config` although `Schedule.Validate` never constrains it, leaving the customer-supplied region unvalidated before it reaches the storage client.
R21-WRK-23	existing	1	F1737	The window filters on `occurred_at`, so a row inserted after the run whose window covered its `occurred_at` is never exported by any run.
R21-WRK-26	existing	10	F0707,F0710,F1697,F2266,F2267,F2268,F2269,F2270,F2271,F2613	`objectKey` dates the object with the UTC calendar date of `startedAt` while the run hour is interpreted in the customer's timezone, so the filename can name a different day than the local day whose data it contains.
R21-WRK-27	existing	3	F0630,F0631,F2489	`Worker` holds both a `*Store` and the raw `*sql.DB` and `export` queries `w.db` directly while every other read goes through `Store`, giving the package two data-access paths to the same database.
R21-WRK-28	existing	1	F0795	`dueBatchSize = 25` caps how many schedules a tick takes and they are run serially, a limit the documentation does not mention, so schedules sharing a popular slot are deferred to later ticks and can accumulate a backlog.
R22-API-01	new	2	F0125,F1118	Deleting a schedule while a run is in flight does not signal the worker, so `(*Worker).runSchedule` still uploads that run's object to the customer's bucket and its subsequent `Store.Record` silently updates no row.
R22-API-02	new	1	F1091	`(*exportHandler).create` and `(*exportHandler).list` dereference the result of `auth.OrgFromContext(r.Context())` immediately with no nil check, so a request that reaches the handler without an org in the context would panic.
R22-API-03	new	1	F1102	`(*exportHandler).create` maps every `h.store.Create` failure to a 500 with a fixed message, so a client-caused constraint violation is reported to the caller as a server error instead of a 4xx.
R22-DOC-01	new	1	F2578	docs/scheduled-exports.md states guarantees the rest of the change does not implement: destination credentials stored encrypted, credentials never handed back by the API, consecutive runs tiling the timeline with no gaps and no duplicated rows, no run overwriting an object an earlier run wrote, and a due schedule claimed by one worker.
R22-DOC-02	new	2	F2602,F2606	docs/scheduled-exports.md contradicts itself about the same artifact: the What lands in your bucket section promises that concatenating everything a schedule produced yields the dataset with no gaps, while the Failures section says a failed run is never retried and leaves one missing file.
R22-MDL-01	new	1	F0664	`Schedule.Validate` accepts and enforces `HourOfDay` for `hourly` schedules although `NextRun` ignores it for that cadence, so a value with no effect is stored and echoed back in the list response as though it were in effect.
R22-MDL-02	new	1	F0669	"`Schedule.LastError` carries `json:""last_error,omitempty""` while the column defaults to `''`, so the key disappears from the `GET /v1/export-schedules` payload whenever a schedule is healthy, unlike `LastStatus`, although docs/scheduled-exports.md describes both as fields the endpoint returns."
R22-MDL-03	new	1	F1944	The `export_schedules` column list is written out three times — `scheduleColumns`, `Store.Create`'s INSERT, and `Store.query`'s `rows.Scan` — kept aligned only by positional order, so transposing the adjacent same-typed `dest_access_key` and `dest_secret_key` compiles and silently swaps the two credentials.
R22-MIG-01	new	3	F2975,F2985,F2987	`migrations/0057_export_schedules.sql` gives `export_schedules` a `created_at` column but no `updated_at`, so nothing on the row records when a schedule was last modified.
R22-SCH-01	new	1	F1219	`NextRun`'s `time.LoadLocation(s.Timezone)` requires an IANA zone database that this change never establishes for the worker's runtime image (no system tzdata and no `time/tzdata` import), so if the image ships without one every schedule silently falls back to UTC.
R22-TST-01	new	1	F0706	TestObjectKeyIsDatedAndSitsUnderThePrefix and TestFormatValueRendersScalarsForCSV exercise only inputs that already render correctly — objectKey solely for a daily UTC schedule, and formatValue with no float64, no plain string and no non-UTC time.Time — so the input shapes whose rendering is in doubt are covered by nothing.
R22-TST-02	new	2	F0581,F2383	Every case in TestValidateRejectsBadInput asserts only that Validate returned a non-nil error and never which rule fired, so a Validate rewritten to return one constant error for every input would pass the whole table.
R22-WK1-01	new	1	F0367	`objectKey` uses the raw `Format` enum value as the customer-visible file extension, so changing the spelling of a `Format` constant silently changes every future object name.
R22-WK1-02	new	1	F0632	`contentType` decides the MIME type in its own `if format == FormatCSV` branch while `objectKey` derives the file extension from the `Format` value, so a format added to the `Format` constants gets a correct extension but silently inherits `application/x-ndjson`.
R22-WK2-02	new	4	F0968,F0969,F1711,F2523	The worker loop `Run`/`tick`/`runSchedule` has no `recover`, unlike the HTTP surface which this same change mounts behind `withRecovery` in internal/api/router.go, so a panic during one schedule's export terminates the whole worker process.
R22-WK2-03	new	3	F1002,F1003,F1461	`Worker.export` calls `storage.NewClient` on every run instead of caching a client per destination, so a fresh client and its underlying transport are built and discarded for each schedule on each tick.
R22-WK2-04	new	1	F0970	`objectKey` trims the slashes from `Destination.Prefix` and then always rejoins it with a `/`, so a prefix a customer intended as a filename prefix (`exports-`) is turned into a directory segment.
R22-WK2-05	new	2	F0929,F0930	`runSchedule` computes `next := NextRun(s, startedAt)` and passes it to `Record` on the failure branch as well as the success branch, so a failed run advances `next_run_at` with no retry or backoff and that window's rows are covered by no later run.
R22-WK2-06	new	1	F1051	`runSchedule` derives the next slot with `NextRun(s, startedAt)` from the instant the run started rather than from when it finished, so an export that overruns its cadence records a `next_run_at` that is already in the past.
R22-WK2-07	new	2	F1696,F2164	Nothing in the change constructs or starts a `Worker` — neither `NewWorker` nor `Worker.Run` has a caller anywhere in the diff — so no schedule is ever executed.
R22-WK2-08	new	1	F1753	`runSchedule` executes the `Schedule` value handed back by `Store.Due` without re-running `Validate` on it, so a stored row whose fields no longer satisfy the API's validation rules is exported unchecked.
