cluster_id	status	n	member_ids	claim
R20-DOC-07	new	9	F2418,F2419,F2420,F2423,F2440,F2441,F2443,F2454,F2461	docs/webhooks.md states that only https:// URLs are accepted, that backoff is exponential with jitter, and that a 4xx is permanent and delivery stops immediately, while create_webhook_endpoint accepts http://, backoff_for returns an unjittered 2**attempt, and deliver retries every non-2xx up to MAX_ATTEMPTS.
R20-DOC-08	new	1	F2421	docs/webhooks.md promises jittered backoff, an immediate stop on 4xx, and that an empty event_types subscribes the endpoint to every event type emitted, while backoff_for has no jitter, deliver retries every non-2xx, and dispatch reaches the webhook path only for the three types in WEBHOOK_EVENT_TYPES.
R20-DOC-09	new	1	F2422	docs/webhooks.md states five behaviours the implementation does not have — https-only URL acceptance, jittered backoff, an immediate stop on 4xx, at-least-once delivery deduplicated on event_id, and a delivery listing scoped to the caller's organization.
R20-DOC-10	new	2	F2435,F2437	docs/webhooks.md tells customers to deduplicate on event_id, which with one delivery row per endpoint per event neither distinguishes a redelivery from a first delivery nor is unique per recipient across an organization's endpoints.
R20-DOC-11	new	1	F2436	docs/webhooks.md states that only https:// URLs are accepted, that backoff is exponential with jitter, that a 4xx is permanent and delivery stops immediately, and that an empty event_types subscribes the endpoint to every event type emitted, none of which the code in the same change implements.
R20-DOC-12	new	1	F2439	"docs/webhooks.md states five behaviours the implementation does not have — https-only URL acceptance, a signing secret that cannot be read back, a signature over the raw ""{timestamp}.{body}"" request bytes, jittered backoff, and an immediate stop on 4xx."
R20-MOD-01	new	1	F1886	WebhookEndpoint.to_dict omits created_at while WebhookDelivery.to_dict in the same file serializes its timestamps, so the two serializers disagree on whether creation time is part of the public shape.
R20-SET-01	new	2	F0245,F0318	the three new webhook routes depend only on Depends(current_user) with no role or scope check, so any authenticated member of an organization can register an outbound delivery destination for that organization's events.
R20-TST-01	new	2	F3052,F3053	test_new_signing_secret_has_prefix_and_length asserts len(secret) == len(SECRET_PREFIX) + SECRET_BYTES, so it pins the use of SECRET_BYTES as a character count rather than a byte count as the tested contract.
R20-TST-02	new	1	F3060	the only deny-side signature test varies the secret, so nothing asserts that verify rejects a tampered payload or an altered signature under the correct secret.
R20-TST-03	new	1	F3105	the second test secret is written as the inline literal whsec_someoneelse instead of a named constant beside SECRET.
SETTINGS-01	existing	108	F0002,F0019,F0020,F0021,F0022,F0023,F0024,F0025,F0026,F0140,F0141,F0142,F0143,F0144,F0145,F0146,F0147,F0148,F0149,F0150,F0151,F0152,F0153,F0154,F0155,F0156,F0157,F0158,F0159,F0160,F0161,F0162,F0163,F0164,F0165,F0166,F0167,F0168,F0169,F0170,F0171,F0172,F0173,F0174,F0175,F0176,F0177,F0178,F0179,F0181,F0182,F0183,F0184,F0185,F0186,F0187,F0188,F0189,F0190,F0191,F0192,F0193,F0194,F0195,F0196,F0197,F0198,F0199,F0200,F0201,F0202,F0203,F0216,F0217,F0218,F0233,F0239,F0261,F0262,F0263,F0264,F0265,F0266,F0267,F0268,F0269,F0270,F0271,F0272,F0478,F0479,F0480,F0481,F0482,F0483,F0484,F0485,F0486,F0487,F0488,F0489,F0499,F0500,F0501,F0502,F0503,F0505,F0506	list_deliveries filters only on the endpoint_id taken from the path and never checks that the endpoint belongs to the caller's organization, so any authenticated user can read another organization's delivery rows.
SETTINGS-02	existing	108	F0003,F0006,F0007,F0008,F0009,F0010,F0011,F0012,F0228,F0229,F0230,F0231,F0232,F0234,F0235,F0236,F0237,F0238,F0240,F0241,F0242,F0249,F0250,F0251,F0252,F0253,F0254,F0255,F0256,F0257,F0276,F0277,F0278,F0279,F0280,F0281,F0282,F0283,F0284,F0285,F0286,F0287,F0288,F0289,F0290,F0291,F0292,F0293,F0294,F0295,F0296,F0297,F0298,F0299,F0300,F0301,F0302,F0303,F0304,F0305,F0306,F0307,F0309,F0363,F0364,F0365,F0367,F0368,F0369,F0370,F0371,F0372,F0389,F0412,F0413,F0414,F0415,F0416,F0417,F0418,F0419,F0423,F0429,F0433,F0434,F0435,F0436,F0437,F0438,F0449,F0450,F0457,F0459,F0510,F0512,F0513,F0514,F0556,F0557,F0558,F0560,F0561,F0562,F0563,F0564,F1435,F1456,F1852	create_webhook_endpoint performs no host validation, so a caller can register a loopback, link-local, or internal address that the delivery worker will then POST to from inside the network.
SETTINGS-03	existing	15	F0073,F0219,F0220,F0221,F0222,F0223,F0421,F0422,F0424,F0425,F0456,F0458,F0460,F0463,F0464	"create_webhook_endpoint validates the URL with parsed.scheme.startswith(""http""), which accepts plaintext http:// and any scheme merely beginning with those characters such as httpfoo://, contradicting the documented https-only rule."
SETTINGS-04	existing	86	F0074,F0075,F0076,F0077,F0078,F0079,F0080,F0081,F0082,F0083,F0084,F0085,F0086,F0087,F0088,F0089,F0090,F0091,F0092,F0093,F0094,F0095,F0096,F0097,F0098,F0099,F0100,F0101,F0102,F0103,F0104,F0105,F0106,F0107,F0108,F0109,F0110,F0111,F0112,F0113,F0114,F0115,F0116,F0117,F0118,F0119,F0120,F0121,F0122,F0123,F0124,F0125,F0126,F0127,F0128,F0129,F0130,F0131,F0132,F0133,F0134,F0135,F0136,F0137,F0138,F0139,F0180,F0439,F0441,F0448,F0467,F0468,F0469,F0470,F0471,F0472,F0473,F0474,F0475,F0476,F0477,F0496,F0498,F0551,F0552,F0554	the limit parameter is declared Query(50, ge=1) with no upper bound, so one request can pull an unbounded number of delivery rows.
SETTINGS-05	existing	37	F0042,F0044,F0045,F0046,F0047,F0048,F0049,F0050,F0051,F0052,F0053,F0054,F0055,F0056,F0057,F0058,F0059,F0060,F0061,F0062,F0063,F0064,F0065,F0066,F0067,F0068,F0069,F0070,F0071,F0072,F0430,F0432,F0451,F0452,F0453,F0515,F0555	event_types is persisted as an unconstrained list[str] with no membership check against the event types the system emits, so a misspelled or unknown name is accepted and silently never matches.
SETTINGS-06	existing	13	F0005,F0014,F0015,F0016,F0017,F0440,F0442,F0443,F0444,F0445,F0446,F0447,F0559	EndpointIn.url is a bare str with no length or format constraint, so an arbitrarily long string is accepted, stored, and later used as a request target.
SETTINGS-07	existing	10	F0225,F0226,F0227,F0308,F0366,F0406,F0407,F0408,F0410,F0553	nothing caps how many endpoints one organization can register, so a caller can multiply the per-event fan-out and delivery rows without limit.
SETTINGS-09	existing	20	F0034,F0224,F0248,F0310,F0320,F0321,F0360,F0390,F0391,F0392,F0393,F0394,F0395,F0409,F0431,F0466,F0528,F0529,F0530,F1936	the change adds only create and read routes, so an endpoint cannot be deactivated, deleted, or have its signing secret rotated through the API.
SIGNING-01	existing	95	F1511,F1513,F1514,F1515,F1516,F1565,F1566,F1567,F1568,F1569,F1570,F1571,F1572,F1573,F1574,F1575,F1576,F1577,F1578,F1579,F1580,F1581,F1582,F1583,F1584,F1789,F1790,F1791,F1792,F1793,F1794,F1795,F1796,F1797,F1798,F1799,F1803,F1804,F1805,F2017,F2164,F2165,F2172,F2279,F2281,F2282,F2283,F2284,F2285,F2286,F2287,F2288,F2289,F2290,F2291,F2292,F2293,F2294,F2295,F2296,F2297,F2298,F2299,F2300,F2301,F2302,F2303,F2310,F2327,F2328,F2329,F2330,F2331,F2332,F2333,F2334,F2335,F2336,F2337,F2338,F2339,F2340,F2341,F2342,F2344,F2345,F2346,F2347,F2348,F2396,F2397,F2398,F2399,F2400,F2401	sign HMACs json.dumps(payload, sort_keys=True) while the request is sent with client.post(json=...), so the signed bytes differ from the transmitted body and a receiver hashing the raw request body cannot reproduce the signature.
SIGNING-02	existing	72	F2014,F2019,F2163,F2280,F2305,F2306,F2307,F2308,F2311,F2312,F2313,F2314,F2315,F2316,F2317,F2318,F2319,F2320,F2321,F2322,F2323,F2324,F2325,F2326,F2343,F2349,F2350,F2351,F2352,F2353,F2354,F2355,F2356,F2357,F2358,F2359,F2360,F2361,F2362,F2363,F2364,F2365,F2366,F2367,F2368,F2369,F2370,F2371,F2372,F2373,F2374,F2375,F2376,F2377,F2378,F2379,F2380,F2381,F2382,F2383,F2384,F2385,F2386,F2387,F2388,F2389,F2390,F2391,F2392,F2393,F2394,F2395	sign MACs only the serialised payload, so the X-Acme-Timestamp header is unauthenticated and a replayer can rewrite it without invalidating the signature.
SIGNING-04	existing	105	F2009,F2010,F2011,F2012,F2013,F2015,F2016,F2065,F2066,F2067,F2068,F2069,F2070,F2071,F2072,F2073,F2074,F2075,F2076,F2079,F2080,F2081,F2082,F2083,F2084,F2085,F2086,F2087,F2088,F2089,F2090,F2091,F2092,F2093,F2094,F2095,F2096,F2097,F2098,F2099,F2100,F2101,F2102,F2103,F2104,F2105,F2106,F2107,F2108,F2109,F2110,F2117,F2118,F2119,F2120,F2121,F2122,F2123,F2124,F2125,F2126,F2127,F2128,F2129,F2130,F2131,F2132,F2133,F2134,F2135,F2136,F2137,F2138,F2139,F2140,F2141,F2142,F2143,F2144,F2145,F2146,F2147,F2148,F2149,F2150,F2151,F2152,F2153,F2154,F2155,F2156,F2157,F2158,F2159,F2160,F2161,F2162,F2166,F2167,F2168,F2169,F2170,F2171,F2309,F2402	verify compares digests with expected == signature instead of a constant-time comparison, so the comparison short-circuits on the first differing byte.
SIGNING-05	existing	108	F2018,F2173,F2174,F2175,F2176,F2177,F2178,F2179,F2180,F2181,F2182,F2183,F2184,F2185,F2186,F2187,F2188,F2189,F2190,F2191,F2192,F2193,F2194,F2195,F2196,F2197,F2198,F2199,F2200,F2201,F2202,F2203,F2204,F2205,F2206,F2207,F2208,F2209,F2210,F2211,F2212,F2213,F2214,F2215,F2216,F2217,F2218,F2219,F2220,F2221,F2222,F2223,F2224,F2225,F2226,F2227,F2228,F2229,F2230,F2231,F2232,F2233,F2234,F2235,F2236,F2237,F2238,F2239,F2240,F2241,F2242,F2243,F2244,F2245,F2246,F2247,F2248,F2249,F2250,F2251,F2252,F2253,F2254,F2255,F2256,F2257,F2258,F2259,F2260,F2261,F2262,F2263,F2264,F2265,F2266,F2267,F2268,F2269,F2270,F2271,F2272,F2273,F2274,F2275,F2276,F2277,F2278,F2403	new_signing_secret builds the secret from random.choice, which draws on the non-cryptographic Mersenne Twister PRNG rather than a CSPRNG.
SIGNING-06	existing	46	F2020,F2021,F2022,F2023,F2024,F2025,F2026,F2027,F2028,F2029,F2030,F2031,F2032,F2033,F2034,F2035,F2036,F2037,F2038,F2039,F2040,F2041,F2042,F2043,F2044,F2045,F2046,F2047,F2048,F2049,F2050,F2051,F2052,F2053,F2054,F2055,F2056,F2057,F2058,F2059,F2060,F2061,F2062,F2114,F2115,F2304	SECRET_BYTES = 32 is used as a character count over a 62-symbol alphabet, so the constant's name misstates the entropy of the secret it produces.
TESTS-01	existing	49	F2924,F2925,F2947,F2948,F2956,F2966,F2967,F2968,F2969,F2970,F2971,F2972,F2993,F2994,F2995,F2996,F2997,F2999,F3002,F3035,F3036,F3037,F3038,F3039,F3040,F3041,F3042,F3043,F3044,F3055,F3056,F3057,F3064,F3065,F3066,F3067,F3068,F3069,F3070,F3071,F3082,F3083,F3086,F3106,F3108,F3110,F3113,F3114,F3115	test_send_once_posts_the_signed_payload captures both the request body and the signature header but asserts only the sha256= prefix, never verifying the signature against the captured body.
TESTS-02	existing	100	F0778,F1307,F1327,F1328,F1329,F1330,F1331,F1349,F1350,F1351,F1352,F1353,F1354,F1429,F1430,F1431,F1432,F1433,F1503,F1504,F1692,F1717,F2932,F2933,F2934,F2935,F2936,F2942,F2943,F2944,F2945,F2946,F2951,F2952,F2953,F2954,F2957,F2958,F2959,F2960,F2961,F2962,F2963,F2973,F2974,F2975,F2976,F2977,F2978,F2979,F2985,F2986,F2987,F2988,F2989,F2990,F2991,F2992,F3001,F3005,F3006,F3007,F3008,F3009,F3010,F3011,F3012,F3013,F3014,F3015,F3016,F3017,F3019,F3020,F3021,F3022,F3023,F3024,F3025,F3026,F3027,F3028,F3029,F3031,F3032,F3033,F3034,F3045,F3046,F3047,F3104,F3111,F3112,F3117,F3120,F3121,F3122,F3123,F3124,F3125	deliver, _finish, _claim_batch, _acquire_lock, enqueue_for_event and run_worker have no tests; only the pure helpers and send_once are exercised.
TESTS-03	existing	32	F2908,F2926,F2927,F2928,F2929,F2949,F2950,F2955,F3030,F3059,F3061,F3062,F3063,F3072,F3073,F3074,F3075,F3076,F3077,F3078,F3079,F3080,F3081,F3084,F3085,F3087,F3088,F3089,F3107,F3109,F3119,F3127	test_verify_accepts_signature_produced_by_sign is tautological because verify calls sign internally, so the assertion holds for any implementation and pins nothing about the on-the-wire format.
TESTS-04	existing	4	F0461,F0462,F0465,F0516	the new HTTP routes create_webhook_endpoint, list_webhook_endpoints and list_deliveries have no tests, so the URL validation and org scoping are unexercised.
TESTS-05	existing	11	F2914,F2915,F2916,F2917,F2918,F2919,F2920,F2921,F2922,F3128,F3129	test_max_attempts_matches_documented_limit asserts MAX_ATTEMPTS == 5 against a literal and exercises no retry code, so it cannot fail for a behavioural reason.
TESTS-08	existing	9	F2907,F2923,F3048,F3049,F3050,F3051,F3054,F3090,F3126	test_new_signing_secret_has_prefix_and_length asserts only the prefix and length, which a predictable or constant generator satisfies exactly as well as a CSPRNG.
TESTS-10	existing	29	F2909,F2910,F2911,F2912,F2913,F2937,F2964,F2965,F2998,F3000,F3003,F3004,F3018,F3058,F3091,F3092,F3093,F3094,F3095,F3096,F3097,F3098,F3099,F3100,F3101,F3102,F3103,F3116,F3118	the tests substitute hand-rolled FakeEndpoint and FakeDelivery class-attribute stubs for the real ORM models, so detached-instance and missing-row behaviour is never exercised.
